Time/Residue,AFR3_R1.xvg,AFR3_R2.xvg,Average
0,0.0004883,0.0004842,0.00048625
0.01,0.0962826,0.0856835,0.09098305
0.02,0.1596883,0.0521616,0.10592495
0.03,0.1679309,0.0588354,0.11338315
0.04,0.1586592,0.0552272,0.1069432
0.05,0.2174828,0.094549,0.1560159
0.06,0.1789662,0.0932327,0.13609945
0.07,0.168631,0.0973796,0.1330053
0.08,0.1753632,0.1069714,0.1411673
0.09,0.200902,0.0929106,0.1469063
0.1,0.2038684,0.0807807,0.14232455
0.11,0.2051791,0.0744496,0.13981435
0.12,0.2200076,0.0987702,0.1593889
0.13,0.2002115,0.0802045,0.140208
0.14,0.1980572,0.0967358,0.1473965
0.15,0.1978263,0.095161,0.14649365
0.16,0.2023403,0.087701,0.14502065
0.17,0.1985355,0.1046521,0.1515938
0.18,0.2108964,0.1230505,0.16697345
0.19,0.2553819,0.1239652,0.18967355
0.2,0.2188209,0.1102662,0.16454355
0.21,0.1983525,0.1194632,0.15890785
0.22,0.2143046,0.1233664,0.1688355
0.23,0.2204755,0.1088035,0.1646395
0.24,0.2174332,0.0986372,0.1580352
0.25,0.2239867,0.1096406,0.16681365
0.26,0.2000928,0.101028,0.1505604
0.27,0.2066286,0.0994288,0.1530287
0.28,0.2319728,0.1007113,0.16634205
0.29,0.2078915,0.1016917,0.1547916
0.3,0.2455614,0.0997257,0.17264355
0.31,0.2277729,0.116413,0.17209295
0.32,0.2204829,0.1294391,0.174961
0.33,0.2033355,0.1164128,0.15987415
0.34,0.2128464,0.1275415,0.17019395
0.35,0.2096186,0.1258314,0.167725
0.36,0.2148428,0.1330516,0.1739472
0.37,0.2282903,0.1307013,0.1794958
0.38,0.2427269,0.1335052,0.18811605
0.39,0.2231862,0.1034749,0.16333055
0.4,0.1866298,0.1190503,0.15284005
0.41,0.2279358,0.1277304,0.1778331
0.42,0.2157642,0.1220917,0.16892795
0.43,0.2178809,0.1268521,0.1723665
0.44,0.2222303,0.1323781,0.1773042
0.45,0.2289819,0.1310093,0.1799956
0.46,0.2078308,0.1294117,0.16862125
0.47,0.2398469,0.1157583,0.1778026
0.48,0.2315427,0.1221068,0.17682475
0.49,0.2460457,0.1307374,0.18839155
0.5,0.2295374,0.12036,0.1749487
