Time/Residue,AFR5_R1.xvg,rmsd_ligand_md_A4482_R2.xvg
26.9100018,0.4107246,0.14772
26.920002,0.4312755,0.1519047
26.9300022,0.414322,0.1525914
26.9400005,0.4214751,0.1483523
26.9500008,0.4438028,0.1463723
26.960001,0.4512394,0.1572647
26.9700012,0.4408667,0.1560488
26.9800014,0.4215597,0.1546083
26.9900017,0.4474762,0.1380387
27.0000019,0.4646585,0.1536242
27.0100021,0.4301025,0.1446814
27.0200005,0.4440509,0.1552087
27.0300007,0.4446184,0.1522001
27.0400009,0.4457819,0.1405784
27.0500011,0.436567,0.1532234
27.0600014,0.4456868,0.1480469
27.0700016,0.4497448,0.1479415
27.0800018,0.4240078,0.1511372
27.0900021,0.4241576,0.1531187
27.1000004,0.4406253,0.1464158
27.1100006,0.4387724,0.1505918
27.1200008,0.4558388,0.1507432
27.1300011,0.4499518,0.1378718
27.1400013,0.4624664,0.1276091
27.1500015,0.4427845,0.1461785
27.1600018,0.4442379,0.1256998
27.170002,0.45241,0.1353591
27.1800022,0.4520286,0.1493749
27.1900005,0.4167698,0.1272467
27.2000008,0.4324212,0.1478035
27.210001,0.4396828,0.1369829
27.2200012,0.4507225,0.143229
27.2300014,0.4351674,0.1513862
27.2400017,0.4250457,0.1527797
27.2500019,0.4400535,0.1466598
27.2600021,0.436848,0.1455521
27.2700005,0.4524626,0.1479969
27.2800007,0.4404891,0.1396199
27.2900009,0.4378555,0.1397823
27.3000011,0.4355046,0.1486535
27.3100014,0.4649744,0.1392348
27.3200016,0.439829,0.1497589
27.3300018,0.4167211,0.1582464
27.3400021,0.4454865,0.1397535
27.3500004,0.4547461,0.1348268
27.3600006,0.4585618,0.1397735
27.3700008,0.4719574,0.1478485
27.3800011,0.4536138,0.1509433
27.3900013,0.456643,0.1436554
27.4000015,0.4437229,0.150887
27.4100018,0.4686645,0.1413948
27.420002,0.4252038,0.1467768
27.4300022,0.4481001,0.1474046
27.4400005,0.4701099,0.1486474
27.4500008,0.4412046,0.1442202
27.460001,0.4390186,0.1255725
27.4700012,0.4348841,0.1431381
27.4800014,0.4551904,0.1561756
27.4900017,0.4265518,0.1433674
27.5000019,0.4414005,0.1572816
27.5100021,0.441683,0.1491709
27.5200005,0.4441928,0.1625631
27.5300007,0.4304589,0.1479407
27.5400009,0.42913,0.1555656
27.5500011,0.4445617,0.1451082
27.5600014,0.4258712,0.1533841
27.5700016,0.436346,0.1522655
27.5800018,0.4290418,0.1479179
27.5900021,0.4270013,0.1471817
27.6000004,0.4534143,0.1492929
27.6100006,0.4622903,0.1414071
27.6200008,0.450532,0.1271714
27.6300011,0.4430415,0.1472666
27.6400013,0.4413065,0.1520567
27.6500015,0.4167694,0.1451986
27.6600018,0.4391091,0.1410036
27.670002,0.4434146,0.1369684
27.6800022,0.4226493,0.1398583
27.6900005,0.4678087,0.1424112
27.7000008,0.4174912,0.14077
27.710001,0.4169628,0.1408159
27.7200012,0.4505876,0.1475237
27.7300014,0.4269402,0.133066
27.7400017,0.4249443,0.1381408
27.7500019,0.4465941,0.1389631
27.7600021,0.4403481,0.1535035
27.7700005,0.4218983,0.1498221
27.7800007,0.4413242,0.1441814
27.7900009,0.4187027,0.1498757
27.8000011,0.4387091,0.1440129
27.8100014,0.4152384,0.1402377
27.8200016,0.4450605,0.1365656
27.8300018,0.4165394,0.1372312
27.8400021,0.4401612,0.149174
27.8500004,0.4200573,0.1588662
27.8600006,0.4513007,0.1382161
27.8700008,0.4346202,0.1412484
27.8800011,0.4429022,0.1549769
27.8900013,0.446413,0.1518323
27.9000015,0.4418443,0.1655594
27.9100018,0.4354168,0.1515373
27.920002,0.4168462,0.1481515
27.9300022,0.4428701,0.1433615
27.9400005,0.4137728,0.1347554
27.9500008,0.4180787,0.1292607
27.960001,0.4330056,0.1311656
27.9700012,0.4281361,0.1406114
27.9800014,0.4584685,0.1425479
27.9900017,0.4297862,0.1364614
28.0000019,0.4421087,0.1399706
28.0100021,0.411396,0.1410905
28.0200005,0.4369656,0.1314785
28.0300007,0.4464963,0.1479404
28.0400009,0.4376416,0.1365765
28.0500011,0.4787014,0.1296192
28.0600014,0.4278769,0.1380999
28.0700016,0.4271005,0.1342396
28.0800018,0.4217082,0.1263037
28.0900021,0.456461,0.1482247
28.1000004,0.4594143,0.165509
28.1100006,0.4529691,0.1556323
28.1200008,0.4343841,0.1571634
28.1300011,0.4328783,0.1547835
28.1400013,0.4450692,0.160372
28.1500015,0.4406867,0.1341759
28.1600018,0.4267271,0.1532684
28.170002,0.4300988,0.1435291
28.1800022,0.4233509,0.1451865
28.1900005,0.4125964,0.1451229
28.2000008,0.3907441,0.1453417
28.210001,0.4055029,0.1376563
28.2200012,0.4074303,0.1413221
28.2300014,0.4147487,0.1589259
28.2400017,0.4146317,0.1483176
28.2500019,0.4204766,0.1707558
28.2600021,0.4220742,0.1523414
28.2700005,0.4058858,0.1421457
28.2800007,0.4223812,0.1525732
28.2900009,0.4270262,0.1348982
28.3000011,0.4335269,0.1465502
28.3100014,0.3992615,0.1342518
28.3200016,0.4206637,0.135469
28.3300018,0.4136062,0.1346758
28.3400021,0.4335168,0.1438394
28.3500023,0.4203251,0.1462524
28.3600006,0.4040267,0.1388194
28.3700008,0.4415044,0.1361979
28.3800011,0.4165582,0.1487661
28.3900013,0.4203682,0.1394536
28.4000015,0.4573815,0.1455012
28.4100018,0.4144869,0.1279948
28.420002,0.4279661,0.1241459
28.4300022,0.4029829,0.1402322
28.4400005,0.4403179,0.1518466
28.4500008,0.4200875,0.1594781
28.460001,0.4233532,0.1383805
28.4700012,0.4341445,0.1461997
28.4800014,0.4086801,0.1490847
28.4900017,0.3994015,0.1389724
28.5000019,0.422482,0.1532871
28.5100021,0.4552983,0.1428049
28.5200005,0.4335307,0.1502519
28.5300007,0.4360517,0.1405857
28.5400009,0.441723,0.1501763
28.5500011,0.4304389,0.1436053
28.5600014,0.4431185,0.1363221
28.5700016,0.4463772,0.1431084
28.5800018,0.4443613,0.1428113
28.5900021,0.416534,0.1379045
28.6000023,0.4394048,0.1448189
28.6100006,0.4392161,0.1349667
28.6200008,0.4357648,0.1339342
28.6300011,0.4576106,0.1344684
28.6400013,0.4345846,0.1404643
28.6500015,0.4555736,0.1421801
28.6600018,0.4372293,0.139487
28.670002,0.4300016,0.1427468
28.6800022,0.4055709,0.1427564
28.6900005,0.4458508,0.1487814
28.7000008,0.4261935,0.1414771
28.710001,0.4384788,0.1417165
28.7200012,0.432804,0.1340607
28.7300014,0.4545934,0.1313662
28.7400017,0.4377092,0.1525635
28.7500019,0.4650317,0.1495263
28.7600021,0.4362142,0.1447892
28.7700005,0.4467205,0.1548214
28.7800007,0.4551773,0.1493553
28.7900009,0.4443199,0.1407778
28.8000011,0.4364288,0.1457399
28.8100014,0.4540638,0.1418896
28.8200016,0.4338915,0.1484577
28.8300018,0.4763576,0.1424427
28.8400021,0.4742892,0.146211
28.8500023,0.4541025,0.1509571
28.8600006,0.4384673,0.1441202
28.8700008,0.4497638,0.1509235
28.8800011,0.4498818,0.1386799
28.8900013,0.4385965,0.1520645
28.9000015,0.4708187,0.1328429
28.9100018,0.4515195,0.1401093
28.920002,0.4121445,0.1380767
28.9300022,0.4611209,0.1314619
28.9400005,0.476847,0.139169
28.9500008,0.4272898,0.1300234
28.960001,0.4612122,0.1374281
28.9700012,0.4500776,0.1467798
28.9800014,0.4615735,0.1340771
28.9900017,0.4159579,0.1417432
29.0000019,0.4273713,0.1667887
29.0100021,0.4203525,0.1363623
29.0200005,0.4023503,0.1447719
29.0300007,0.4323514,0.1450025
29.0400009,0.4409492,0.1555085
29.0500011,0.4426671,0.1499597
29.0600014,0.4321308,0.1338709
29.0700016,0.4152635,0.1201198
29.0800018,0.4134362,0.1436798
29.0900021,0.4177245,0.1351979
29.1000023,0.4058671,0.1425709
29.1100006,0.3994789,0.1389388
29.1200008,0.4137707,0.143946
29.1300011,0.4147799,0.1543471
29.1400013,0.4116316,0.1458478
29.1500015,0.4045074,0.1347632
29.1600018,0.4282093,0.1388936
29.170002,0.3934923,0.1478701
29.1800022,0.416217,0.1336405
29.1900005,0.4306993,0.1373818
29.2000008,0.4445157,0.1355302
29.210001,0.4175578,0.1420276
29.2200012,0.4556734,0.1495439
29.2300014,0.445277,0.1284409
29.2400017,0.4513145,0.1491408
29.2500019,0.4668395,0.1368553
29.2600021,0.4418378,0.1434365
29.2700005,0.445037,0.1443287
29.2800007,0.4383573,0.1424347
29.2900009,0.4161704,0.1421502
29.3000011,0.4172237,0.131553
29.3100014,0.4091892,0.1403
29.3200016,0.4175942,0.1434979
29.3300018,0.4032007,0.1387204
29.3400021,0.42885,0.1435377
29.3500023,0.4152869,0.1549795
29.3600006,0.4066582,0.1493738
29.3700008,0.4463234,0.1402201
29.3800011,0.4217448,0.1258939
29.3900013,0.4025774,0.141626
29.4000015,0.4176887,0.1427786
29.4100018,0.4443715,0.1533768
29.420002,0.4383988,0.143436
29.4300022,0.4163676,0.1441465
29.4400005,0.42963,0.1398706
29.4500008,0.3817077,0.1423671
29.460001,0.4393767,0.1426993
29.4700012,0.4263548,0.1434005
29.4800014,0.4189855,0.1350832
29.4900017,0.4270878,0.1354552
29.5000019,0.4297371,0.1415221
29.5100021,0.4257856,0.1407385
29.5200005,0.4614393,0.1461355
29.5300007,0.4158584,0.1489175
29.5400009,0.4198065,0.1445627
29.5500011,0.4379297,0.148499
29.5600014,0.4334185,0.140931
29.5700016,0.4444627,0.1385186
29.5800018,0.4301631,0.1540889
29.5900021,0.4532933,0.1399635
29.6000023,0.4270364,0.1549925
29.6100006,0.4391877,0.1477575
29.6200008,0.4614759,0.1352312
29.6300011,0.445998,0.1445564
29.6400013,0.4541009,0.1336755
29.6500015,0.4274266,0.1407859
29.6600018,0.4379655,0.1273677
29.670002,0.4661038,0.1485304
29.6800022,0.4803123,0.150678
29.6900005,0.4328085,0.1487515
29.7000008,0.4193047,0.1451676
29.710001,0.4640363,0.142471
29.7200012,0.4515748,0.1472358
29.7300014,0.4502779,0.1425018
29.7400017,0.4482246,0.1488726
29.7500019,0.4534951,0.140434
29.7600021,0.4694001,0.159515
29.7700024,0.4720517,0.1567527
29.7800007,0.4404336,0.1540315
29.7900009,0.4299026,0.1408854
29.8000011,0.4467649,0.1554629
29.8100014,0.4559663,0.152535
29.8200016,0.4434319,0.1430716
29.8300018,0.4513159,0.1437148
29.8400021,0.4927909,0.1523609
29.8500023,0.5211772,0.1514071
29.8600006,0.4559052,0.1533483
29.8700008,0.5112242,0.1541645
29.8800011,0.4554992,0.1479747
29.8900013,0.4660578,0.1529729
29.9000015,0.4417053,0.1543718
29.9100018,0.4539278,0.1480155
29.920002,0.4490428,0.1659732
29.9300022,0.4918263,0.1577571
29.9400005,0.4585194,0.1594611
29.9500008,0.4519154,0.1603425
29.960001,0.4481226,0.1470915
29.9700012,0.4812122,0.1435951
29.9800014,0.4471379,0.1487979
29.9900017,0.4706013,0.1458328
30.0000019,0.4517882,0.1478117
30.0100021,0.4705372,0.1526967
30.0200024,0.4689089,0.1444995
30.0300007,0.4497853,0.1498825
30.0400009,0.4676128,0.1522086
30.0500011,0.4577193,0.1363572
30.0600014,0.4247724,0.1374696
30.0700016,0.433793,0.1420095
30.0800018,0.4369764,0.1298863
30.0900021,0.4308731,0.152549
30.1000023,0.4315271,0.1267403
30.1100006,0.4392694,0.1429425
30.1200008,0.4096008,0.1464191
30.1300011,0.4033947,0.1458624
30.1400013,0.4288482,0.1449553
30.1500015,0.4437802,0.1464913
30.1600018,0.4102916,0.1484241
30.170002,0.4366086,0.1475739
30.1800022,0.3989677,0.1383752
30.1900005,0.4118727,0.1433612
30.2000008,0.4095914,0.1448609
30.210001,0.4298722,0.151765
30.2200012,0.426962,0.1539108
30.2300014,0.4116444,0.1554268
30.2400017,0.4196904,0.1558373
30.2500019,0.4211207,0.1508883
30.2600021,0.3995308,0.1400709
30.2700024,0.4235268,0.1437857
30.2800007,0.4088819,0.1400848
30.2900009,0.3938453,0.1600969
30.3000011,0.4234718,0.1534271
30.3100014,0.4232054,0.149472
30.3200016,0.4110618,0.1537782
30.3300018,0.4151223,0.1406818
30.3400021,0.4274383,0.1490701
30.3500023,0.419801,0.1468169
30.3600006,0.4065736,0.1433853
30.3700008,0.4207201,0.1447853
30.3800011,0.4083645,0.1571427
30.3900013,0.4137458,0.1622096
30.4000015,0.4093795,0.145821
30.4100018,0.4174963,0.1577969
30.420002,0.3992664,0.1432196
30.4300022,0.4225923,0.1446938
30.4400005,0.4015934,0.1492252
30.4500008,0.4165072,0.1455182
30.460001,0.4212759,0.1442334
30.4700012,0.4309915,0.1469881
30.4800014,0.4289569,0.1490424
30.4900017,0.4273745,0.155012
30.5000019,0.4140359,0.1641049
30.5100021,0.4316748,0.1677955
30.5200024,0.4273572,0.1463264
30.5300007,0.4191441,0.1515485
30.5400009,0.4493239,0.1537744
30.5500011,0.4186867,0.1550856
30.5600014,0.4640429,0.1651534
30.5700016,0.4225163,0.1616766
30.5800018,0.436427,0.1410899
30.5900021,0.4128383,0.1655727
30.6000023,0.4121288,0.1663024
30.6100006,0.4003514,0.1505707
30.6200008,0.4430757,0.1541305
30.6300011,0.4410671,0.1608887
30.6400013,0.4295121,0.1531524
30.6500015,0.4280782,0.1656556
30.6600018,0.4426715,0.1633557
30.670002,0.4555857,0.146222
30.6800022,0.4185694,0.1451644
30.6900005,0.4309578,0.1351191
30.7000008,0.4030457,0.1405231
30.710001,0.4222748,0.1412765
30.7200012,0.4289314,0.1392592
30.7300014,0.4457687,0.1437448
30.7400017,0.4223623,0.1479057
30.7500019,0.4162416,0.1368839
30.7600021,0.444579,0.1433356
30.7700024,0.4193468,0.1359541
30.7800007,0.4003862,0.1311164
30.7900009,0.4224333,0.1207892
30.8000011,0.4512335,0.1469273
30.8100014,0.4424476,0.14571
30.8200016,0.4389203,0.1522986
30.8300018,0.4427476,0.1484547
30.8400021,0.4205575,0.156657
30.8500023,0.434613,0.154869
30.8600006,0.4207173,0.1598484
30.8700008,0.4200059,0.1540493
30.8800011,0.436408,0.1711194
30.8900013,0.4305863,0.170133
30.9000015,0.4312021,0.1480605
30.9100018,0.4276628,0.1599197
30.920002,0.408166,0.1587997
30.9300022,0.4199171,0.157457
30.9400005,0.4313939,0.1505542
30.9500008,0.4417614,0.1542785
30.960001,0.4307092,0.1531235
30.9700012,0.4211446,0.1542337
30.9800014,0.4074877,0.1698159
30.9900017,0.3983431,0.1707132
31.0000019,0.4205625,0.1500322
31.0100021,0.4302457,0.1521232
31.0200024,0.3979273,0.1466601
31.0300007,0.417922,0.1398152
31.0400009,0.4176512,0.1423128
31.0500011,0.4268964,0.1561057
31.0600014,0.4117157,0.1422577
31.0700016,0.4071727,0.1609522
31.0800018,0.4100108,0.1539006
31.0900021,0.422322,0.1471077
31.1000023,0.412852,0.1547475
31.1100006,0.4283024,0.1511013
31.1200008,0.4227182,0.1560031
31.1300011,0.4261419,0.1437498
31.1400013,0.4017399,0.1521226
31.1500015,0.4278586,0.1538573
31.1600018,0.4269693,0.1491342
31.170002,0.4146571,0.1540218
31.1800022,0.4191085,0.1327954
31.1900005,0.4508016,0.1416432
31.2000008,0.4154724,0.1453558
31.210001,0.4313741,0.1582605
31.2200012,0.43102,0.141555
31.2300014,0.4398066,0.1490617
31.2400017,0.4227044,0.1455868
31.2500019,0.4273318,0.1514674
31.2600021,0.4279713,0.1453347
31.2700024,0.422215,0.1496054
31.2800007,0.4216595,0.1446254
31.2900009,0.4088638,0.1394516
31.3000011,0.425245,0.1479853
31.3100014,0.4521977,0.1417068
31.3200016,0.4371002,0.1550268
31.3300018,0.4222036,0.1504494
31.3400021,0.4385359,0.1320552
31.3500023,0.4305985,0.1497603
31.3600006,0.4334849,0.1485122
31.3700008,0.4276851,0.1548566
31.3800011,0.4541703,0.1531747
31.3900013,0.4221566,0.149721
31.4000015,0.4251065,0.1532397
31.4100018,0.4271064,0.1485549
31.420002,0.4196443,0.1503209
31.4300022,0.4235408,0.1726591
31.4400024,0.4176892,0.1450772
31.4500008,0.4283433,0.1443241
31.460001,0.4096406,0.1428853
31.4700012,0.4386334,0.1482642
31.4800014,0.4292259,0.141387
31.4900017,0.4248744,0.1452706
31.5000019,0.4449784,0.1617494
31.5100021,0.4461048,0.1402363
31.5200024,0.4189745,0.1520661
31.5300007,0.4260964,0.1462464
31.5400009,0.4232976,0.1459053
31.5500011,0.4078075,0.1436526
31.5600014,0.4147307,0.1528226
31.5700016,0.4211619,0.1506317
31.5800018,0.4134962,0.1554253
31.5900021,0.43082,0.1531547
31.6000023,0.4256432,0.1479506
31.6100006,0.4298419,0.1461587
31.6200008,0.4254356,0.150325
31.6300011,0.4240451,0.154524
31.6400013,0.4331446,0.155203
31.6500015,0.4346995,0.1571693
31.6600018,0.4412626,0.1517849
31.670002,0.414395,0.1727568
31.6800022,0.4511994,0.1537437
31.6900024,0.4233781,0.1465648
31.7000008,0.4515567,0.1473968
31.710001,0.4376657,0.1495785
31.7200012,0.4209603,0.1542088
31.7300014,0.4367495,0.1571579
31.7400017,0.4222558,0.1466734
31.7500019,0.4446683,0.1432151
31.7600021,0.4383209,0.1393903
31.7700024,0.4130448,0.1539531
31.7800007,0.4141094,0.1563514
31.7900009,0.4151873,0.1563467
31.8000011,0.3968735,0.1387303
31.8100014,0.4399981,0.1538028
31.8200016,0.40722,0.1435237
31.8300018,0.4299643,0.1459043
31.8400021,0.4104955,0.1468865
31.8500023,0.4304404,0.1440338
31.8600006,0.4474175,0.1411247
31.8700008,0.417806,0.1367335
31.8800011,0.4215229,0.132442
31.8900013,0.4202158,0.1463581
31.9000015,0.4482667,0.1451683
31.9100018,0.408324,0.1510222
31.920002,0.4429414,0.1552033
31.9300022,0.4267474,0.144687
31.9400024,0.4257226,0.1514767
31.9500008,0.4276915,0.1508866
31.960001,0.4420765,0.1503183
31.9700012,0.4360461,0.1479517
31.9800014,0.4537709,0.1442962
31.9900017,0.43032,0.1408567
32.0,0.4410846,0.160053
32.0100021,0.4260134,0.1428438
32.0200005,0.4477293,0.1438357
32.0300026,0.4556558,0.1509725
32.0400009,0.4471212,0.1534833
32.0500031,0.4235329,0.1508783
32.0600014,0.4577056,0.1491432
32.0699997,0.4226952,0.1485439
32.0800018,0.4469572,0.1620343
32.0900002,0.4124614,0.1440907
32.1000023,0.4119774,0.1537452
32.1100006,0.4064774,0.153543
32.1200027,0.4255658,0.1528214
32.1300011,0.4142968,0.146741
32.1400032,0.3970371,0.155655
32.1500015,0.4274982,0.1601595
32.1599998,0.4156119,0.1529486
32.170002,0.4151977,0.1578378
32.1800003,0.4290816,0.1420349
32.1900024,0.4392955,0.1545698
32.2000008,0.431409,0.1497998
32.2100029,0.4428785,0.1655903
32.2200012,0.4313602,0.1392694
32.2300034,0.4493085,0.152652
32.2400017,0.4380852,0.1431631
32.25,0.4240962,0.1455464
32.2600021,0.4405539,0.143909
32.2700005,0.4518229,0.1456759
32.2800026,0.4432222,0.1553778
32.2900009,0.4207843,0.1499027
32.3000031,0.4511721,0.1396361
32.3100014,0.4407875,0.1484913
32.3199997,0.4592513,0.1483915
32.3300018,0.4522275,0.1456049
32.3400002,0.4257097,0.1542609
32.3500023,0.4574454,0.1482003
32.3600006,0.4474306,0.1394234
32.3700027,0.4321167,0.1485733
32.3800011,0.4385781,0.1411034
32.3900032,0.4462762,0.152397
32.4000015,0.4579673,0.1428565
32.4099998,0.4499806,0.1537805
32.420002,0.4348412,0.1693617
32.4300003,0.4728459,0.1425011
32.4400024,0.4306446,0.1513317
32.4500008,0.4300088,0.1544828
32.4600029,0.4536514,0.1586604
32.4700012,0.4336387,0.1546471
32.4800034,0.4449348,0.1627135
32.4900017,0.4330342,0.1536478
32.5,0.4652117,0.1505744
32.5100021,0.4508643,0.1597828
32.5200005,0.447843,0.1471688
32.5300026,0.4129606,0.1834051
32.5400009,0.4252563,0.1553313
32.5500031,0.4479241,0.1560474
32.5600014,0.4438154,0.1352456
32.5699997,0.43132,0.1411518
32.5800018,0.4312855,0.1459778
32.5900002,0.4477219,0.1424928
32.6000023,0.4278643,0.1331545
32.6100006,0.4434012,0.1341276
32.6200027,0.4407532,0.1603939
32.6300011,0.4484468,0.1425573
32.6400032,0.4567448,0.1471896
32.6500015,0.4524934,0.1378814
32.6599998,0.4470129,0.1490286
32.670002,0.4390633,0.1420797
32.6800003,0.4450593,0.1509803
32.6900024,0.4404287,0.1479801
32.7000008,0.4559859,0.1466149
32.7100029,0.4378218,0.1570364
32.7200012,0.4535035,0.1605189
32.7300034,0.4433777,0.1500287
32.7400017,0.4517038,0.1444061
32.75,0.4085091,0.1505219
32.7600021,0.4380445,0.1545217
32.7700005,0.4489846,0.1528358
32.7800026,0.4172325,0.1462569
32.7900009,0.4322434,0.1506663
32.8000031,0.4244816,0.1477
32.8100014,0.432052,0.1402777
32.8199997,0.445172,0.1453354
32.8300018,0.4241784,0.1426805
32.8400002,0.4198103,0.140236
32.8500023,0.4214019,0.1497378
32.8600006,0.4291956,0.1483018
32.8700027,0.4266212,0.1471053
32.8800011,0.4126958,0.1487401
32.8900032,0.4250333,0.1462709
32.9000015,0.4586667,0.1525694
32.9099998,0.4559594,0.1410608
32.920002,0.4392712,0.1390534
32.9300003,0.4330258,0.1483767
32.9400024,0.4271776,0.1533755
32.9500008,0.4273424,0.1582203
32.9600029,0.4487573,0.1419471
32.9700012,0.4524119,0.142052
32.9800034,0.472242,0.1204574
32.9900017,0.4362223,0.1409062
33.0,0.4271715,0.144813
33.0100021,0.4323515,0.148217
33.0200005,0.4357716,0.1521181
33.0300026,0.4242935,0.1511313
33.0400009,0.4351512,0.138634
33.0500031,0.4342134,0.1519241
33.0600014,0.425997,0.1498138
33.0699997,0.4283034,0.1508521
33.0800018,0.4516719,0.1489037
33.0900002,0.426065,0.136699
33.1000023,0.4372531,0.1483087
33.1100006,0.4480949,0.150056
33.1200027,0.4389172,0.1354462
33.1300011,0.4353274,0.1444835
33.1400032,0.4354193,0.1446539
33.1500015,0.4327476,0.1441665
33.1599998,0.4444937,0.1407574
33.170002,0.4364831,0.1411278
33.1800003,0.4174555,0.1472617
33.1900024,0.4343812,0.1583138
33.2000008,0.4350421,0.1483745
33.2100029,0.4489602,0.148087
33.2200012,0.4169463,0.1477914
33.2300034,0.4103687,0.1452149
33.2400017,0.4413494,0.1458094
33.25,0.4329519,0.1428886
33.2600021,0.3977897,0.1376099
33.2700005,0.4057733,0.1367182
33.2800026,0.4108558,0.148994
33.2900009,0.4071785,0.1487424
33.3000031,0.4406823,0.1413069
33.3100014,0.422588,0.1445009
33.3199997,0.4233045,0.1468173
33.3300018,0.4534816,0.1463458
33.3400002,0.4316958,0.1479658
33.3500023,0.4272391,0.1525175
33.3600006,0.4177485,0.1511294
33.3700027,0.4257978,0.1530252
33.3800011,0.4346693,0.1504142
33.3900032,0.4085637,0.1578299
33.4000015,0.4137472,0.1391928
33.4099998,0.4327672,0.1449252
33.420002,0.4191111,0.1675677
33.4300003,0.449717,0.1540165
33.4400024,0.4209405,0.1582961
33.4500008,0.4244448,0.1401915
33.4600029,0.4408528,0.1284857
33.4700012,0.4332434,0.1331289
33.4800034,0.42478,0.1399675
33.4900017,0.411909,0.1269745
33.5,0.4519567,0.1320602
33.5100021,0.4518988,0.1211318
33.5200005,0.4252495,0.1254432
33.5300026,0.402686,0.134099
33.5400009,0.4395852,0.1376385
33.5500031,0.4212234,0.1421064
33.5600014,0.4614701,0.1250268
33.5699997,0.4398163,0.1320288
33.5800018,0.4606506,0.1499473
33.5900002,0.45096,0.1487602
33.6000023,0.4454212,0.1543999
33.6100006,0.4470594,0.1549293
33.6200027,0.4586234,0.1519394
33.6300011,0.4506127,0.1495828
33.6400032,0.4464542,0.1664816
33.6500015,0.452305,0.1537187
33.6599998,0.4381607,0.1483837
33.670002,0.4323966,0.1473039
33.6800003,0.4479889,0.1585396
33.6900024,0.4355263,0.1655176
33.7000008,0.4366676,0.1612346
33.7100029,0.4359205,0.1605839
33.7200012,0.435704,0.1552029
33.7300034,0.4316692,0.1500687
33.7400017,0.4494053,0.1473236
33.75,0.4294726,0.1564561
33.7600021,0.4242603,0.1369121
33.7700005,0.4457967,0.155346
33.7800026,0.4432329,0.1438654
33.7900009,0.4246547,0.1529384
33.8000031,0.4408545,0.1527019
33.8100014,0.4349492,0.1469084
33.8200035,0.4349703,0.1616282
33.8300018,0.4256264,0.1531263
33.8400002,0.4269878,0.1619452
33.8500023,0.4545927,0.1462468
33.8600006,0.4432299,0.1613606
33.8700027,0.4356692,0.1548036
33.8800011,0.4364583,0.1620844
33.8900032,0.4683473,0.1438857
33.9000015,0.4559029,0.1376643
33.9099998,0.4351841,0.1532625
33.920002,0.4134092,0.1711478
33.9300003,0.4275382,0.1621658
33.9400024,0.4403895,0.156471
33.9500008,0.4345939,0.1774286
33.9600029,0.4654101,0.1739426
33.9700012,0.4361577,0.169537
33.9800034,0.4377081,0.1591697
33.9900017,0.4156047,0.1629875
34.0,0.4364073,0.1638797
34.0100021,0.4426717,0.1628983
34.0200005,0.4370391,0.1567292
34.0300026,0.433659,0.1737707
34.0400009,0.4285614,0.1453368
34.0500031,0.4552891,0.1398325
34.0600014,0.4358496,0.146652
34.0700035,0.4602018,0.1330506
34.0800018,0.4539039,0.1502794
34.0900002,0.4249167,0.1382887
34.1000023,0.4270089,0.1412136
34.1100006,0.4311142,0.1310675
34.1200027,0.4509136,0.1474312
34.1300011,0.4247098,0.1341331
34.1400032,0.4332773,0.1362212
34.1500015,0.4488004,0.1452609
34.1599998,0.4408132,0.1391188
34.170002,0.4531156,0.1472824
34.1800003,0.4570418,0.1390558
34.1900024,0.452159,0.1364083
34.2000008,0.4135315,0.1371932
34.2100029,0.4338048,0.1325154
34.2200012,0.4506232,0.1436633
34.2300034,0.4245565,0.1387534
34.2400017,0.4465618,0.1521241
34.25,0.4291979,0.1222107
34.2600021,0.4311321,0.1294209
34.2700005,0.44041,0.1489277
34.2800026,0.4209969,0.1466247
34.2900009,0.4230856,0.1384458
34.3000031,0.4521009,0.1459486
34.3100014,0.4485967,0.1243383
34.3200035,0.4395146,0.1311032
34.3300018,0.4437421,0.1376212
34.3400002,0.4239843,0.1364436
34.3500023,0.4348945,0.1389145
34.3600006,0.437339,0.1275461
34.3700027,0.4456083,0.1390433
34.3800011,0.4311354,0.1384985
34.3900032,0.4388985,0.1365726
34.4000015,0.4380235,0.1305034
34.4099998,0.4354294,0.1338478
34.420002,0.419431,0.1398174
34.4300003,0.4394803,0.1355285
34.4400024,0.4292013,0.1396835
34.4500008,0.4155201,0.1685826
34.4600029,0.4187076,0.1619405
34.4700012,0.407956,0.1683365
34.4800034,0.4145128,0.1605939
34.4900017,0.4343916,0.1560352
34.5,0.4226184,0.1605731
34.5100021,0.4652604,0.1623349
34.5200005,0.4081642,0.1673699
34.5300026,0.4392818,0.1639687
34.5400009,0.4222908,0.1684431
34.5500031,0.427475,0.1697105
34.5600014,0.4497961,0.16195
34.5700035,0.4238322,0.1578385
34.5800018,0.3966514,0.1489954
34.5900002,0.405749,0.1568905
34.6000023,0.4267067,0.1670025
34.6100006,0.4252057,0.1514362
34.6200027,0.4581544,0.1705808
34.6300011,0.4191794,0.1764037
34.6400032,0.4558852,0.1598685
34.6500015,0.4149933,0.1629647
34.6599998,0.4450248,0.155374
34.670002,0.443653,0.1649178
34.6800003,0.4229006,0.1568519
34.6900024,0.4132486,0.159328
34.7000008,0.4292286,0.1586671
34.7100029,0.425613,0.1521796
34.7200012,0.4205567,0.1604422
34.7300034,0.41099,0.1664701
34.7400017,0.4270671,0.1643802
34.75,0.423967,0.1566357
34.7600021,0.3967765,0.1616154
34.7700005,0.4271473,0.1506905
