Time/Residue,AFR5_R1.xvg,rmsd_ligand_md_A4482_R2.xvg
55.5200043,0.4537136,0.1468895
55.5300026,0.4549388,0.1402909
55.5400009,0.443624,0.1508075
55.5500031,0.4338412,0.1363003
55.5600014,0.463096,0.1392468
55.5700035,0.421198,0.1420842
55.5800018,0.4514169,0.1286593
55.590004,0.4516848,0.1382997
55.6000023,0.4493279,0.1453149
55.6100044,0.4601842,0.1404227
55.6200027,0.4492838,0.1452853
55.6300011,0.4610754,0.1491734
55.6400032,0.4466322,0.14273
55.6500015,0.4741196,0.1351117
55.6600037,0.469633,0.1443642
55.670002,0.4786577,0.1477342
55.6800041,0.4532951,0.1483244
55.6900024,0.4622171,0.1519987
55.7000008,0.4848743,0.144613
55.7100029,0.4580478,0.1409901
55.7200012,0.4715923,0.1457638
55.7300034,0.4692365,0.1461386
55.7400017,0.5033146,0.1429995
55.7500038,0.4595825,0.1520977
55.7600021,0.4509489,0.1462728
55.7700043,0.4717296,0.1506188
55.7800026,0.4659878,0.1576848
55.7900009,0.4751879,0.1503073
55.8000031,0.4643343,0.1563363
55.8100014,0.4711386,0.1432378
55.8200035,0.4903556,0.1502684
55.8300018,0.4595574,0.1530885
55.840004,0.4682764,0.1399283
55.8500023,0.4459525,0.1396782
55.8600044,0.4360937,0.1511933
55.8700027,0.470041,0.135538
55.8800011,0.4379306,0.1404674
55.8900032,0.4762617,0.1565144
55.9000015,0.4556739,0.1466288
55.9100037,0.4774009,0.1530614
55.920002,0.4799632,0.1481554
55.9300041,0.466639,0.142782
55.9400024,0.4727802,0.1411785
55.9500008,0.4624217,0.1456224
55.9600029,0.4585969,0.1508928
55.9700012,0.4761313,0.1513043
55.9800034,0.4765826,0.1335391
55.9900017,0.4713112,0.1466764
56.0000038,0.4994236,0.1513398
56.0100021,0.4865127,0.1475798
56.0200043,0.4937585,0.1391131
56.0300026,0.4840869,0.1424385
56.0400009,0.4923075,0.1487988
56.0500031,0.4708843,0.1452255
56.0600014,0.4620585,0.1490412
56.0700035,0.4443055,0.1424021
56.0800018,0.4508055,0.1457466
56.090004,0.4583208,0.1518078
56.1000023,0.4594494,0.1467395
56.1100044,0.438496,0.1330589
56.1200027,0.4873232,0.1506493
56.1300011,0.4794567,0.1495727
56.1400032,0.4662344,0.1285817
56.1500015,0.4555748,0.1502379
56.1600037,0.4539402,0.1556726
56.170002,0.4338265,0.153261
56.1800041,0.4457424,0.1369931
56.1900024,0.485851,0.1369316
56.2000008,0.4602361,0.1393591
56.2100029,0.4434301,0.1421095
56.2200012,0.4619574,0.1445125
56.2300034,0.4615265,0.1352002
56.2400017,0.4656904,0.1473385
56.2500038,0.4681201,0.1228501
56.2600021,0.4913034,0.1390632
56.2700043,0.4753194,0.1358
56.2800026,0.4596397,0.1290389
56.2900009,0.4855032,0.1297499
56.3000031,0.4733787,0.1269531
56.3100014,0.4857231,0.1292832
56.3200035,0.4918373,0.1301297
56.3300018,0.4692548,0.1488661
56.340004,0.4907368,0.1339803
56.3500023,0.4924817,0.1327249
56.3600044,0.4739324,0.1433093
56.3700027,0.4608077,0.1221771
56.3800011,0.489399,0.1245828
56.3900032,0.4603517,0.1531983
56.4000015,0.4564618,0.1444793
56.4100037,0.4831362,0.1399106
56.420002,0.4515304,0.1454538
56.4300041,0.4288368,0.156312
56.4400024,0.4580457,0.1629233
56.4500046,0.4788498,0.1419256
56.4600029,0.4648775,0.1395975
56.4700012,0.4672888,0.141751
56.4800034,0.4656966,0.1392952
56.4900017,0.4799145,0.1375018
56.5000038,0.4619178,0.1442613
56.5100021,0.4631797,0.1431598
56.5200043,0.4821165,0.1474171
56.5300026,0.4688247,0.134638
56.5400009,0.4729203,0.1227144
56.5500031,0.4704732,0.1226717
56.5600014,0.4383351,0.1509778
56.5700035,0.4641355,0.1423115
56.5800018,0.4554309,0.1223961
56.590004,0.471199,0.1282607
56.6000023,0.4700266,0.1197612
56.6100044,0.4499636,0.1293477
56.6200027,0.4530333,0.1285124
56.6300011,0.4661425,0.1377895
56.6400032,0.4865125,0.1292253
56.6500015,0.4619194,0.1221739
56.6600037,0.4693545,0.1318772
56.670002,0.4865283,0.1269449
56.6800041,0.4746627,0.1268145
56.6900024,0.4901248,0.1375648
56.7000046,0.4585154,0.1263471
56.7100029,0.4866883,0.1370451
56.7200012,0.4790867,0.1383756
56.7300034,0.4854896,0.1263891
56.7400017,0.4324989,0.1276052
56.7500038,0.4670708,0.1264996
56.7600021,0.4546471,0.1437587
56.7700043,0.4635621,0.1267483
56.7800026,0.4719657,0.1315978
56.7900009,0.4763155,0.1329474
56.8000031,0.4603608,0.1293996
56.8100014,0.4872323,0.1297462
56.8200035,0.4904333,0.139772
56.8300018,0.4895901,0.1272487
56.840004,0.486727,0.1227839
56.8500023,0.4931168,0.1171645
56.8600044,0.475942,0.1147174
56.8700027,0.4799501,0.1247926
56.8800011,0.4868068,0.1258243
56.8900032,0.4957508,0.1306212
56.9000015,0.4811232,0.128301
56.9100037,0.4658566,0.1264165
56.920002,0.4666807,0.1320194
56.9300041,0.4771853,0.1450655
56.9400024,0.4644222,0.1373771
56.9500046,0.4579498,0.158224
56.9600029,0.4855994,0.1444137
56.9700012,0.4789433,0.1391567
56.9800034,0.488616,0.1376636
56.9900017,0.4787672,0.1378591
57.0000038,0.4725591,0.1413703
57.0100021,0.4634516,0.1359876
57.0200043,0.4732784,0.1326371
57.0300026,0.4690804,0.1464318
57.0400009,0.4548554,0.1429138
57.0500031,0.4734877,0.1441791
57.0600014,0.43554,0.1472158
57.0700035,0.4669597,0.1380916
57.0800018,0.4519709,0.1343118
57.090004,0.4700834,0.1425388
57.1000023,0.4716688,0.1407928
57.1100044,0.4658902,0.1316941
57.1200027,0.4579946,0.1234337
57.1300011,0.4587286,0.1333199
57.1400032,0.4671312,0.1424729
57.1500015,0.4666483,0.1360115
57.1600037,0.4663145,0.1298824
57.170002,0.4664326,0.1240538
57.1800041,0.4357852,0.1319614
57.1900024,0.4290223,0.1289576
57.2000046,0.4397593,0.1385771
57.2100029,0.4782448,0.1269111
57.2200012,0.4631589,0.127765
57.2300034,0.4580316,0.1324045
57.2400017,0.4633144,0.1265258
57.2500038,0.458248,0.137263
57.2600021,0.465681,0.1202293
57.2700043,0.4766775,0.1407427
57.2800026,0.4819474,0.1259243
57.2900009,0.4552384,0.1282244
57.3000031,0.4657442,0.1318793
57.3100014,0.4444898,0.1333473
57.3200035,0.451786,0.131049
57.3300018,0.4620968,0.1358601
57.340004,0.4711209,0.1343238
57.3500023,0.4556714,0.1440234
57.3600044,0.4746194,0.1341532
57.3700027,0.4686744,0.1321387
57.3800011,0.4498423,0.1204428
57.3900032,0.4412806,0.1206623
57.4000015,0.46616,0.131051
57.4100037,0.4418256,0.1186317
57.420002,0.4591624,0.1221807
57.4300041,0.4565184,0.1209514
57.4400024,0.4731927,0.128241
57.4500046,0.4558527,0.13074
57.4600029,0.47151,0.1186785
57.4700012,0.4753237,0.1283424
57.4800034,0.4875927,0.1218945
57.4900017,0.4891235,0.122492
57.5000038,0.4990503,0.1264226
57.5100021,0.4902218,0.1228647
57.5200043,0.4782185,0.1281135
57.5300026,0.4601331,0.1352687
57.5400009,0.4830236,0.1231714
57.5500031,0.4768135,0.1307167
57.5600014,0.5161759,0.1290427
57.5700035,0.4667123,0.121796
57.5800018,0.4784124,0.1236951
57.590004,0.4608997,0.1321119
57.6000023,0.4640784,0.1207338
57.6100044,0.4622458,0.1299112
57.6200027,0.4876368,0.136303
57.6300011,0.4676582,0.1323918
57.6400032,0.4629841,0.1365583
57.6500015,0.4499526,0.1301736
57.6600037,0.5008935,0.1457146
57.670002,0.4926578,0.1318551
57.6800041,0.4709727,0.1330901
57.6900024,0.4842152,0.1440287
57.7000046,0.4855568,0.1352718
57.7100029,0.483967,0.1306603
57.7200012,0.501065,0.1301497
57.7300034,0.4673838,0.1359472
57.7400017,0.4706354,0.1275354
57.7500038,0.44761,0.1307566
57.7600021,0.4600647,0.1438416
57.7700043,0.4687316,0.1404051
57.7800026,0.4814316,0.1207847
57.7900009,0.4983132,0.1336239
57.8000031,0.4592003,0.129723
57.8100014,0.4762805,0.1433986
57.8200035,0.4778666,0.1403397
57.8300018,0.4657473,0.1310012
57.840004,0.5025108,0.1341613
57.8500023,0.4786752,0.1346849
57.8600044,0.482181,0.1268713
57.8700027,0.461701,0.13054
57.8800011,0.474876,0.1302359
57.8900032,0.4584012,0.1318111
57.9000015,0.4487485,0.1261363
57.9100037,0.4538361,0.1286607
57.920002,0.4455956,0.1228259
57.9300041,0.4532417,0.1346706
57.9400024,0.4636118,0.1276101
57.9500046,0.4435409,0.1311603
57.9600029,0.4467649,0.1356243
57.9700012,0.4297998,0.1262783
57.9800034,0.4581119,0.1351184
57.9900017,0.4195145,0.1212559
58.0000038,0.4563817,0.1355123
58.0100021,0.4294163,0.1310792
58.0200043,0.4546346,0.1278361
58.0300026,0.4569298,0.12954
58.0400009,0.4509454,0.130685
58.0500031,0.4519453,0.1322185
58.0600014,0.4470423,0.1273953
58.0700035,0.4581006,0.1290564
58.0800018,0.4538597,0.134717
58.090004,0.4592322,0.1346356
58.1000023,0.4659275,0.1366571
58.1100044,0.4772889,0.1369015
58.1200027,0.481959,0.1257335
58.1300011,0.4805926,0.119838
58.1400032,0.483619,0.1250535
58.1500015,0.4696397,0.1262315
58.1600037,0.4674719,0.1245244
58.170002,0.478343,0.1269288
58.1800041,0.4572536,0.128525
58.1900024,0.4596729,0.1332468
58.2000046,0.4508862,0.1307072
58.2100029,0.4576575,0.1263397
58.2200012,0.4643889,0.1389978
58.2300034,0.4757481,0.1289415
58.2400017,0.4685173,0.1383035
58.2500038,0.4846689,0.1245625
58.2600021,0.4647442,0.1348755
58.2700043,0.4806284,0.1321129
58.2800026,0.4778654,0.128109
58.2900009,0.457147,0.133321
58.3000031,0.4669827,0.1381405
58.3100014,0.4686963,0.1411575
58.3200035,0.4705136,0.1395001
58.3300018,0.4601932,0.1539753
58.340004,0.4742712,0.1383277
58.3500023,0.4680923,0.149185
58.3600044,0.4658644,0.1606182
58.3700027,0.4830537,0.1524488
58.3800011,0.4901527,0.1451267
58.3900032,0.4781983,0.1571341
58.4000015,0.4461643,0.1461652
58.4100037,0.4596907,0.159363
58.420002,0.4559872,0.1453437
58.4300041,0.4682535,0.1372584
58.4400024,0.4420031,0.1336852
58.4500046,0.4926988,0.1493148
58.4600029,0.4628571,0.1495213
58.4700012,0.4730172,0.1482469
58.4800034,0.5109474,0.1639457
58.4900017,0.4606564,0.1446424
58.5000038,0.4436688,0.1361719
58.5100021,0.4839578,0.1487493
58.5200043,0.464533,0.1501009
58.5300026,0.4671214,0.1548213
58.5400009,0.4556053,0.1522646
58.5500031,0.4670839,0.1465659
58.5600014,0.4401977,0.1622205
58.5700035,0.4380846,0.1505969
58.5800018,0.4661171,0.1619636
58.590004,0.4664634,0.147362
58.6000023,0.457315,0.1483606
58.6100044,0.4687264,0.1333567
58.6200027,0.4634646,0.1476894
58.6300011,0.4751093,0.1504387
58.6400032,0.4635324,0.1397894
58.6500015,0.4401353,0.143468
58.6600037,0.435508,0.1423461
58.670002,0.4807524,0.1544877
58.6800041,0.474304,0.1620962
58.6900024,0.4440744,0.1541774
58.7000046,0.443965,0.160812
58.7100029,0.468112,0.1416702
58.7200012,0.4503867,0.1504378
58.7300034,0.4532014,0.1519282
58.7400017,0.4621414,0.1492189
58.7500038,0.4385086,0.1471917
58.7600021,0.4534414,0.1460016
58.7700043,0.4713807,0.1536676
58.7800026,0.4520749,0.1509362
58.7900009,0.4590932,0.1441923
58.8000031,0.4608885,0.1559578
58.8100014,0.44159,0.140084
58.8200035,0.4661407,0.1571983
58.8300018,0.476791,0.1449212
58.840004,0.4856568,0.143069
58.8500023,0.4617152,0.1276677
58.8600044,0.4858545,0.1341216
58.8700027,0.4745743,0.1370031
58.8800011,0.4684936,0.1471382
58.8900032,0.466611,0.1319531
58.9000015,0.4810027,0.1442924
58.9100037,0.4640304,0.1454749
58.920002,0.4648894,0.1413287
58.9300041,0.4714487,0.151595
58.9400024,0.4856901,0.157
58.9500046,0.4596886,0.147058
58.9600029,0.4577928,0.1374373
58.9700012,0.4679064,0.1484603
58.9800034,0.4793373,0.1365936
58.9900017,0.5037327,0.1462618
59.0000038,0.477852,0.143923
59.0100021,0.4701935,0.1451757
59.0200043,0.4811438,0.1382804
59.0300026,0.4854839,0.1359232
59.0400009,0.5173463,0.1350611
59.0500031,0.4815889,0.1402795
59.0600014,0.477221,0.1431534
59.0700035,0.4751317,0.1492239
59.0800018,0.4633925,0.1375964
59.090004,0.4585327,0.1352798
59.1000023,0.4540744,0.1397665
59.1100044,0.4661739,0.1399857
59.1200027,0.4418566,0.1396694
59.1300011,0.4535607,0.1358756
59.1400032,0.4460735,0.1490206
59.1500015,0.4683839,0.1431389
59.1600037,0.4648847,0.1412725
59.170002,0.4548964,0.1376458
59.1800041,0.4772636,0.1331174
59.1900024,0.4528179,0.1274714
59.2000046,0.4731022,0.1322319
59.2100029,0.4700246,0.1516349
59.2200012,0.4744094,0.1434336
59.2300034,0.4555263,0.1450641
59.2400017,0.4732153,0.1345255
59.2500038,0.4790461,0.1289492
59.2600021,0.4634453,0.1319696
59.2700043,0.4594015,0.1373324
59.2800026,0.4610888,0.1443028
59.2900009,0.4592037,0.1308077
59.3000031,0.4503527,0.1379504
59.3100014,0.4546782,0.1411998
59.3200035,0.4622803,0.1387528
59.3300018,0.462035,0.1297299
59.340004,0.4845554,0.1470762
59.3500023,0.4655474,0.1366012
59.3600044,0.4827811,0.1418289
59.3700027,0.4745647,0.1459519
59.3800011,0.4594022,0.1316418
59.3900032,0.4819221,0.1348637
59.4000015,0.4546929,0.1496785
59.4100037,0.4598748,0.1366071
59.420002,0.462634,0.1364266
59.4300041,0.4749157,0.1411721
59.4400024,0.4463729,0.1462782
59.4500046,0.456578,0.1323211
59.4600029,0.4953251,0.1284109
59.4700012,0.4872631,0.1394031
59.4800034,0.4672163,0.1345124
59.4900017,0.4824089,0.1283934
59.5000038,0.489068,0.1364788
59.5100021,0.4675979,0.1375082
59.5200043,0.4897854,0.1182156
59.5300026,0.4799458,0.1443025
59.5400047,0.4760418,0.1388486
59.5500031,0.4911572,0.1392492
59.5600014,0.4819354,0.1247517
59.5700035,0.5052792,0.1282306
59.5800018,0.4800557,0.138649
59.590004,0.4916517,0.1574807
59.6000023,0.4755631,0.1362769
59.6100044,0.4897581,0.1284333
59.6200027,0.4958188,0.1228198
59.6300011,0.4890356,0.1304117
59.6400032,0.4895231,0.1438536
59.6500015,0.465718,0.1290056
59.6600037,0.5121645,0.1340589
59.670002,0.4692086,0.1356554
59.6800041,0.4811218,0.1269588
59.6900024,0.4977427,0.1252378
59.7000046,0.4800319,0.1251766
59.7100029,0.47322,0.1299255
59.7200012,0.4653672,0.1353873
59.7300034,0.4508939,0.1294453
59.7400017,0.4940267,0.1326781
59.7500038,0.4725955,0.1371221
59.7600021,0.4632308,0.1375627
59.7700043,0.4454593,0.1489395
59.7800026,0.4585864,0.1474863
59.7900047,0.4897639,0.1384105
59.8000031,0.4987964,0.1364825
59.8100014,0.4895082,0.1348489
59.8200035,0.4729002,0.1411894
59.8300018,0.4694055,0.1432156
59.840004,0.4874818,0.1419362
59.8500023,0.4852053,0.1428767
59.8600044,0.4752645,0.1436611
59.8700027,0.4718347,0.1394994
59.8800011,0.4891042,0.144493
59.8900032,0.4736235,0.1426477
59.9000015,0.466096,0.1477971
59.9100037,0.46645,0.1485019
59.920002,0.465199,0.1502801
59.9300041,0.4695564,0.1494017
59.9400024,0.4530379,0.1596395
59.9500046,0.4611969,0.1721162
59.9600029,0.4801851,0.1679682
59.9700012,0.489269,0.1705253
59.9800034,0.4907626,0.1676153
59.9900017,0.4718401,0.1762575
60.0000038,0.4845725,0.1635954
60.0100021,0.4770159,0.1566204
60.0200043,0.4620517,0.1759073
60.0300026,0.47992,0.1556744
60.0400047,0.4459309,0.1804353
60.0500031,0.4621095,0.1754454
60.0600014,0.4999191,0.1469208
60.0700035,0.4656634,0.1454037
60.0800018,0.4751525,0.1615504
60.090004,0.4802053,0.1702913
60.1000023,0.4843918,0.1841292
60.1100044,0.4600207,0.1591249
60.1200027,0.4582497,0.1943805
60.1300011,0.4757679,0.1591444
60.1400032,0.4702384,0.1837229
60.1500015,0.4337122,0.1654067
60.1600037,0.460964,0.1766744
60.170002,0.4375303,0.155481
60.1800041,0.4623982,0.1772204
60.1900024,0.4736231,0.1761182
60.2000046,0.467148,0.170527
60.2100029,0.4771863,0.1721782
60.2200012,0.4495524,0.1819493
60.2300034,0.4799657,0.1637269
60.2400017,0.4625169,0.173354
60.2500038,0.4608222,0.1792915
60.2600021,0.4507708,0.1780616
60.2700043,0.4705789,0.1777262
60.2800026,0.4584281,0.1872225
60.2900047,0.4960166,0.1859666
60.3000031,0.4843157,0.1844093
60.3100014,0.4844489,0.1880827
60.3200035,0.4846266,0.1758209
60.3300018,0.4712922,0.1610004
60.340004,0.4873324,0.1562929
60.3500023,0.4789873,0.1731713
60.3600044,0.455289,0.1604453
60.3700027,0.486371,0.1758905
60.3800011,0.4519949,0.1741851
60.3900032,0.4914569,0.1601011
60.4000015,0.4766246,0.1615727
60.4100037,0.4769716,0.1627392
60.420002,0.4567609,0.1663984
60.4300041,0.4912619,0.1556458
60.4400024,0.4907705,0.1397285
60.4500046,0.4680247,0.1500539
60.4600029,0.4886249,0.1419391
60.4700012,0.4843898,0.1618793
60.4800034,0.464006,0.1456742
60.4900017,0.4682729,0.1560063
60.5000038,0.4651904,0.1317036
60.5100021,0.4989057,0.1547583
60.5200043,0.4884713,0.1391506
60.5300026,0.4724631,0.1478497
60.5400047,0.4647638,0.1590698
60.5500031,0.4539383,0.1467047
60.5600014,0.4831754,0.1517372
60.5700035,0.487067,0.1454343
60.5800018,0.4668463,0.157641
60.590004,0.4952014,0.1409547
60.6000023,0.4857609,0.137385
60.6100044,0.4861967,0.1597513
60.6200027,0.4684297,0.1439023
60.6300011,0.4797381,0.1503368
60.6400032,0.455456,0.1427656
60.6500015,0.4697679,0.1515019
60.6600037,0.4595126,0.1642846
60.670002,0.4821636,0.1697323
60.6800041,0.4594853,0.160641
60.6900024,0.4642837,0.1557403
60.7000046,0.4565672,0.1574455
60.7100029,0.4687729,0.1605656
60.7200012,0.4854191,0.1494516
60.7300034,0.5013366,0.1465532
60.7400017,0.4725906,0.152924
60.7500038,0.464808,0.1514366
60.7600021,0.4792004,0.1397642
60.7700043,0.4748385,0.1782788
60.7800026,0.4755215,0.1461754
60.7900047,0.5006242,0.1497822
60.8000031,0.4729569,0.145954
60.8100014,0.491967,0.1543074
60.8200035,0.4805779,0.1606019
60.8300018,0.4829205,0.1618646
60.840004,0.4766514,0.1692381
60.8500023,0.4688634,0.1596962
60.8600044,0.4971483,0.1628735
60.8700027,0.4982763,0.1588094
60.8800011,0.5094617,0.1472174
60.8900032,0.4897055,0.1567434
60.9000015,0.4783671,0.1597147
60.9100037,0.4714563,0.1559489
60.920002,0.4780515,0.1596211
60.9300041,0.456027,0.1547995
60.9400024,0.4836068,0.1540505
60.9500046,0.5003166,0.1568712
60.9600029,0.4781231,0.1564103
60.9700012,0.4830831,0.1531396
60.9800034,0.464454,0.1604289
60.9900017,0.463223,0.1465125
61.0000038,0.4835415,0.1586429
61.0100021,0.4636515,0.1511241
61.0200043,0.4865451,0.1511379
61.0300026,0.5025535,0.1643064
61.0400047,0.4812991,0.1522465
61.0500031,0.4999318,0.1542393
61.0600014,0.4939386,0.1602747
61.0700035,0.4886327,0.1528606
61.0800018,0.4876373,0.1614434
61.090004,0.5003778,0.1600886
61.1000023,0.4826848,0.1587914
61.1100044,0.4637601,0.1659737
61.1200027,0.4740007,0.1632224
61.1300011,0.4903665,0.1604504
61.1400032,0.456823,0.1614739
61.1500015,0.4629864,0.1633742
61.1600037,0.4893725,0.1619225
61.170002,0.4680043,0.1572417
61.1800041,0.4680543,0.1715408
61.1900024,0.4745741,0.1620351
61.2000046,0.4747785,0.1656668
61.2100029,0.4845482,0.1674851
61.2200012,0.4851962,0.1693147
61.2300034,0.4916582,0.1721464
61.2400017,0.5062524,0.1675079
61.2500038,0.5040475,0.1680226
61.2600021,0.4972391,0.1713782
61.2700043,0.4784127,0.1591553
61.2800026,0.4833689,0.1576296
61.2900047,0.467851,0.1612957
61.3000031,0.4972695,0.1635576
61.3100014,0.486147,0.1602834
61.3200035,0.4748427,0.1631284
61.3300018,0.4849101,0.1654282
61.340004,0.4945368,0.1698891
61.3500023,0.4674984,0.1486413
61.3600044,0.5008304,0.1547871
61.3700027,0.5201773,0.1532597
61.3800011,0.4907719,0.1624435
61.3900032,0.4826722,0.1621578
61.4000015,0.5081195,0.1638189
61.4100037,0.5067918,0.1670239
61.420002,0.5179859,0.1428561
61.4300041,0.483918,0.1522521
61.4400024,0.5007524,0.1444818
61.4500046,0.4981716,0.1661001
61.4600029,0.5020415,0.1571438
61.4700012,0.4946849,0.1611579
61.4800034,0.485824,0.1458187
61.4900017,0.5066187,0.151723
61.5000038,0.5046532,0.1495618
61.5100021,0.5330697,0.155576
61.5200043,0.5147153,0.1542255
61.5300026,0.4818462,0.1589439
61.5400047,0.4955471,0.1616146
61.5500031,0.5063295,0.1597035
61.5600014,0.4845824,0.161469
61.5700035,0.5169806,0.14079
61.5800018,0.4853377,0.1609272
61.590004,0.475663,0.1587553
61.6000023,0.4370623,0.1628483
61.6100044,0.5042603,0.1321214
61.6200027,0.480924,0.156839
61.6300011,0.4737239,0.1529139
61.6400032,0.4937741,0.1558815
61.6500015,0.51519,0.1313038
61.6600037,0.4933946,0.1519117
61.670002,0.4595418,0.1532684
61.6800041,0.4731569,0.1557894
61.6900024,0.4845018,0.1448968
61.7000046,0.477122,0.1574303
61.7100029,0.4731848,0.1518433
61.7200012,0.4771254,0.1591418
61.7300034,0.4759435,0.1353271
61.7400017,0.4677171,0.1344514
61.7500038,0.4806443,0.1433618
61.7600021,0.4867716,0.1304782
61.7700043,0.5003085,0.1488247
61.7800026,0.4769873,0.159268
61.7900047,0.4685744,0.1639862
61.8000031,0.4821238,0.1572529
61.8100014,0.4848161,0.1565793
61.8200035,0.4885003,0.1665554
61.8300018,0.4865562,0.1555539
61.840004,0.4874567,0.1443899
61.8500023,0.4671471,0.1679372
61.8600044,0.4939294,0.1685148
61.8700027,0.4865137,0.151921
61.8800011,0.4764493,0.1537442
61.8900032,0.4778929,0.1712327
61.9000015,0.4730648,0.1664207
61.9100037,0.4662763,0.1570479
61.920002,0.4679931,0.1553888
61.9300041,0.490673,0.1767315
61.9400024,0.4772159,0.1500634
61.9500046,0.4813639,0.1658209
61.9600029,0.4888473,0.139332
61.9700012,0.4692038,0.1450576
61.9800034,0.4861157,0.1551515
61.9900017,0.4752895,0.1575034
62.0000038,0.4943882,0.1777487
62.0100021,0.4913299,0.1680403
62.0200043,0.4860399,0.1533526
62.0300026,0.4813527,0.1403516
62.0400047,0.4712377,0.1706115
62.0500031,0.4931838,0.1790713
62.0600014,0.4943204,0.1722845
62.0700035,0.4723235,0.1672509
62.0800018,0.4851083,0.1710592
62.090004,0.4828108,0.1541852
62.1000023,0.4595619,0.1653398
62.1100044,0.4901887,0.1740762
62.1200027,0.4707094,0.1655085
62.1300011,0.4684264,0.1525711
62.1400032,0.47428,0.1571918
62.1500015,0.4604425,0.1908993
62.1600037,0.4973974,0.1733922
62.170002,0.4701359,0.1556473
62.1800041,0.4806999,0.1622347
62.1900024,0.4813397,0.1688908
62.2000046,0.5017084,0.1687285
62.2100029,0.4756266,0.16088
62.2200012,0.4677657,0.1740466
62.2300034,0.4974675,0.1682898
62.2400017,0.4718564,0.174707
62.2500038,0.4877949,0.1775487
62.2600021,0.4457661,0.176142
62.2700043,0.4761379,0.1982948
62.2800026,0.4801162,0.1673103
62.2900047,0.4913159,0.1645096
62.3000031,0.4865877,0.1608131
62.3100014,0.495607,0.177098
62.3200035,0.5042885,0.1640938
62.3300018,0.4628215,0.1675612
62.340004,0.4781922,0.1661426
62.3500023,0.4917442,0.1660113
62.3600044,0.4451414,0.163393
62.3700027,0.4564388,0.166379
62.3800011,0.4723957,0.1740992
62.3900032,0.4697697,0.1823679
62.4000015,0.4666163,0.1577751
62.4100037,0.4816799,0.1675941
62.420002,0.4692456,0.1504795
62.4300041,0.4674761,0.1582396
62.4400024,0.4668127,0.1678323
62.4500046,0.4660177,0.1563397
62.4600029,0.5079933,0.1619331
62.4700012,0.4671917,0.1613282
62.4800034,0.4433459,0.1563782
62.4900017,0.5116941,0.1525038
62.5000038,0.4593038,0.1657318
62.5100021,0.4521216,0.1591179
62.5200043,0.4547398,0.1638831
62.5300026,0.4763123,0.1503871
62.5400047,0.4551658,0.1598939
62.5500031,0.4360314,0.1621411
62.5600014,0.4565602,0.1711814
62.5700035,0.4412221,0.1771114
62.5800018,0.4610012,0.1576764
62.590004,0.4824399,0.175705
62.6000023,0.48701,0.1716231
62.6100044,0.4736182,0.1593247
62.6200027,0.4592427,0.1707226
62.6300011,0.4572342,0.1745887
62.6400032,0.4538846,0.1716365
62.6500015,0.4853067,0.1597775
62.6600037,0.4497398,0.1652371
62.670002,0.4632785,0.1666976
62.6800041,0.4647528,0.1633569
62.6900024,0.4603451,0.1600595
62.7000046,0.4638968,0.18242
62.7100029,0.4500749,0.1652033
62.7200012,0.4609742,0.1583552
62.7300034,0.4830445,0.1305734
62.7400017,0.4610327,0.1300092
62.7500038,0.4556499,0.1242893
62.7600021,0.4835668,0.132758
62.7700043,0.492069,0.1352053
62.7800026,0.4846542,0.1204994
62.7900047,0.4858994,0.1237709
62.8000031,0.4796027,0.1279773
62.8100014,0.4974307,0.1341579
62.8200035,0.4983913,0.1280931
62.8300018,0.4940543,0.1252674
62.840004,0.5291749,0.1280743
62.8500023,0.495288,0.1293207
62.8600044,0.4679488,0.1359562
62.8700027,0.4748273,0.1223089
62.8800049,0.4390566,0.1250992
62.8900032,0.449418,0.1333985
62.9000015,0.4739019,0.1343198
62.9100037,0.467215,0.125356
62.920002,0.4563422,0.1372572
62.9300041,0.490833,0.1356658
62.9400024,0.4849639,0.1321083
62.9500046,0.4710857,0.1199211
62.9600029,0.4792096,0.1285811
62.9700012,0.4758775,0.1353734
62.9800034,0.4603971,0.133553
62.9900017,0.4566221,0.1290953
63.0000038,0.4776247,0.1166292
63.0100021,0.4737313,0.1267491
63.0200043,0.4695715,0.1185626
63.0300026,0.4585327,0.1393621
63.0400047,0.4671371,0.1171061
63.0500031,0.4867007,0.115628
63.0600014,0.4923781,0.1292177
63.0700035,0.4651343,0.1246701
63.0800018,0.4738236,0.1270039
63.090004,0.4659492,0.1181886
63.1000023,0.4942974,0.1373708
63.1100044,0.4639089,0.1315487
63.1200027,0.4997932,0.1528392
63.1300049,0.5016108,0.1222443
63.1400032,0.5059174,0.1268892
63.1500015,0.4876611,0.1272726
63.1600037,0.4830926,0.13755
63.170002,0.4670887,0.1275731
63.1800041,0.4758501,0.1375644
63.1900024,0.4820144,0.1318243
63.2000046,0.4706809,0.1451744
63.2100029,0.4802006,0.1347874
63.2200012,0.4646229,0.1279036
63.2300034,0.4786619,0.128101
63.2400017,0.4921958,0.1345003
63.2500038,0.4889892,0.1340168
63.2600021,0.4653231,0.1399344
63.2700043,0.4726405,0.1338112
63.2800026,0.4812127,0.1275628
63.2900047,0.4683776,0.1304122
63.3000031,0.4728167,0.1401882
63.3100014,0.4837028,0.1254191
63.3200035,0.4837459,0.1252454
63.3300018,0.4666767,0.134823
63.340004,0.4854407,0.1171285
63.3500023,0.47146,0.1281905
63.3600044,0.4656106,0.1312125
63.3700027,0.4841662,0.1405129
63.3800049,0.4748361,0.1431609
