Time/Residue,AFR3_R1.xvg,AFR3_R2.xvg,Average
0,0.0004994,0.0004978,0.0004986
0.01,0.0866209,0.0838288,0.08522485
0.02,0.0896882,0.0999655,0.09482685
0.03,0.1004907,0.0966388,0.09856475
0.04,0.1065024,0.1029733,0.10473785
0.05,0.1115374,0.1124313,0.11198435
0.06,0.1086763,0.1179717,0.113324
0.07,0.1039858,0.1125849,0.10828535
0.08,0.1180986,0.1076839,0.11289125
0.09,0.1250548,0.111456,0.1182554
0.1,0.1149867,0.1102226,0.11260465
0.11,0.1280482,0.1063839,0.11721605
0.12,0.1210783,0.1034196,0.11224895
0.13,0.1126837,0.118825,0.11575435
0.14,0.1089717,0.1122657,0.1106187
0.15,0.1243205,0.1103762,0.11734835
0.16,0.1109513,0.1008568,0.10590405
0.17,0.1118522,0.1088696,0.1103609
0.18,0.1171469,0.1081223,0.1126346
0.19,0.1234549,0.1190238,0.12123935
0.2,0.1254454,0.1215917,0.12351855
0.21,0.1143644,0.1237433,0.11905385
0.22,0.1242775,0.131161,0.12771925
0.23,0.1205676,0.1256793,0.12312345
0.24,0.1134905,0.1324323,0.1229614
0.25,0.1117339,0.1323318,0.12203285
0.26,0.1174215,0.1256216,0.12152155
0.27,0.1186561,0.1174603,0.1180582
0.28,0.1265008,0.1193736,0.1229372
0.29,0.121215,0.128917,0.125066
0.3,0.1245959,0.1189235,0.1217597
0.31,0.1271403,0.1239136,0.12552695
0.32,0.1192726,0.1267526,0.1230126
0.33,0.1238667,0.1316863,0.1277765
0.34,0.1269611,0.1234697,0.1252154
0.35,0.1265161,0.1190697,0.1227929
0.36,0.1208815,0.1345363,0.1277089
0.37,0.1211605,0.1330344,0.12709745
0.38,0.1325793,0.1399226,0.13625095
0.39,0.1328687,0.1314877,0.1321782
0.4,0.1258848,0.1262242,0.1260545
0.41,0.131568,0.1248173,0.12819265
0.42,0.1296057,0.1424889,0.1360473
0.43,0.1335479,0.1299573,0.1317526
0.44,0.1327849,0.1416718,0.13722835
0.45,0.1490069,0.1433353,0.1461711
0.46,0.1470774,0.142794,0.1449357
0.47,0.1489382,0.1464305,0.14768435
0.48,0.1423553,0.1478432,0.14509925
0.49,0.139503,0.1461217,0.14281235
0.5,0.1321817,0.1541975,0.1431896
0.5100001,0.1291462,0.1612685,0.14520735
0.52,0.1328409,0.1525357,0.1426883
0.53,0.1305168,0.1608942,0.1457055
0.54,0.1367022,0.1612716,0.1489869
0.55,0.1312193,0.1626496,0.14693445
0.56,0.1285715,0.1595482,0.14405985
0.5700001,0.1326443,0.1628738,0.14775905
0.58,0.1516443,0.1576137,0.154629
0.59,0.1367459,0.1640959,0.1504209
0.6,0.1405122,0.1615464,0.1510293
0.61,0.1309437,0.162466,0.14670485
0.62,0.1273657,0.1584118,0.14288875
0.6300001,0.1280699,0.1590549,0.1435624
0.64,0.1307298,0.1602689,0.14549935
0.65,0.1343089,0.1646594,0.14948415
0.66,0.1257599,0.1597568,0.14275835
0.67,0.131592,0.1668534,0.1492227
0.68,0.1322445,0.1620334,0.14713895
0.6900001,0.1311082,0.1740064,0.1525573
0.7,0.1389439,0.1800419,0.1594929
0.71,0.1333722,0.174555,0.1539636
0.72,0.1354386,0.1833687,0.15940365
0.73,0.123763,0.1825078,0.1531354
0.74,0.1363273,0.1726758,0.15450155
0.7500001,0.1365257,0.1616652,0.14909545
0.7600001,0.1371007,0.1759487,0.1565247
0.77,0.1321334,0.1586822,0.1454078
0.78,0.1300368,0.1582527,0.14414475
0.79,0.1406985,0.1635724,0.15213545
0.8,0.1337052,0.1673963,0.15055075
0.8100001,0.141373,0.1727235,0.15704825
0.8200001,0.1427964,0.1670603,0.15492835
0.83,0.1482134,0.1809461,0.16457975
0.84,0.129263,0.1808541,0.15505855
0.85,0.1354605,0.1795185,0.1574895
0.86,0.1300488,0.1806287,0.15533875
0.8700001,0.146424,0.1821744,0.1642992
0.8800001,0.1418092,0.1702253,0.15601725
0.89,0.1406597,0.1696629,0.1551613
0.9,0.1468657,0.1753289,0.1610973
0.91,0.1473064,0.1788436,0.163075
0.92,0.1484069,0.1858363,0.1671216
0.9300001,0.1421573,0.1838658,0.16301155
0.9400001,0.1442797,0.1771669,0.1607233
0.95,0.130667,0.1714844,0.1510757
0.96,0.1280439,0.1772723,0.1526581
0.97,0.1486842,0.1831056,0.1658949
0.98,0.1280311,0.1858147,0.1569229
0.9900001,0.1305494,0.1765941,0.15357175
1,0.132279,0.1861574,0.1592182
1.01,0.1272977,0.1895378,0.15841775
1.0200001,0.1269239,0.1912365,0.1590802
1.0300001,0.1236559,0.1863725,0.1550142
1.0400001,0.1336058,0.1894847,0.16154525
1.0500001,0.1362928,0.1771247,0.15670875
1.0600001,0.1400802,0.1803275,0.16020385
1.0700001,0.1464928,0.1914452,0.168969
1.08,0.1363527,0.1854593,0.160906
1.09,0.1306928,0.1906101,0.16065145
1.1,0.1196659,0.1872408,0.15345335
1.11,0.124261,0.1985989,0.16142995
1.12,0.1276359,0.1860525,0.1568442
1.13,0.1271595,0.1911379,0.1591487
1.1400001,0.1281184,0.1930283,0.16057335
1.1500001,0.1283228,0.2007326,0.1645277
1.1600001,0.1321993,0.1971244,0.16466185
1.1700001,0.1239465,0.1870034,0.15547495
1.1800001,0.1321635,0.1946065,0.163385
1.1900001,0.1305285,0.1901169,0.1603227
1.2,0.1540098,0.1828526,0.1684312
1.21,0.1546682,0.1912358,0.172952
1.22,0.1469476,0.1932364,0.170092
1.23,0.1310216,0.1968997,0.16396065
1.24,0.1290565,0.1944102,0.16173335
1.25,0.133159,0.1874703,0.16031465
1.2600001,0.1320761,0.1931756,0.16262585
1.2700001,0.126644,0.199199,0.1629215
1.2800001,0.1314005,0.1989919,0.1651962
1.2900001,0.1234827,0.1955098,0.15949625
1.3000001,0.126628,0.1933011,0.15996455
1.3100001,0.125381,0.1856043,0.15549265
1.3200001,0.1241992,0.1896237,0.15691145
1.33,0.131606,0.202107,0.1668565
1.34,0.1284806,0.1925658,0.1605232
1.35,0.12057,0.1970455,0.15880775
