Time/Residue,AFR3_R1.xvg,AFR3_R2.xvg,Average
6.87,2.31118,2.2892,2.30019
6.88,2.31213,2.29034,2.301235
6.89,2.32128,2.29067,2.305975
6.9,2.31209,2.29137,2.30173
6.91,2.31736,2.27862,2.29799
6.92,2.32553,2.2903,2.307915
6.93,2.32282,2.29264,2.30773
6.94,2.31849,2.29913,2.30881
6.95,2.30904,2.30135,2.305195
6.96,2.30621,2.28957,2.29789
6.97,2.30994,2.29165,2.300795
6.98,2.31032,2.3021,2.30621
6.99,2.31443,2.29295,2.30369
7,2.31087,2.29122,2.301045
7.01,2.31516,2.28934,2.30225
7.02,2.31061,2.30067,2.30564
7.03,2.31416,2.30039,2.307275
7.04,2.31003,2.30738,2.308705
7.05,2.31311,2.29794,2.305525
7.06,2.32457,2.29592,2.310245
7.07,2.32007,2.29455,2.30731
7.08,2.32347,2.29733,2.3104
7.09,2.31172,2.2942,2.30296
7.1,2.30468,2.29226,2.29847
7.11,2.3086,2.29527,2.301935
7.12,2.31402,2.28979,2.301905
7.13,2.31564,2.29999,2.307815
7.14,2.31475,2.29309,2.30392
7.15,2.31219,2.29635,2.30427
7.16,2.3071,2.28649,2.296795
7.17,2.30793,2.29381,2.30087
7.18,2.31008,2.29273,2.301405
7.19,2.30969,2.29579,2.30274
7.2,2.30358,2.29138,2.29748
7.21,2.31044,2.28938,2.29991
7.22,2.3069,2.28677,2.296835
7.23,2.30067,2.29182,2.296245
7.24,2.30355,2.2902,2.296875
7.25,2.30571,2.29565,2.30068
7.26,2.29687,2.29139,2.29413
7.27,2.30901,2.29523,2.30212
7.28,2.30014,2.29252,2.29633
