Time/Residue,AFR5_R1.xvg,RoG_md_A4482_R2.xvg
75.82,2.29151,2.28081
75.83,2.28999,2.27347
75.84,2.28269,2.28765
75.85,2.27494,2.28376
75.86,2.28597,2.27622
75.87,2.28717,2.27475
75.88,2.28739,2.28156
75.89,2.28096,2.28636
75.9,2.28372,2.28781
75.91,2.28478,2.29339
75.92,2.27342,2.29495
75.93,2.28322,2.29227
75.94,2.28539,2.29118
75.95,2.27981,2.28463
75.96,2.28508,2.28548
75.97,2.28756,2.29285
75.98,2.28432,2.29034
75.99,2.29091,2.29132
76.0,2.28086,2.29053
76.01,2.27911,2.29439
76.02,2.28162,2.29437
76.03,2.28521,2.28557
76.04,2.28939,2.28883
76.05,2.28518,2.27777
76.06,2.28316,2.2895
76.07,2.28299,2.2865
76.08,2.28266,2.27647
76.09,2.2754,2.27512
76.1,2.27398,2.27736
76.11,2.2741,2.28447
76.12,2.28151,2.28715
76.13,2.28131,2.28515
76.14,2.27913,2.28139
76.15,2.2859,2.3016
76.16,2.28678,2.28561
76.17,2.28572,2.2989
76.18,2.28032,2.28565
76.19,2.28123,2.29812
76.2,2.2875,2.28859
76.21,2.27989,2.2953
76.22,2.2814,2.28876
76.23,2.28604,2.29008
76.24,2.28819,2.29382
76.25,2.27946,2.28228
76.26,2.27953,2.28789
76.27,2.28349,2.28859
76.28,2.27889,2.28344
76.29,2.28109,2.28387
76.3,2.28049,2.27871
76.31,2.28385,2.28585
76.32,2.27895,2.28139
76.33,2.28056,2.28975
76.34,2.28598,2.28761
76.35,2.28652,2.28649
76.36,2.28179,2.2857
76.37,2.28627,2.29029
76.38,2.28896,2.2887
76.39,2.28246,2.28455
76.4,2.28569,2.28873
76.41,2.28011,2.28767
76.42,2.28888,2.28182
76.43,2.28373,2.28241
76.44,2.28795,2.28635
76.45,2.28389,2.27565
76.46,2.28711,2.27755
76.47,2.27961,2.28245
76.48,2.29167,2.28464
76.49,2.29553,2.29631
76.5,2.28804,2.29058
76.51,2.298,2.29248
76.52,2.29547,2.2839
76.53,2.29169,2.2843
76.54,2.28532,2.28809
76.55,2.28562,2.29102
76.56,2.28163,2.28206
76.57,2.29214,2.29127
76.58,2.28835,2.28532
76.59,2.28572,2.29028
76.6,2.28801,2.29409
76.61,2.28966,2.29571
76.62,2.28053,2.29111
76.63,2.28646,2.2922
76.64,2.28602,2.29197
76.65,2.28743,2.27938
76.66,2.29157,2.28883
76.67,2.2879,2.29081
76.68,2.29049,2.30053
76.69,2.28782,2.29258
76.7,2.28921,2.28568
76.71,2.28279,2.28732
76.72,2.28707,2.28961
76.73,2.29089,2.28855
76.74,2.28967,2.29333
76.75,2.28334,2.28565
76.76,2.29209,2.28787
76.77,2.29736,2.28393
76.78,2.28375,2.29089
76.79,2.29619,2.28408
76.8,2.28354,2.28786
76.81,2.29496,2.28975
76.82,2.28141,2.29756
76.83,2.28765,2.29529
76.84,2.2881,2.28624
76.85,2.29451,2.2983
76.86,2.28581,2.29405
76.87,2.28255,2.29534
76.88,2.28192,2.2932
76.89,2.27963,2.28473
76.9,2.29747,2.29273
76.91,2.29475,2.2899
76.92,2.29527,2.29496
76.93,2.28869,2.28913
76.94,2.28813,2.28931
76.95,2.28778,2.28763
76.96,2.29013,2.28969
76.97,2.28721,2.28326
76.98,2.28882,2.29299
76.99,2.29011,2.30195
77.0,2.28557,2.27843
77.01,2.29179,2.29196
77.02,2.29339,2.29014
77.03,2.28722,2.29163
77.04,2.29357,2.28513
77.05,2.28705,2.29156
77.06,2.28927,2.28876
77.07,2.28862,2.28489
77.08,2.28348,2.29086
77.09,2.2844,2.2934
77.1,2.27832,2.29166
77.11,2.28231,2.28335
77.12,2.28443,2.28751
77.13,2.28741,2.29021
77.14,2.28745,2.28692
77.15,2.28824,2.2873
77.16,2.27849,2.28667
77.17,2.28076,2.28289
77.18,2.2838,2.28844
77.19,2.27852,2.29079
77.2,2.27973,2.29059
77.21,2.2879,2.28394
77.22,2.28396,2.28933
77.23,2.28279,2.29041
77.24,2.28623,2.28427
77.25,2.29332,2.28033
77.26,2.29698,2.28836
77.27,2.30125,2.29569
77.28,2.28719,2.28493
77.29,2.28753,2.29282
77.3,2.28654,2.29273
77.31,2.29317,2.28399
77.32,2.29006,2.28638
77.33,2.2847,2.28302
77.34,2.28777,2.28532
77.35,2.27993,2.29739
77.36,2.2819,2.28927
77.37,2.2866,2.28471
77.38,2.28122,2.28719
77.39,2.2899,2.28266
77.4,2.28584,2.28645
77.41,2.29015,2.28222
77.42,2.29054,2.28605
77.43,2.28708,2.29248
77.44,2.28953,2.27974
77.45,2.28334,2.28668
77.46,2.28729,2.29209
77.47,2.28882,2.29119
77.48,2.28735,2.28963
77.49,2.28844,2.28243
77.5,2.28387,2.28583
77.51,2.28002,2.29094
77.52,2.29184,2.28827
77.53,2.29608,2.29327
77.54,2.28589,2.28368
77.55,2.29485,2.29049
77.56,2.2962,2.2894
77.57,2.27802,2.28676
77.58,2.28606,2.29067
77.59,2.2867,2.28898
77.6,2.28789,2.28874
77.61,2.28875,2.28771
77.62,2.28602,2.29721
77.63,2.28832,2.2891
77.64,2.28607,2.29537
77.65,2.28615,2.28913
77.66,2.28284,2.29697
77.67,2.28911,2.29753
77.68,2.29197,2.30828
77.69,2.29254,2.29073
77.7,2.29515,2.29956
77.71,2.29387,2.29223
77.72,2.29485,2.29094
77.73,2.30169,2.29398
77.74,2.28759,2.30241
77.75,2.28704,2.29175
77.76,2.28636,2.29261
77.77,2.29087,2.29097
77.78,2.29044,2.29451
77.79,2.29157,2.28417
77.8,2.29252,2.29132
77.81,2.28714,2.28814
77.82,2.29373,2.29038
77.83,2.28845,2.29393
77.84,2.29023,2.30047
77.85,2.29162,2.30407
77.86,2.28965,2.29851
77.87,2.30019,2.287
77.88,2.28944,2.29402
77.89,2.29188,2.29575
77.9,2.29243,2.30321
77.91,2.28024,2.30589
77.92,2.29769,2.29174
77.93,2.29219,2.29187
77.94,2.30134,2.28945
77.95,2.29638,2.30048
77.96,2.29433,2.28784
77.97,2.29437,2.28658
77.98,2.28927,2.29593
77.99,2.28913,2.29853
78.0,2.29266,2.30218
78.01,2.28908,2.30154
78.02,2.29579,2.29359
78.03,2.29319,2.30382
78.04,2.29323,2.29278
78.05,2.28748,2.28142
78.06,2.29192,2.29359
78.07,2.29571,2.29052
78.08,2.29607,2.29916
78.09,2.28877,2.2887
78.1,2.29262,2.29488
78.11,2.29687,2.30032
78.12,2.29653,2.30144
78.13,2.29231,2.29719
78.14,2.28324,2.30159
78.15,2.29724,2.30429
78.16,2.29123,2.29702
78.17,2.2878,2.30272
78.18,2.29496,2.30923
78.19,2.29159,2.29954
78.2,2.28979,2.30727
78.21,2.29043,2.29793
78.22,2.29205,2.29781
78.23,2.28888,2.29356
78.24,2.28314,2.29188
78.25,2.28207,2.29724
78.26,2.28606,2.28615
78.27,2.28732,2.28945
78.28,2.29068,2.29823
78.29,2.28432,2.29685
78.3,2.28535,2.29688
78.31,2.28157,2.29671
78.32,2.27934,2.30429
78.33,2.27641,2.29516
78.34,2.28087,2.2897
78.35,2.28804,2.2847
78.36,2.28677,2.29938
78.37,2.28393,2.29694
78.38,2.28445,2.29799
78.39,2.29013,2.29833
78.4,2.28096,2.29124
78.41,2.2839,2.29485
78.42,2.29891,2.30269
78.43,2.29164,2.29122
78.44,2.28814,2.30221
78.45,2.28725,2.30163
78.46,2.29309,2.30448
78.47,2.29576,2.29716
78.48,2.29091,2.3038
78.49,2.28687,2.28891
78.5,2.29493,2.29552
78.51,2.30023,2.29962
78.52,2.29566,2.29443
78.53,2.29458,2.29904
78.54,2.2889,2.29825
78.55,2.29509,2.29764
78.56,2.29424,2.30163
78.57,2.29646,2.29958
78.58,2.29382,2.30378
78.59,2.29427,2.30004
78.6,2.29495,2.30143
78.61,2.29125,2.29521
78.62,2.29146,2.29825
78.63,2.28302,2.29607
78.64,2.28761,2.29338
78.65,2.29093,2.29327
78.66,2.29068,2.29854
78.67,2.2865,2.28854
78.68,2.29124,2.2964
78.69,2.29145,2.30138
78.7,2.29537,2.30632
78.71,2.29599,2.29197
78.72,2.29543,2.29398
78.73,2.2951,2.29116
78.74,2.28838,2.29485
78.75,2.28989,2.30252
78.76,2.29181,2.29681
78.77,2.28573,2.30161
78.78,2.28389,2.30608
78.79,2.28215,2.29413
78.8,2.28454,2.30029
78.81,2.28306,2.30232
78.82,2.28648,2.30055
78.83,2.28418,2.30613
78.84,2.29013,2.30434
78.85,2.28996,2.2921
78.86,2.28143,2.31049
78.87,2.29251,2.30204
78.88,2.28892,2.31161
78.89,2.28471,2.30359
78.9,2.28142,2.30988
78.91,2.28878,2.29887
78.92,2.28834,2.28789
78.93,2.28285,2.3045
78.94,2.29105,2.29717
78.95,2.29609,2.29759
78.96,2.28468,2.29372
78.97,2.29681,2.29108
78.98,2.28931,2.30476
78.99,2.29673,2.28838
79.0,2.28979,2.2927
79.01,2.29408,2.2935
79.02,2.28688,2.28409
79.03,2.29447,2.29116
79.04,2.29312,2.2935
79.05,2.28736,2.29382
79.06,2.2845,2.28252
79.07,2.28805,2.28944
79.08,2.2927,2.28774
79.09,2.28814,2.28961
79.1,2.28861,2.29499
79.11,2.28899,2.29632
79.12,2.28694,2.29393
79.13,2.29135,2.28973
79.14,2.3024,2.29181
79.15,2.29839,2.29732
79.16,2.28804,2.29962
79.17,2.29196,2.30732
79.18,2.29504,2.30111
79.19,2.29648,2.3016
79.2,2.29222,2.30248
79.21,2.29239,2.29622
79.22,2.28708,2.29825
79.23,2.29623,2.29535
79.24,2.29032,2.30339
79.25,2.28903,2.29449
79.26,2.28999,2.29642
79.27,2.29288,2.29367
79.28,2.28376,2.28835
79.29,2.2922,2.28688
79.3,2.29346,2.29299
79.31,2.29314,2.30298
79.32,2.28863,2.29098
79.33,2.28352,2.29032
79.34,2.2888,2.28697
79.35,2.29819,2.2912
79.36,2.29639,2.29227
79.37,2.28586,2.30069
79.38,2.29286,2.2907
79.39,2.29095,2.29607
79.4,2.28933,2.29139
79.41,2.28821,2.28787
79.42,2.29075,2.28873
79.43,2.2919,2.29513
79.44,2.29165,2.29247
79.45,2.29581,2.29655
79.46,2.2889,2.29832
79.47,2.29298,2.29375
79.48,2.29353,2.28915
79.49,2.299,2.29295
79.5,2.29369,2.30038
79.51,2.29739,2.29743
79.52,2.29709,2.28941
79.53,2.30598,2.298
79.54,2.2934,2.30017
79.55,2.28988,2.29705
79.56,2.28494,2.29409
79.57,2.29502,2.29832
79.58,2.292,2.3006
79.59,2.28835,2.29191
79.6,2.2952,2.29082
79.61,2.29383,2.29133
79.62,2.29526,2.29215
79.63,2.2933,2.28696
79.64,2.29014,2.29683
79.65,2.30039,2.30066
79.66,2.29119,2.29487
79.67,2.29511,2.30093
79.68,2.29084,2.30029
79.69,2.28709,2.28884
79.7,2.28495,2.29152
79.71,2.2902,2.29045
79.72,2.28151,2.30087
79.73,2.29046,2.29549
79.74,2.29687,2.29986
79.75,2.29471,2.28715
79.76,2.29284,2.2933
79.77,2.286,2.30628
79.78,2.28503,2.30109
79.79,2.29502,2.29772
79.8,2.29483,2.29816
79.81,2.29158,2.30017
79.82,2.29263,2.29895
79.83,2.29354,2.29563
79.84,2.29758,2.29922
79.85,2.30021,2.3044
79.86,2.29759,2.29325
79.87,2.29603,2.29999
79.88,2.29859,2.3035
79.89,2.29026,2.29358
79.9,2.29194,2.295
79.91,2.29228,2.2939
79.92,2.30007,2.29777
79.93,2.29731,2.29496
79.94,2.30013,2.29377
79.95,2.29008,2.28594
79.96,2.28508,2.28527
79.97,2.29077,2.28082
79.98,2.29398,2.28731
79.99,2.29473,2.2919
80.0,2.29644,2.28127
80.01,2.29611,2.29477
80.02,2.29362,2.28859
80.03,2.29175,2.28571
80.04,2.29222,2.28914
80.05,2.29243,2.28181
80.06,2.29455,2.28925
80.07,2.30016,2.28802
80.08,2.29658,2.28539
80.09,2.30175,2.28344
80.1,2.2899,2.28968
80.11,2.29109,2.2844
80.12,2.29464,2.2845
80.13,2.28947,2.29106
80.14,2.29184,2.28222
80.15,2.28388,2.29401
80.16,2.28537,2.29905
80.17,2.27995,2.29176
80.18,2.27855,2.29464
80.19,2.27647,2.28968
80.2,2.28376,2.28858
80.21,2.2785,2.29527
80.22,2.28441,2.29821
80.23,2.28313,2.28662
80.24,2.28487,2.28833
80.25,2.2822,2.29067
80.26,2.28943,2.28256
80.27,2.28682,2.28206
80.28,2.29044,2.28772
80.29,2.28551,2.28339
80.3,2.2789,2.28091
80.31,2.28404,2.28364
80.32,2.28291,2.28881
80.33,2.28534,2.28973
80.34,2.28927,2.28709
80.35,2.2781,2.2874
80.36,2.28613,2.2889
80.37,2.29061,2.28159
80.38,2.28933,2.29511
80.39,2.29217,2.27588
80.4,2.29315,2.28027
80.41,2.29593,2.28715
80.42,2.29967,2.28643
80.43,2.29496,2.27909
80.44,2.29776,2.27941
80.45,2.29666,2.28892
80.46,2.29757,2.28176
80.47,2.29312,2.28436
80.48,2.28987,2.2807
80.49,2.28283,2.28232
80.5,2.28246,2.28709
80.51,2.28428,2.27874
80.52,2.28921,2.28882
80.53,2.27744,2.28353
80.54,2.28217,2.27796
80.55,2.28263,2.28596
80.56,2.27866,2.27767
80.57,2.27707,2.27887
80.58,2.28322,2.29047
80.59,2.28436,2.28631
80.6,2.28557,2.28592
80.61,2.2861,2.2828
80.62,2.27762,2.28244
80.63,2.28262,2.28508
80.64,2.27114,2.29032
80.65,2.27996,2.28563
80.66,2.28652,2.2923
80.67,2.28509,2.28912
80.68,2.28998,2.29122
80.69,2.28503,2.27957
80.7,2.27821,2.28485
80.71,2.27625,2.28112
80.72,2.28425,2.28031
80.73,2.28235,2.28519
80.74,2.28767,2.28978
80.75,2.27975,2.28471
80.76,2.2816,2.28889
80.77,2.28066,2.28086
80.78,2.28356,2.28734
80.79,2.27872,2.2891
80.8,2.28222,2.29187
80.81,2.27974,2.2928
80.82,2.28402,2.29119
80.83,2.28268,2.27893
80.84,2.28305,2.28949
80.85,2.29043,2.28174
80.86,2.28256,2.28584
80.87,2.28516,2.2873
80.88,2.28165,2.27737
80.89,2.27428,2.28124
80.9,2.27927,2.28991
80.91,2.28558,2.28284
80.92,2.28349,2.28349
80.93,2.27741,2.2803
80.94,2.28729,2.28754
80.95,2.28662,2.28516
80.96,2.27852,2.28043
80.97,2.28394,2.28768
80.98,2.29473,2.29028
80.99,2.28707,2.27746
81.0,2.28439,2.28863
81.01,2.2863,2.27911
81.02,2.27937,2.27986
81.03,2.27735,2.27608
81.04,2.27651,2.27331
81.05,2.27942,2.27644
81.06,2.28314,2.28604
81.07,2.2824,2.27246
81.08,2.28099,2.28146
81.09,2.28305,2.28436
81.1,2.28495,2.28476
81.11,2.27828,2.28623
81.12,2.28659,2.27795
81.13,2.28194,2.27862
81.14,2.28558,2.2835
81.15,2.27645,2.27832
81.16,2.28436,2.28903
81.17,2.28878,2.28725
81.18,2.29108,2.28335
81.19,2.28672,2.28697
81.2,2.29177,2.27633
81.21,2.2883,2.28008
81.22,2.2896,2.27935
81.23,2.2832,2.28385
81.24,2.28116,2.28461
81.25,2.28949,2.29178
81.26,2.2892,2.28541
81.27,2.28444,2.28698
81.28,2.28477,2.28751
81.29,2.28359,2.28544
81.3,2.2859,2.29651
81.31,2.28521,2.2924
81.32,2.28295,2.29563
81.33,2.29712,2.29098
81.34,2.29264,2.29316
81.35,2.29044,2.29985
81.36,2.29137,2.29542
81.37,2.28788,2.29306
81.38,2.29499,2.29075
81.39,2.28307,2.29539
81.4,2.28663,2.28866
81.41,2.28602,2.2881
81.42,2.28333,2.29184
81.43,2.28983,2.30143
81.44,2.28717,2.29014
81.45,2.27843,2.2921
81.46,2.28434,2.28146
81.47,2.2855,2.28664
81.48,2.29029,2.29538
81.49,2.28834,2.2928
81.5,2.28725,2.2927
81.51,2.29128,2.29554
81.52,2.29763,2.29618
81.53,2.28904,2.29585
81.54,2.2902,2.28865
81.55,2.29423,2.29339
81.56,2.29136,2.2957
81.57,2.28129,2.29218
81.58,2.28602,2.29015
81.59,2.28336,2.28672
81.6,2.28192,2.28021
81.61,2.27889,2.29065
81.62,2.28385,2.2864
81.63,2.28511,2.29304
81.64,2.28541,2.29138
81.65,2.2877,2.28173
81.66,2.28562,2.28926
81.67,2.28144,2.28976
81.68,2.28715,2.29131
81.69,2.28774,2.29273
81.7,2.28989,2.28325
81.71,2.29535,2.28366
81.72,2.29548,2.28895
81.73,2.28518,2.28068
81.74,2.2913,2.28495
81.75,2.28933,2.29431
81.76,2.28997,2.286
81.77,2.28277,2.28876
81.78,2.27953,2.28938
81.79,2.29046,2.27417
81.8,2.28861,2.28506
81.81,2.29195,2.27813
81.82,2.29185,2.27331
81.83,2.28691,2.28628
81.84,2.28332,2.28603
81.85,2.28442,2.28386
81.86,2.28434,2.28632
81.87,2.28976,2.27932
81.88,2.28099,2.28621
81.89,2.28365,2.28153
81.9,2.28809,2.28429
81.91,2.29545,2.28374
81.92,2.29738,2.27942
81.93,2.29293,2.28216
81.94,2.28515,2.28749
81.95,2.29126,2.29148
81.96,2.28414,2.28327
81.97,2.28555,2.28476
81.98,2.29142,2.29383
81.99,2.29163,2.28997
82.0,2.2964,2.28517
82.01,2.295,2.28088
82.02,2.2946,2.28592
82.03,2.29279,2.28516
82.04,2.28307,2.27945
82.05,2.2942,2.28238
82.06,2.29157,2.28604
82.07,2.28967,2.28257
82.08,2.28797,2.2793
82.09,2.28392,2.27761
82.1,2.28383,2.27941
82.11,2.28901,2.28362
82.12,2.29204,2.28433
82.13,2.28406,2.29188
82.14,2.29149,2.28237
82.15,2.29601,2.28018
82.16,2.28624,2.29696
82.17,2.28443,2.27718
82.18,2.2882,2.28704
82.19,2.28256,2.27865
82.2,2.28823,2.28932
82.21,2.29133,2.28814
82.22,2.29286,2.29036
82.23,2.29324,2.29162
82.24,2.29265,2.28971
82.25,2.28953,2.28458
82.26,2.29939,2.29114
82.27,2.29489,2.28765
82.28,2.2968,2.29104
82.29,2.29529,2.28399
82.3,2.30324,2.28449
82.31,2.28779,2.28553
82.32,2.2904,2.29072
82.33,2.28913,2.28525
82.34,2.28869,2.28312
82.35,2.29261,2.2831
82.36,2.29869,2.28126
82.37,2.29578,2.27843
82.38,2.29392,2.27033
82.39,2.29147,2.26944
82.4,2.30006,2.28193
82.41,2.30047,2.278
82.42,2.29297,2.27492
82.43,2.29435,2.27533
82.44,2.29829,2.27887
82.45,2.29352,2.2783
82.46,2.29214,2.27596
82.47,2.2943,2.28196
82.48,2.30386,2.28295
82.49,2.2963,2.27683
82.5,2.29752,2.28361
82.51,2.29864,2.28384
82.52,2.29688,2.27981
82.53,2.30127,2.27179
82.54,2.29782,2.27715
82.55,2.29753,2.28283
82.56,2.30195,2.28157
82.57,2.30303,2.27562
82.58,2.30501,2.28373
82.59,2.3076,2.28198
82.6,2.29592,2.28002
82.61,2.30305,2.27586
82.62,2.29675,2.28285
82.63,2.29094,2.28587
82.64,2.29493,2.28928
82.65,2.29505,2.29626
82.66,2.29573,2.28208
82.67,2.29691,2.29103
82.68,2.29362,2.28103
82.69,2.29375,2.28241
82.7,2.28944,2.27725
82.71,2.29641,2.28561
82.72,2.29611,2.28603
82.73,2.29969,2.28233
82.74,2.29971,2.28947
82.75,2.30454,2.29206
82.76,2.30178,2.28536
82.77,2.29213,2.28015
82.78,2.30012,2.28144
82.79,2.29398,2.27802
82.8,2.29297,2.29042
82.81,2.3026,2.28658
82.82,2.29851,2.2891
82.83,2.30491,2.29124
82.84,2.29616,2.29467
82.85,2.29879,2.28815
82.86,2.29915,2.28592
82.87,2.31076,2.28064
82.88,2.29769,2.29034
82.89,2.30189,2.28536
82.9,2.30569,2.28633
82.91,2.29999,2.28191
82.92,2.29804,2.27246
82.93,2.2982,2.28723
82.94,2.30438,2.28394
82.95,2.29998,2.28293
82.96,2.30213,2.28109
82.97,2.29306,2.28517
82.98,2.29368,2.29159
82.99,2.2967,2.28164
83.0,2.29671,2.28369
83.01,2.29629,2.28514
83.02,2.30287,2.28183
83.03,2.30321,2.29
83.04,2.29203,2.29498
83.05,2.29691,2.29014
83.06,2.29445,2.29498
83.07,2.28785,2.28985
83.08,2.28967,2.28217
83.09,2.29287,2.28114
83.1,2.29912,2.29084
83.11,2.29951,2.28799
83.12,2.30137,2.28055
83.13,2.29494,2.2806
83.14,2.29137,2.28404
83.15,2.30109,2.28231
83.16,2.29605,2.284
83.17,2.29099,2.2811
83.18,2.29515,2.28347
83.19,2.28762,2.28341
83.2,2.2864,2.2866
83.21,2.29593,2.28283
83.22,2.29674,2.28036
83.23,2.3035,2.27483
83.24,2.29619,2.29
83.25,2.29169,2.28243
83.26,2.29282,2.28869
83.27,2.28781,2.27857
83.28,2.28873,2.27374
83.29,2.29428,2.29139
83.3,2.29596,2.27899
83.31,2.29339,2.28275
83.32,2.28364,2.28496
83.33,2.29192,2.28406
83.34,2.29003,2.28183
83.35,2.29117,2.28825
83.36,2.29346,2.28922
83.37,2.28783,2.28518
83.38,2.2874,2.2839
83.39,2.2869,2.28059
83.4,2.29235,2.28241
83.41,2.29534,2.28477
83.42,2.29371,2.28138
83.43,2.29376,2.28789
83.44,2.29678,2.28936
83.45,2.29235,2.29223
83.46,2.2985,2.28609
83.47,2.2973,2.28543
83.48,2.29154,2.29196
83.49,2.29248,2.28616
83.5,2.28775,2.28356
83.51,2.29809,2.28654
83.52,2.29614,2.2919
83.53,2.29191,2.29201
83.54,2.29295,2.28899
83.55,2.28582,2.28899
83.56,2.28893,2.29231
83.57,2.28692,2.2901
83.58,2.2935,2.29182
83.59,2.28521,2.28706
83.6,2.28881,2.2927
83.61,2.28385,2.28734
83.62,2.28523,2.29332
83.63,2.29413,2.28832
83.64,2.28533,2.29186
83.65,2.28543,2.28559
83.66,2.29489,2.28267
83.67,2.2964,2.28772
83.68,2.29715,2.28685
83.69,2.29366,2.28393
83.7,2.28328,2.2904
83.71,2.29062,2.28588
83.72,2.28594,2.28577
83.73,2.29015,2.27838
83.74,2.29022,2.28236
83.75,2.3091,2.29847
83.76,2.28677,2.2854
83.77,2.29885,2.27577
83.78,2.30266,2.27796
83.79,2.30068,2.27984
83.8,2.28998,2.28908
83.81,2.28787,2.28029
83.82,2.28717,2.28415
83.83,2.29544,2.28869
83.84,2.28975,2.28509
83.85,2.29192,2.28198
83.86,2.29036,2.2747
83.87,2.2911,2.27295
83.88,2.29396,2.27927
83.89,2.29209,2.28141
83.9,2.2907,2.27286
83.91,2.28477,2.28123
83.92,2.29337,2.27389
83.93,2.29404,2.27312
83.94,2.2931,2.2775
83.95,2.28864,2.27797
83.96,2.29538,2.28168
83.97,2.2918,2.28629
83.98,2.30287,2.28489
83.99,2.30127,2.28879
84.0,2.29188,2.28109
84.01,2.30341,2.27797
84.02,2.29358,2.2855
84.03,2.29481,2.28228
84.04,2.29142,2.27613
84.05,2.29413,2.28872
84.06,2.29181,2.29068
84.07,2.2964,2.27421
84.08,2.28108,2.27647
84.09,2.29015,2.2776
84.1,2.29401,2.2777
84.11,2.28885,2.28509
84.12,2.28939,2.27804
84.13,2.28285,2.27782
84.14,2.28502,2.28276
84.15,2.29157,2.2841
84.16,2.29423,2.27609
84.17,2.29351,2.27953
84.18,2.29378,2.27475
84.19,2.29601,2.27866
84.2,2.30129,2.28209
84.21,2.29821,2.27459
84.22,2.29382,2.2789
84.23,2.29611,2.27832
84.24,2.29087,2.28149
84.25,2.2908,2.276
84.26,2.28951,2.27821
84.27,2.29181,2.271
84.28,2.28781,2.28202
84.29,2.29427,2.27403
84.3,2.29042,2.27117
84.31,2.28863,2.28338
84.32,2.28299,2.28064
84.33,2.28997,2.28877
84.34,2.29027,2.28823
84.35,2.28008,2.27083
84.36,2.284,2.2709
84.37,2.28997,2.27821
84.38,2.28544,2.27302
84.39,2.29591,2.26766
84.4,2.28343,2.27953
84.41,2.28622,2.27753
84.42,2.28261,2.2848
84.43,2.28664,2.29077
84.44,2.289,2.29137
84.45,2.29556,2.28379
84.46,2.29786,2.28496
84.47,2.28982,2.28053
84.48,2.29555,2.28933
84.49,2.30135,2.28318
84.5,2.29119,2.28286
84.51,2.28799,2.28467
84.52,2.28541,2.28666
84.53,2.28851,2.29247
84.54,2.28626,2.28687
84.55,2.28955,2.28418
84.56,2.28755,2.28668
84.57,2.29286,2.28463
84.58,2.30015,2.28785
84.59,2.30097,2.2871
84.6,2.30349,2.28733
84.61,2.28803,2.28459
84.62,2.29427,2.2855
84.63,2.29461,2.28791
84.64,2.29122,2.29491
84.65,2.29547,2.28757
84.66,2.29794,2.28765
84.67,2.29742,2.28707
84.68,2.30312,2.27864
84.69,2.29502,2.28284
84.7,2.29836,2.28457
84.71,2.29173,2.28988
84.72,2.29558,2.29509
84.73,2.28874,2.28793
84.74,2.29171,2.29371
84.75,2.30161,2.29427
84.76,2.29282,2.29482
84.77,2.29729,2.29778
84.78,2.27775,2.29788
84.79,2.27768,2.29511
84.8,2.29151,2.29228
84.81,2.28881,2.28962
84.82,2.28953,2.28877
84.83,2.2934,2.27744
84.84,2.29476,2.28272
84.85,2.28989,2.28029
84.86,2.28986,2.29202
84.87,2.29288,2.29234
84.88,2.29538,2.29474
84.89,2.28841,2.28496
84.9,2.27769,2.28315
84.91,2.28838,2.28706
84.92,2.28777,2.28458
84.93,2.28313,2.28119
84.94,2.28617,2.29328
84.95,2.28044,2.29096
84.96,2.27626,2.29581
84.97,2.28165,2.28507
84.98,2.28556,2.28545
84.99,2.2976,2.28586
85.0,2.2891,2.28889
85.01,2.28134,2.27879
85.02,2.28058,2.29122
85.03,2.28623,2.28263
85.04,2.28497,2.27831
85.05,2.28935,2.28778
85.06,2.2846,2.29199
85.07,2.28659,2.28971
85.08,2.29683,2.28686
85.09,2.28786,2.29098
85.1,2.28996,2.29164
85.11,2.29537,2.28855
85.12,2.28359,2.29006
85.13,2.28727,2.2842
85.14,2.28356,2.28702
85.15,2.30183,2.28542
85.16,2.289,2.28786
85.17,2.28667,2.29047
85.18,2.29435,2.27174
85.19,2.28862,2.27911
85.2,2.29418,2.28445
85.21,2.29195,2.27782
85.22,2.28852,2.28008
85.23,2.28511,2.28506
85.24,2.28637,2.28416
85.25,2.29287,2.28266
85.26,2.29429,2.28599
85.27,2.28696,2.28906
85.28,2.28985,2.28193
85.29,2.29377,2.2847
85.3,2.29349,2.28899
85.31,2.28983,2.28811
85.32,2.28886,2.29104
85.33,2.28854,2.27492
85.34,2.29581,2.28954
85.35,2.29149,2.29081
85.36,2.29319,2.29745
85.37,2.29738,2.29207
85.38,2.29138,2.28658
85.39,2.29801,2.29556
85.4,2.29151,2.29442
85.41,2.29841,2.29423
85.42,2.29128,2.29786
85.43,2.29073,2.28396
85.44,2.28857,2.29341
85.45,2.28786,2.29463
85.46,2.28881,2.29175
85.47,2.29274,2.288
85.48,2.28948,2.29267
85.49,2.29026,2.29068
85.5,2.2925,2.29075
85.51,2.29553,2.29862
85.52,2.29335,2.29117
85.53,2.29262,2.30094
85.54,2.2913,2.29501
85.55,2.29387,2.28543
85.56,2.29433,2.28748
85.57,2.29073,2.28671
85.58,2.28402,2.28705
85.59,2.29026,2.29099
85.6,2.28271,2.28669
85.61,2.29543,2.28056
85.62,2.29196,2.28314
85.63,2.29644,2.289
85.64,2.28715,2.28601
85.65,2.28622,2.28535
85.66,2.28601,2.28368
85.67,2.28616,2.28808
85.68,2.28168,2.28398
85.69,2.28567,2.27761
85.7,2.28966,2.28482
85.71,2.29752,2.28466
85.72,2.29207,2.2831
85.73,2.29326,2.27799
85.74,2.29494,2.27603
85.75,2.29929,2.28297
85.76,2.2946,2.27753
85.77,2.28926,2.2901
85.78,2.2928,2.28432
85.79,2.29986,2.28022
