Time/Residue,AFR5_R1.xvg,RoG_md_A4482_R2.xvg
22.93,2.31497,2.29224
22.94,2.29935,2.29049
22.95,2.30633,2.2848
22.96,2.30425,2.29097
22.97,2.30265,2.29217
22.98,2.29873,2.29319
22.99,2.30672,2.29102
23.0,2.3066,2.29949
23.01,2.30064,2.29347
23.02,2.30863,2.29694
23.03,2.30788,2.29307
23.04,2.29899,2.29341
23.05,2.29777,2.29109
23.06,2.30895,2.29526
23.07,2.31454,2.29375
23.08,2.31635,2.29207
23.09,2.31124,2.28951
23.1,2.31071,2.28812
23.11,2.30884,2.28713
23.12,2.30945,2.29762
23.13,2.31666,2.2816
23.14,2.31607,2.28761
23.15,2.30605,2.29551
23.16,2.31285,2.29072
23.17,2.31428,2.30162
23.18,2.31436,2.29763
23.19,2.31812,2.3062
23.2,2.31459,2.29696
23.21,2.31568,2.29458
23.22,2.31401,2.29864
23.23,2.3144,2.29625
23.24,2.31285,2.29428
23.25,2.31324,2.29179
23.26,2.31156,2.29076
23.27,2.30851,2.28695
23.28,2.30611,2.29198
23.29,2.31195,2.28943
23.3,2.31324,2.29404
23.31,2.31056,2.29488
23.32,2.31069,2.29396
23.33,2.31654,2.29947
23.34,2.30116,2.29796
23.35,2.30184,2.30197
23.36,2.30089,2.30636
23.37,2.30332,2.29286
23.38,2.30339,2.29692
23.39,2.299,2.29573
23.4,2.31416,2.29645
23.41,2.30749,2.29105
23.42,2.31261,2.29492
23.43,2.29983,2.2933
23.44,2.29834,2.28182
23.45,2.30615,2.28906
23.46,2.31148,2.29
23.47,2.30248,2.29793
23.48,2.30462,2.29359
23.49,2.30213,2.29597
23.5,2.3069,2.29785
23.51,2.31479,2.29206
23.52,2.31492,2.29525
23.53,2.30424,2.30006
23.54,2.32002,2.29232
23.55,2.30913,2.29926
23.56,2.30446,2.30189
23.57,2.30778,2.29714
23.58,2.30195,2.28597
23.59,2.30423,2.29851
23.6,2.30226,2.28866
23.61,2.30156,2.29919
23.62,2.30013,2.2994
23.63,2.31342,2.29964
23.64,2.30982,2.29538
23.65,2.30936,2.29389
23.66,2.30774,2.29122
23.67,2.30426,2.30145
23.68,2.30806,2.3029
23.69,2.3114,2.28547
23.7,2.29491,2.29445
23.71,2.30465,2.30085
23.72,2.30224,2.2912
23.73,2.30649,2.29453
23.74,2.29972,2.29831
23.75,2.30599,2.29049
23.76,2.30561,2.30399
23.77,2.30891,2.2921
23.78,2.30504,2.30411
23.79,2.30875,2.2953
23.8,2.2998,2.29048
23.81,2.31414,2.2899
23.82,2.30278,2.29518
23.83,2.31048,2.28736
23.84,2.3084,2.28856
23.85,2.30994,2.28485
23.86,2.30712,2.29179
23.87,2.30934,2.29567
23.88,2.30336,2.28953
23.89,2.31284,2.28716
23.9,2.31092,2.29012
23.91,2.30743,2.29244
23.92,2.30679,2.30381
23.93,2.30201,2.30056
23.94,2.30654,2.29064
23.95,2.30949,2.2979
23.96,2.3128,2.29759
23.97,2.31211,2.30083
23.98,2.307,2.29795
23.99,2.30807,2.30326
24.0,2.3022,2.31009
24.01,2.30842,2.29084
24.02,2.31029,2.28818
24.03,2.30908,2.29602
24.04,2.30812,2.29477
24.05,2.30223,2.29439
24.06,2.3083,2.29973
24.07,2.299,2.29949
24.08,2.30992,2.29782
24.09,2.31013,2.28722
24.1,2.30654,2.29463
24.11,2.30075,2.29407
24.12,2.30896,2.29075
24.13,2.3126,2.2952
24.14,2.31344,2.30251
24.15,2.30891,2.29051
24.16,2.31532,2.29825
24.17,2.31319,2.29875
24.18,2.31403,2.29056
24.19,2.31136,2.2898
24.2,2.31467,2.29553
24.21,2.31996,2.29612
24.22,2.31216,2.29412
24.23,2.30941,2.29111
24.24,2.31511,2.28895
24.25,2.31262,2.29385
24.26,2.31226,2.29275
24.27,2.30817,2.29597
24.28,2.31614,2.29481
24.29,2.31391,2.29636
24.3,2.30618,2.29229
24.31,2.31013,2.29673
24.32,2.31465,2.29097
24.33,2.30723,2.29981
24.34,2.3015,2.30317
24.35,2.29973,2.30237
24.36,2.30275,2.2974
24.37,2.30426,2.28883
24.38,2.29665,2.29507
24.39,2.29391,2.295
24.4,2.30367,2.29885
24.41,2.30103,2.30187
24.42,2.30667,2.29399
24.43,2.30614,2.29962
24.44,2.29888,2.29857
24.45,2.30055,2.29383
24.46,2.30627,2.30304
24.47,2.3069,2.29478
24.48,2.306,2.29525
24.49,2.30945,2.30237
24.5,2.3109,2.30481
24.51,2.30848,2.31152
24.52,2.30763,2.29419
24.53,2.30371,2.29786
24.54,2.30065,2.30387
24.55,2.30434,2.29806
24.56,2.30321,2.27996
24.57,2.3096,2.28983
24.58,2.30575,2.2841
24.59,2.30789,2.29203
24.6,2.30585,2.28549
24.61,2.30662,2.29161
24.62,2.30575,2.29161
24.63,2.3062,2.2882
24.64,2.29936,2.29477
24.65,2.30617,2.28903
24.66,2.29893,2.29571
24.67,2.30449,2.28948
24.68,2.30865,2.29536
24.69,2.31104,2.29465
24.7,2.30473,2.29844
24.71,2.31487,2.30052
24.72,2.31794,2.29138
24.73,2.30911,2.29346
24.74,2.31062,2.28769
24.75,2.29929,2.28805
24.76,2.30649,2.27998
24.77,2.31196,2.29065
24.78,2.30863,2.2866
24.79,2.30331,2.28909
24.8,2.31188,2.28684
24.81,2.30154,2.29022
24.82,2.30174,2.28805
24.83,2.308,2.29023
24.84,2.30525,2.29019
24.85,2.30959,2.29291
24.86,2.30183,2.29563
24.87,2.30401,2.30003
24.88,2.30905,2.29139
24.89,2.30592,2.29217
24.9,2.31562,2.30179
24.91,2.30883,2.29419
24.92,2.30499,2.29624
24.93,2.30625,2.28867
24.94,2.30893,2.28658
24.95,2.30498,2.29235
24.96,2.30691,2.28986
24.97,2.30791,2.29472
24.98,2.30394,2.29555
24.99,2.29968,2.29583
25.0,2.29911,2.29977
25.01,2.30935,2.298
25.02,2.30525,2.29188
25.03,2.30826,2.29943
25.04,2.30177,2.30219
25.05,2.30487,2.30185
25.06,2.30396,2.30554
25.07,2.30565,2.29637
25.08,2.30948,2.29957
25.09,2.31529,2.30405
25.1,2.31271,2.29674
25.11,2.30835,2.30565
25.12,2.30596,2.29903
25.13,2.30699,2.30435
25.14,2.31342,2.3089
25.15,2.30427,2.29965
25.16,2.30161,2.30139
25.17,2.30654,2.29927
25.18,2.30466,2.30289
25.19,2.30293,2.29446
25.2,2.30875,2.30588
25.21,2.30358,2.29747
25.22,2.3017,2.29483
25.23,2.30684,2.29414
25.24,2.30607,2.29872
25.25,2.3097,2.2968
25.26,2.30928,2.30948
25.27,2.30884,2.30691
25.28,2.30011,2.28867
25.29,2.29917,2.30843
25.3,2.29621,2.29873
25.31,2.30773,2.30027
25.32,2.31246,2.30031
25.33,2.30973,2.30294
25.34,2.29912,2.30617
25.35,2.31103,2.2983
25.36,2.30359,2.29455
25.37,2.30747,2.29786
25.38,2.30594,2.2969
25.39,2.31051,2.30096
25.4,2.31493,2.29237
25.41,2.30863,2.30054
25.42,2.30696,2.29916
25.43,2.3133,2.29373
25.44,2.30397,2.29732
25.45,2.3091,2.30412
25.46,2.30824,2.3038
25.47,2.31181,2.29663
25.48,2.3149,2.30002
25.49,2.30998,2.29807
25.5,2.30945,2.29467
25.51,2.31237,2.29784
25.52,2.3098,2.30112
25.53,2.30546,2.30706
25.54,2.30566,2.29942
25.55,2.31323,2.30403
25.56,2.31263,2.302
25.57,2.31461,2.30621
25.58,2.30731,2.30979
25.59,2.30548,2.30542
25.6,2.30779,2.28933
25.61,2.30365,2.29586
25.62,2.30854,2.2838
25.63,2.3118,2.29055
25.64,2.31342,2.2922
25.65,2.30617,2.29435
25.66,2.3153,2.28692
25.67,2.30668,2.28751
25.68,2.30303,2.2968
25.69,2.30571,2.29216
25.7,2.30939,2.29809
25.71,2.30484,2.29993
25.72,2.31189,2.29766
25.73,2.31269,2.29811
25.74,2.31331,2.2981
25.75,2.30893,2.30058
25.76,2.29959,2.30949
25.77,2.29631,2.29851
25.78,2.29166,2.29888
25.79,2.30784,2.30465
25.8,2.30525,2.29263
25.81,2.3041,2.29523
25.82,2.30563,2.29939
25.83,2.30658,2.29571
25.84,2.3072,2.28873
25.85,2.30541,2.29195
25.86,2.30053,2.29151
25.87,2.30793,2.3001
25.88,2.30691,2.30559
25.89,2.30637,2.29708
25.9,2.30637,2.30275
25.91,2.30731,2.2949
25.92,2.30842,2.29588
25.93,2.31035,2.29179
25.94,2.30299,2.30307
25.95,2.30617,2.28711
25.96,2.30999,2.30441
25.97,2.30774,2.30361
25.98,2.31667,2.30486
25.99,2.30278,2.30464
26.0,2.31546,2.30135
26.01,2.31302,2.30622
26.02,2.30583,2.29162
26.03,2.30709,2.29986
26.04,2.31315,2.30169
26.05,2.30395,2.30191
26.06,2.30385,2.30759
26.07,2.29532,2.29853
26.08,2.30079,2.29973
26.09,2.30445,2.30892
26.1,2.3016,2.30275
26.11,2.30356,2.29851
26.12,2.30546,2.30089
26.13,2.30789,2.30434
26.14,2.30733,2.30575
26.15,2.30209,2.30556
26.16,2.31033,2.3058
26.17,2.31812,2.30539
26.18,2.30659,2.30562
26.19,2.30387,2.31084
26.2,2.307,2.31407
26.21,2.31099,2.30457
26.22,2.31471,2.29989
26.23,2.31187,2.29664
26.24,2.30651,2.29703
26.25,2.30908,2.30167
26.26,2.31683,2.29791
26.27,2.31632,2.30214
26.28,2.31585,2.29287
26.29,2.31533,2.29524
26.3,2.30816,2.2993
26.31,2.31334,2.29741
26.32,2.31232,2.30208
26.33,2.31868,2.30582
26.34,2.30616,2.31304
26.35,2.30804,2.30253
26.36,2.3052,2.30639
26.37,2.30864,2.30359
26.38,2.31058,2.30023
26.39,2.30992,2.31377
26.4,2.3079,2.30643
26.41,2.30403,2.31025
26.42,2.30511,2.30547
26.43,2.30895,2.31326
26.44,2.31266,2.30529
26.45,2.31077,2.30522
26.46,2.30592,2.30899
26.47,2.30971,2.31627
26.48,2.31047,2.31356
26.49,2.31537,2.30516
26.5,2.30788,2.31128
26.51,2.3142,2.30928
26.52,2.3087,2.31156
26.53,2.31488,2.29946
26.54,2.31037,2.30437
26.55,2.30965,2.30977
26.56,2.31125,2.3028
26.57,2.31082,2.30719
26.58,2.31165,2.30313
26.59,2.31572,2.30515
26.6,2.3115,2.30648
26.61,2.31901,2.30851
26.62,2.32101,2.30883
26.63,2.31811,2.30775
26.64,2.31368,2.31536
26.65,2.31324,2.31019
26.66,2.3118,2.31048
26.67,2.30723,2.30718
26.68,2.31448,2.30539
26.69,2.30286,2.31128
26.7,2.31091,2.30334
26.71,2.30883,2.2986
26.72,2.30747,2.30087
26.73,2.31469,2.3007
26.74,2.31489,2.30257
26.75,2.31064,2.30366
26.76,2.3089,2.30213
26.77,2.31776,2.29667
26.78,2.31345,2.29336
26.79,2.31024,2.29672
26.8,2.31299,2.306
26.81,2.31229,2.30016
26.82,2.30516,2.30274
26.83,2.31152,2.30374
26.84,2.30789,2.30256
26.85,2.31026,2.29577
26.86,2.30064,2.31122
26.87,2.3107,2.30106
26.88,2.30124,2.30286
26.89,2.30871,2.3041
26.9,2.30539,2.30403
26.91,2.31305,2.3086
26.92,2.3151,2.30252
26.93,2.30794,2.30031
26.94,2.31401,2.30756
26.95,2.31627,2.29253
26.96,2.31514,2.29638
26.97,2.31201,2.29695
26.98,2.31062,2.30099
26.99,2.30738,2.29693
27.0,2.30991,2.30403
27.01,2.3051,2.30452
27.02,2.30601,2.30037
27.03,2.3103,2.30025
27.04,2.31561,2.30207
27.05,2.30476,2.29539
27.06,2.30651,2.31365
27.07,2.31339,2.30034
27.08,2.30998,2.31171
27.09,2.30626,2.3113
27.1,2.30757,2.30427
27.11,2.3122,2.30727
27.12,2.31597,2.29966
27.13,2.3169,2.30521
27.14,2.31195,2.31081
27.15,2.31371,2.3021
27.16,2.30385,2.30925
27.17,2.30264,2.30642
27.18,2.30278,2.30161
27.19,2.30409,2.30424
27.2,2.3047,2.30667
27.21,2.29844,2.30342
27.22,2.30225,2.3032
27.23,2.30448,2.30114
27.24,2.29926,2.31081
27.25,2.31491,2.30601
27.26,2.3106,2.308
27.27,2.30236,2.30413
27.28,2.30848,2.31021
27.29,2.30731,2.2987
27.3,2.32446,2.30415
27.31,2.31094,2.30199
27.32,2.31596,2.30165
27.33,2.31522,2.2989
27.34,2.31419,2.30376
27.35,2.31177,2.29556
27.36,2.30708,2.30324
27.37,2.30908,2.30005
27.38,2.30812,2.30203
27.39,2.30078,2.29482
27.4,2.30902,2.3003
27.41,2.30498,2.30277
27.42,2.30656,2.29097
27.43,2.3057,2.3007
27.44,2.30793,2.29897
27.45,2.30813,2.30097
27.46,2.30036,2.30587
27.47,2.3089,2.30269
27.48,2.31723,2.29397
27.49,2.3141,2.30176
27.5,2.30919,2.29711
27.51,2.30213,2.30882
27.52,2.30571,2.30181
27.53,2.30511,2.31289
27.54,2.30466,2.30847
27.55,2.30856,2.31269
27.56,2.30933,2.30989
27.57,2.30532,2.30175
27.58,2.30656,2.30101
27.59,2.30359,2.31225
27.6,2.30613,2.30807
27.61,2.30949,2.30072
27.62,2.31405,2.30982
27.63,2.30769,2.30125
27.64,2.30548,2.29969
27.65,2.30316,2.30051
27.66,2.30491,2.29937
27.67,2.30625,2.28718
27.68,2.3041,2.29017
27.69,2.30357,2.2931
27.7,2.30689,2.29898
27.71,2.30738,2.30239
27.72,2.30744,2.29277
27.73,2.30873,2.29823
27.74,2.3095,2.2968
27.75,2.31093,2.29923
27.76,2.30565,2.29179
27.77,2.30141,2.29907
27.78,2.29921,2.30015
27.79,2.30326,2.30038
27.8,2.31537,2.28835
27.81,2.31245,2.29905
27.82,2.31226,2.30564
27.83,2.31757,2.29219
27.84,2.31206,2.29342
27.85,2.30639,2.3003
27.86,2.30882,2.2919
27.87,2.31126,2.29895
27.88,2.30969,2.3012
27.89,2.30512,2.29951
27.9,2.30769,2.29656
27.91,2.31029,2.30262
27.92,2.30689,2.29809
27.93,2.306,2.30305
27.94,2.30614,2.30656
27.95,2.30833,2.30394
27.96,2.30974,2.30464
27.97,2.30401,2.30498
27.98,2.29748,2.30318
27.99,2.2995,2.29927
28.0,2.30775,2.30011
28.01,2.301,2.28793
28.02,2.30292,2.30179
28.03,2.30107,2.29263
28.04,2.30888,2.29671
28.05,2.30006,2.29844
28.06,2.29728,2.2982
28.07,2.29881,2.2959
28.08,2.30477,2.29755
28.09,2.29913,2.30295
28.1,2.3083,2.30759
28.11,2.30926,2.30883
28.12,2.31429,2.30244
28.13,2.31433,2.30226
28.14,2.3093,2.31062
28.15,2.30764,2.3028
28.16,2.31081,2.29683
28.17,2.31493,2.30264
28.18,2.3053,2.2963
28.19,2.30843,2.3053
28.2,2.3133,2.29569
28.21,2.3202,2.30149
28.22,2.30446,2.30644
28.23,2.3065,2.29372
28.24,2.30908,2.30058
28.25,2.30109,2.29218
28.26,2.30128,2.29801
28.27,2.30902,2.29153
28.28,2.2995,2.29964
28.29,2.29858,2.30039
28.3,2.2955,2.29624
28.31,2.29611,2.30283
28.32,2.29511,2.29643
28.33,2.30009,2.29059
28.34,2.30389,2.30665
28.35,2.30336,2.29612
28.36,2.30007,2.29192
28.37,2.28773,2.29288
28.38,2.29661,2.29119
28.39,2.2964,2.30336
28.4,2.2987,2.30256
28.41,2.30457,2.29277
28.42,2.30348,2.30579
28.43,2.29936,2.30118
28.44,2.29884,2.30793
28.45,2.30476,2.30574
28.46,2.30646,2.29591
28.47,2.30808,2.29201
28.48,2.30149,2.2991
28.49,2.30168,2.29982
28.5,2.30648,2.30327
28.51,2.29879,2.30669
28.52,2.28759,2.30218
28.53,2.29574,2.30316
28.54,2.2984,2.30946
28.55,2.30121,2.32416
28.56,2.30317,2.3203
28.57,2.30055,2.30312
28.58,2.30213,2.31085
28.59,2.29978,2.29916
28.6,2.30136,2.30685
28.61,2.28974,2.30554
28.62,2.29073,2.30144
28.63,2.29646,2.30482
28.64,2.30008,2.30182
28.65,2.30025,2.3039
28.66,2.29911,2.30374
28.67,2.29427,2.30397
28.68,2.29311,2.30976
28.69,2.29346,2.31817
28.7,2.28476,2.30077
28.71,2.29455,2.30269
28.72,2.29587,2.29829
28.73,2.29171,2.30003
28.74,2.30038,2.30983
28.75,2.2995,2.29384
28.76,2.29331,2.29703
28.77,2.29257,2.30748
28.78,2.29803,2.30662
28.79,2.28942,2.30833
28.8,2.2947,2.31457
28.81,2.29899,2.30254
28.82,2.29647,2.29814
28.83,2.30476,2.30706
28.84,2.29812,2.30536
28.85,2.28937,2.30291
28.86,2.3043,2.30286
28.87,2.30079,2.30183
28.88,2.30248,2.31028
28.89,2.30446,2.30829
28.9,2.30386,2.31194
28.91,2.29726,2.30386
28.92,2.30161,2.30865
28.93,2.29737,2.31702
28.94,2.30944,2.31
28.95,2.29895,2.30438
28.96,2.29853,2.30742
28.97,2.29748,2.30314
28.98,2.30078,2.29929
28.99,2.29726,2.30173
29.0,2.3008,2.30562
29.01,2.30315,2.30837
29.02,2.29487,2.30194
29.03,2.29998,2.30921
29.04,2.29539,2.30986
29.05,2.29459,2.30295
29.06,2.29822,2.30507
29.07,2.29034,2.29798
29.08,2.29853,2.2959
29.09,2.29362,2.29631
29.1,2.29342,2.30436
29.11,2.29564,2.3011
29.12,2.30059,2.30187
29.13,2.29148,2.29307
29.14,2.29376,2.29804
29.15,2.29247,2.30041
29.16,2.29915,2.30111
29.17,2.29275,2.30736
29.18,2.29368,2.30813
29.19,2.30089,2.30618
29.2,2.29811,2.30541
29.21,2.29516,2.30801
29.22,2.29161,2.30332
29.23,2.28624,2.29975
29.24,2.29384,2.29848
29.25,2.30004,2.3031
29.26,2.30222,2.31
29.27,2.29638,2.29429
29.28,2.29474,2.29637
29.29,2.29862,2.29844
29.3,2.29318,2.30008
29.31,2.2929,2.29957
29.32,2.2971,2.2947
29.33,2.28513,2.29171
29.34,2.29202,2.30252
29.35,2.29121,2.29347
29.36,2.29122,2.30023
29.37,2.30108,2.29504
29.38,2.30332,2.2957
29.39,2.2919,2.29915
29.4,2.29446,2.30003
29.41,2.28636,2.29873
29.42,2.2992,2.29428
29.43,2.29932,2.29913
29.44,2.29545,2.30923
29.45,2.297,2.2975
29.46,2.28871,2.30028
29.47,2.28857,2.29723
29.48,2.29517,2.29554
29.49,2.29529,2.2932
29.5,2.29711,2.30108
29.51,2.29464,2.3041
29.52,2.29946,2.30643
29.53,2.29562,2.3078
29.54,2.29669,2.30278
29.55,2.29825,2.29876
29.56,2.30294,2.29427
29.57,2.29871,2.29954
29.58,2.29403,2.30569
29.59,2.29959,2.30594
29.6,2.29619,2.30308
29.61,2.30031,2.29703
29.62,2.29972,2.30357
29.63,2.29309,2.30128
29.64,2.29201,2.29579
29.65,2.29515,2.30576
29.66,2.29615,2.30455
29.67,2.29444,2.29766
29.68,2.29409,2.31062
29.69,2.29549,2.30345
29.7,2.29333,2.30318
29.71,2.29053,2.29825
29.72,2.28186,2.29986
29.73,2.28757,2.30265
29.74,2.29605,2.31355
29.75,2.29843,2.30353
29.76,2.28183,2.30249
29.77,2.28797,2.30182
29.78,2.29551,2.29681
29.79,2.29638,2.29423
29.8,2.30432,2.29559
29.81,2.29421,2.29256
29.82,2.29905,2.29478
29.83,2.28977,2.30672
29.84,2.29549,2.29939
29.85,2.29254,2.30751
29.86,2.28946,2.3004
29.87,2.28966,2.29695
29.88,2.29013,2.30194
29.89,2.29273,2.29866
29.9,2.28734,2.30275
29.91,2.29433,2.29199
29.92,2.29554,2.29358
29.93,2.29721,2.29203
29.94,2.28855,2.29941
29.95,2.29306,2.30048
29.96,2.29006,2.2962
29.97,2.29239,2.29743
29.98,2.29185,2.29742
29.99,2.29194,2.29382
30.0,2.29224,2.29083
30.01,2.28088,2.29412
30.02,2.28825,2.29155
30.03,2.27765,2.28578
30.04,2.2874,2.28952
30.05,2.27866,2.30111
30.06,2.29111,2.29805
30.07,2.28158,2.29431
30.08,2.29022,2.28399
30.09,2.28843,2.30099
30.1,2.28712,2.29473
30.11,2.29149,2.29556
30.12,2.28536,2.29183
30.13,2.2899,2.29934
30.14,2.28862,2.29678
30.15,2.28765,2.2925
30.16,2.28811,2.29706
30.17,2.29084,2.29868
30.18,2.28719,2.28898
30.19,2.28416,2.29656
30.2,2.28237,2.31055
30.21,2.28474,2.31261
30.22,2.28656,2.30399
30.23,2.28405,2.29259
30.24,2.27897,2.29525
30.25,2.28552,2.29932
30.26,2.29844,2.29296
30.27,2.29546,2.2951
30.28,2.28479,2.30081
30.29,2.29563,2.29259
30.3,2.29321,2.30932
30.31,2.29095,2.29805
30.32,2.29188,2.29485
30.33,2.28754,2.30097
30.34,2.29323,2.29783
30.35,2.28559,2.28856
30.36,2.29212,2.29597
30.37,2.28875,2.29071
30.38,2.29094,2.29767
30.39,2.28779,2.29509
30.4,2.29042,2.29497
30.41,2.29512,2.29658
30.42,2.29963,2.29652
30.43,2.29563,2.29773
30.44,2.29128,2.29853
30.45,2.29459,2.29441
30.46,2.29339,2.29444
30.47,2.29189,2.28924
30.48,2.29273,2.29515
30.49,2.2955,2.2952
30.5,2.296,2.29812
30.51,2.29052,2.30208
30.52,2.28939,2.29776
30.53,2.28887,2.29735
30.54,2.29713,2.29832
30.55,2.2934,2.29575
30.56,2.29136,2.29581
30.57,2.28918,2.29479
30.58,2.2965,2.29135
30.59,2.29375,2.29889
30.6,2.29346,2.30251
30.61,2.28836,2.30052
30.62,2.29011,2.29645
30.63,2.29711,2.2793
30.64,2.28665,2.28999
30.65,2.2866,2.29288
30.66,2.28761,2.29218
30.67,2.29166,2.29149
30.68,2.29534,2.29389
30.69,2.29041,2.29058
30.7,2.29483,2.30375
30.71,2.30002,2.29781
30.72,2.29278,2.30122
30.73,2.29646,2.29824
30.74,2.29588,2.30105
30.75,2.29593,2.29764
30.76,2.29791,2.29922
30.77,2.30012,2.29919
30.78,2.29041,2.29633
30.79,2.29132,2.29412
30.8,2.29152,2.3031
30.81,2.29482,2.2907
30.82,2.30099,2.29677
30.83,2.29856,2.29575
30.84,2.29816,2.29
30.85,2.29197,2.28852
30.86,2.29719,2.28602
30.87,2.29711,2.28782
30.88,2.29639,2.29621
30.89,2.29417,2.29477
30.9,2.29888,2.29577
30.91,2.29913,2.28963
30.92,2.29351,2.29862
30.93,2.28833,2.30602
30.94,2.28914,2.29175
30.95,2.29529,2.29696
30.96,2.29679,2.29294
30.97,2.29114,2.29444
30.98,2.29632,2.28242
30.99,2.2979,2.29216
31.0,2.29537,2.28799
31.01,2.29339,2.27868
31.02,2.29811,2.28701
31.03,2.30048,2.29297
31.04,2.30015,2.28885
31.05,2.29682,2.28629
31.06,2.29246,2.28803
31.07,2.29108,2.28541
31.08,2.2805,2.27407
31.09,2.2913,2.28062
31.1,2.29279,2.28165
31.11,2.29506,2.28817
31.12,2.29534,2.28937
31.13,2.2943,2.28547
31.14,2.28813,2.28171
31.15,2.28907,2.2853
31.16,2.28445,2.28455
31.17,2.28986,2.30484
31.18,2.29798,2.29164
31.19,2.29309,2.30007
31.2,2.29597,2.29362
31.21,2.29503,2.30092
31.22,2.29134,2.29298
31.23,2.28607,2.29651
31.24,2.28923,2.28854
31.25,2.28436,2.29873
31.26,2.29018,2.29066
31.27,2.29241,2.28735
31.28,2.29102,2.28885
31.29,2.28601,2.29979
31.3,2.29276,2.28951
31.31,2.28954,2.29553
31.32,2.29193,2.28903
31.33,2.28868,2.28759
31.34,2.28632,2.29145
31.35,2.29696,2.29189
31.36,2.29307,2.29361
31.37,2.28938,2.29232
31.38,2.29295,2.29255
31.39,2.2866,2.29096
31.4,2.28803,2.2932
31.41,2.29212,2.28853
31.42,2.28903,2.29213
31.43,2.28936,2.28936
31.44,2.28518,2.29707
31.45,2.29117,2.28614
31.46,2.2865,2.29635
31.47,2.296,2.28998
31.48,2.29843,2.29834
31.49,2.28501,2.28818
31.5,2.2828,2.29138
31.51,2.28404,2.29852
31.52,2.28622,2.2956
31.53,2.2939,2.28848
31.54,2.29426,2.28904
31.55,2.28792,2.2939
31.56,2.29479,2.29713
31.57,2.28516,2.30549
31.58,2.29054,2.29982
31.59,2.29095,2.2963
31.6,2.29232,2.29924
31.61,2.29272,2.28578
31.62,2.29736,2.29283
31.63,2.30114,2.2933
31.64,2.29534,2.29265
31.65,2.29685,2.30105
31.66,2.29508,2.29827
31.67,2.29482,2.29375
31.68,2.29171,2.29421
31.69,2.29811,2.29402
31.7,2.2997,2.28835
31.71,2.29565,2.29494
31.72,2.2929,2.29662
31.73,2.29065,2.29257
31.74,2.29527,2.29279
31.75,2.29227,2.28963
31.76,2.29136,2.29343
31.77,2.29615,2.29778
31.78,2.29818,2.30416
31.79,2.2948,2.28381
31.8,2.28842,2.28653
31.81,2.30098,2.29521
31.82,2.28968,2.29012
31.83,2.29364,2.29064
31.84,2.2893,2.29565
31.85,2.28759,2.29434
31.86,2.29266,2.29069
31.87,2.29344,2.29863
31.88,2.29289,2.28797
31.89,2.29682,2.30317
31.9,2.29788,2.30344
31.91,2.29171,2.29205
31.92,2.29942,2.29848
31.93,2.30599,2.2992
31.94,2.30229,2.29174
31.95,2.3007,2.30005
31.96,2.30028,2.29963
31.97,2.30033,2.29934
31.98,2.30216,2.29153
31.99,2.3032,2.29816
32.0,2.29361,2.29325
32.01,2.29806,2.29527
32.02,2.30371,2.29792
32.03,2.29424,2.30205
32.04,2.30257,2.29878
32.05,2.29804,2.2921
32.06,2.29557,2.2983
32.07,2.30017,2.29369
32.08,2.29102,2.29796
32.09,2.29167,2.29067
32.1,2.28365,2.29381
32.11,2.28342,2.30514
32.12,2.28565,2.28418
32.13,2.28362,2.29593
32.14,2.28697,2.2991
32.15,2.29246,2.28781
32.16,2.29158,2.29453
32.17,2.28766,2.29282
32.18,2.2902,2.29144
32.19,2.29071,2.29275
32.2,2.29315,2.29127
32.21,2.27888,2.28951
32.22,2.2886,2.28352
32.23,2.28292,2.28124
32.24,2.28466,2.28723
32.25,2.29585,2.29373
32.26,2.29676,2.28902
32.27,2.29342,2.30099
32.28,2.29711,2.29432
32.29,2.2918,2.30109
32.3,2.29166,2.29838
32.31,2.28626,2.30155
32.32,2.28923,2.30147
32.33,2.28954,2.295
32.34,2.29089,2.28911
32.35,2.2962,2.29198
32.36,2.29335,2.29143
32.37,2.30024,2.29049
32.38,2.29942,2.29202
32.39,2.29863,2.28833
32.4,2.29053,2.28511
32.41,2.29356,2.29521
32.42,2.28813,2.29053
32.43,2.29693,2.28711
32.44,2.29127,2.28635
32.45,2.2916,2.28814
32.46,2.29648,2.29045
32.47,2.29445,2.28909
32.48,2.30013,2.28136
32.49,2.30037,2.2956
32.5,2.30073,2.29346
32.51,2.29994,2.29496
32.52,2.29605,2.30281
32.53,2.29212,2.29688
32.54,2.2947,2.29544
32.55,2.28561,2.28826
32.56,2.29311,2.29557
32.57,2.29062,2.29637
32.58,2.28735,2.29366
32.59,2.28813,2.29455
32.6,2.2884,2.28802
32.61,2.27858,2.28693
32.62,2.28724,2.28837
32.63,2.28852,2.2934
32.64,2.28279,2.28774
32.65,2.29036,2.28856
32.66,2.28302,2.29504
32.67,2.29047,2.28681
32.68,2.29399,2.28855
32.69,2.28908,2.2929
32.7,2.28891,2.29748
32.71,2.28035,2.29989
32.72,2.278,2.31025
32.73,2.29246,2.29744
32.74,2.28918,2.29455
32.75,2.28954,2.30765
32.76,2.28717,2.29864
32.77,2.28629,2.29876
32.78,2.28612,2.29846
32.79,2.28846,2.29755
32.8,2.28897,2.29595
32.81,2.28927,2.29612
32.82,2.2884,2.29447
32.83,2.29119,2.29971
32.84,2.29,2.27794
32.85,2.28881,2.29768
32.86,2.29157,2.28748
32.87,2.29364,2.29595
32.88,2.29605,2.28808
32.89,2.28822,2.29333
32.9,2.29655,2.29447
32.91,2.28756,2.29406
