Time/Residue,AFR5_R1.xvg,AFR5_R2.xvg,Average
0,2.25035,2.25065,2.2505
0.01,2.27359,2.27094,2.272265
0.02,2.28399,2.27619,2.28009
0.03,2.28234,2.27779,2.280065
0.04,2.27939,2.2842,2.281795
0.05,2.2829,2.27546,2.27918
0.06,2.28487,2.28325,2.28406
0.07,2.28491,2.29499,2.28995
0.08,2.28144,2.28431,2.282875
0.09,2.27775,2.28085,2.2793
0.1,2.28851,2.27178,2.280145
0.11,2.28272,2.28252,2.28262
0.12,2.28199,2.28206,2.282025
0.13,2.28444,2.27828,2.28136
0.14,2.28822,2.28523,2.286725
0.15,2.28165,2.27637,2.27901
0.16,2.28284,2.28347,2.283155
0.17,2.2891,2.27003,2.279565
0.18,2.29146,2.28049,2.285975
0.19,2.28989,2.28304,2.286465
0.2,2.29019,2.27409,2.28214
0.21,2.28909,2.28476,2.286925
0.22,2.28661,2.28225,2.28443
0.23,2.29166,2.28593,2.288795
0.24,2.28648,2.28649,2.286485
0.25,2.29134,2.28241,2.286875
0.26,2.2919,2.27937,2.285635
0.27,2.28113,2.27732,2.279225
0.28,2.28385,2.28612,2.284985
0.29,2.27808,2.28529,2.281685
0.3,2.28337,2.29039,2.28688
0.31,2.28271,2.28479,2.28375
0.32,2.28184,2.28689,2.284365
0.33,2.28692,2.30041,2.293665
0.34,2.29195,2.28831,2.29013
0.35,2.2924,2.29253,2.292465
0.36,2.28902,2.28848,2.28875
0.37,2.29367,2.29129,2.29248
0.38,2.27912,2.2949,2.28701
0.39,2.28475,2.2932,2.288975
0.4,2.28615,2.29196,2.289055
0.41,2.29741,2.29047,2.29394
0.42,2.29103,2.298,2.294515
0.43,2.29723,2.30032,2.298775
0.44,2.2892,2.30276,2.29598
0.45,2.28678,2.29997,2.293375
0.46,2.29192,2.2969,2.29441
0.47,2.30082,2.29511,2.297965
0.48,2.30421,2.30214,2.303175
0.49,2.30118,2.29866,2.29992
0.5,2.28941,2.28858,2.288995
0.51,2.29386,2.29724,2.29555
0.52,2.29629,2.29918,2.297735
0.53,2.29066,2.29755,2.294105
0.54,2.2894,2.28937,2.289385
0.55,2.28398,2.29837,2.291175
0.56,2.29203,2.29267,2.29235
0.57,2.28698,2.29769,2.292335
0.58,2.2969,2.29995,2.298425
0.59,2.30138,2.30705,2.304215
0.6,2.28803,2.29528,2.291655
0.61,2.29316,2.29871,2.295935
