Time/Residue,VOR_R1.xvg,VOR_R2.xvg,Average
5.4400001,0.2687401,0.1522547,0.2104974
5.4500003,0.2868955,0.1499436,0.21841955
5.46,0.2635699,0.1412384,0.20240415
5.4700003,0.2915913,0.1538931,0.2227422
5.4800005,0.2591256,0.1580313,0.20857845
5.4900002,0.27807,0.1326982,0.2053841
5.5000005,0.2719864,0.1499227,0.21095455
5.5100002,0.2679614,0.1553852,0.2116733
5.5200005,0.2719669,0.1453667,0.2086668
5.5300002,0.2715126,0.1581198,0.2148162
5.5400004,0.2729114,0.1323591,0.20263525
5.5500002,0.2707109,0.1603831,0.215547
5.5600004,0.2578009,0.1463298,0.20206535
5.5700002,0.2751751,0.1562138,0.21569445
5.5800004,0.2685662,0.1494126,0.2089894
5.5900002,0.2903614,0.1499254,0.2201434
5.6000004,0.2807631,0.1589006,0.21983185
5.6100001,0.2863167,0.1515391,0.2189279
5.6200004,0.2873217,0.1587598,0.22304075
5.6300001,0.2752523,0.1586878,0.21697005
5.6400003,0.2770382,0.1557852,0.2164117
5.6500001,0.2794031,0.1667047,0.2230539
5.6600003,0.2684313,0.1525869,0.2105091
5.6700001,0.2898561,0.16657,0.22821305
5.6800003,0.2762823,0.1610232,0.21865275
5.6900001,0.2770576,0.1590622,0.2180599
5.7000003,0.3033156,0.1632544,0.233285
5.71,0.3045879,0.1668966,0.23574225
5.7200003,0.2523656,0.1783604,0.215363
5.7300005,0.2822861,0.154393,0.21833955
5.7400002,0.2800203,0.153357,0.21668865
5.7500005,0.2836408,0.1666656,0.2251532
5.7600002,0.2949109,0.1493738,0.22214235
5.7700005,0.271026,0.1444513,0.20773865
5.7800002,0.2794117,0.1632205,0.2213161
5.7900004,0.295505,0.1648657,0.23018535
5.8000002,0.2825115,0.1535251,0.2180183
5.8100004,0.2820875,0.1647703,0.2234289
5.8200002,0.2638972,0.1540003,0.20894875
5.8300004,0.2778838,0.1509391,0.21441145
5.8400002,0.2867671,0.1587521,0.2227596
5.8500004,0.27459,0.1493009,0.21194545
5.8600001,0.2698635,0.1524052,0.21113435
5.8700004,0.2665983,0.1572707,0.2119345
5.8800001,0.2665702,0.1603093,0.21343975
5.8900003,0.273729,0.1512388,0.2124839
5.9000001,0.2645428,0.158218,0.2113804
5.9100003,0.2556673,0.1706965,0.2131819
5.9200001,0.2771702,0.1535016,0.2153359
5.9300003,0.2790515,0.1540144,0.21653295
5.9400001,0.277936,0.1665528,0.2222444
5.9500003,0.2682037,0.1677327,0.2179682
