SN,Molecule,Binding energy (kcal/mol),SMILES,
256,A2006,-110.853,Fc1ccc2c(c1)[C@H](OCCCc1ccccc1)[C@H](Cn1ccnc1)S2,
257,A3127,-110.838,Fc1ccc(CS[C@H](Cn2ccnc2)c2ccccc2)cc1,
258,A3225,-110.838,CN(Cc1ccc(CN)cc1)Cc1cccc2ccccc12,
259,A3323,-110.837,N#Cc1cccc(O[C@@H](CCc2ccc(Cl)cc2)Cn2ccnc2)c1,
260,A6121,-110.816,CCCCCCCCN[C@H](C)[C@@H](O)c1cc(OC)cc(OC)c1,
261,A3144,-110.814,Cc1cccc(CN(C)Cc2cccc3ccccc23)c1,
262,A3501,-110.774,CCCOC(=O)N1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,
263,A2576,-110.738,CN(Cc1cccc(C#N)c1)Cc1cccc2ccccc12,
264,A3177,-110.734,CN(Cc1ccc(C(F)(F)F)cc1)Cc1cccc2ncccc12,
265,A4520,-110.730,O[C@@](CN1CCc2ccccc2C1)(Cn1cncn1)c1ccc(F)cc1F,
266,A3062,-110.709,Cc1ccc(O[C@@H](Cn2ccnc2)c2ccc(Cl)cc2)c(C)c1,
267,A3621,-110.708,C[C@@H](N1CCc2ccc(Br)cc2C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
268,A3339,-110.692,COc1ccc(CC[C@@H](Cn2ccnc2)Sc2ccccc2OC)cc1,
269,A3490,-110.665,C[C@@H](N1CCN(C(=O)OC(C)(C)C)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
270,A1240,-110.645,CCOC(=O)C[C@@H]1CN(C(=O)c2cncn2[C@@H]2CCCc3ccccc23)C1,
271,A3551,-110.639,CC(C)NCC(=O)N1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,
272,A6013,-110.634,CC(C)Sc1ccc([C@H](O)[C@@H](C)NCCCc2ccccc2)cc1,
273,A3346,-110.633,COc1ccc(OC)c(O[C@@H](CCc2ccc(Cl)cc2)Cn2ccnc2)c1,
274,A3642,-110.623,C[C@@H](N1CCN(Cc2cccnc2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
275,A4312,-110.617,COc1ccc(CCC(=O)OC[C@H](O)COc2ccc(Cl)cc2)cc1,
276,A307,-110.588,Fc1ccccc1CO[C@@H](Cn1ccnc1)c1ccc(Cl)cc1,
277,A37,-110.560,FC(F)(F)c1ccc(CO[C@@H](Cn2ccnc2)c2ccccc2)cc1,
278,A334,-110.522,Clc1ccc([C@H](Cn2ccnc2)OCCc2ccccc2)cc1,
279,A1907,-110.511,CCN(CC)Cc1nc2ccccc2n1Cc1ccc(Cl)cc1,
280,A4713,-110.509,CSCCCCN(C)Cc1cccc2ccccc12,
281,A3216,-110.506,CC(=O)N(C)c1ccc(CN(C)Cc2cccc3ccccc23)cc1,
282,A2379,-110.497,c1ccc([C@@H](Cn2ccnc2)c2ccc(OCCN3CCCC3)cc2)cc1,
283,A2499,-110.491,CN(C/C=C/c1ccccc1)Cc1cccc2c1CCCC2,
284,A445,-110.480,C/C=C\[C@H](c1ccccc1OCc1cccc(F)c1)n1ccnc1,
285,A1634,-110.477,CCN(CC)CCCCOC(=O)c1cccc2ccccc12,
286,A388,-110.476,Clc1ccc([C@@H](Cn2ccnc2)OCCOCc2ccccc2)cc1,
287,A1726,-110.471,CCN(CC)CCOC(=O)c1c(O)c2ccccc2n1Cc1ccccc1,
288,A4675,-110.426,CCC/C=C/CN(C)Cc1cccc2ccccc12,
289,A4453,-110.415,CN(Cc1cccs1)C[C@@](O)(Cn1cncn1)c1ccc(F)cc1F,
290,A4435,-110.408,CN(Cc1ccccc1)C[C@@](O)(Cn1cncn1)c1ccc(F)cc1F,
291,A3236,-110.401,CNCc1ccc(CN(C)Cc2cccc3ccccc23)cc1,
292,A2530,-110.383,CN(C/C=C/c1ccccc1)Cc1cccc2c1CCC[C@H]2O,
293,A367,-110.382,FC(F)(F)c1ccc([C@H](Cn2ccnc2)OCc2ccccc2)cc1,
294,A2286,-110.374,c1ccc([C@H](Cn2ccnc2)c2ccc(N3CCCCC3)cc2)cc1,
295,A4301,-110.335,CC(C)(Cc1ccccc1)C(=O)OC[C@@H](O)COc1ccc(Cl)cc1,
296,A3931,-110.318,CC1=CC(=O)[N+](C(=C1)C1CCCCC1)OCc1ccccc1,
297,A48,-110.299,Fc1ccc(CO[C@@H](Cn2ccnc2)c2ccccc2Cl)cc1,
298,A4480,-110.260,O[C@](CN1CCc2ccccc2C1)(Cn1cncn1)c1ccc(F)cc1F,
299,A4588,-110.224,Cc1cccc([C@@H](Cn2ccnc2)OC[C@H](O)c2ccc(Cl)cc2Cl)c1,
300,A4498,-110.195,OCCN(Cc1ccccn1)C[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
301,A3141,-110.177,COc1ccccc1CN(C)Cc1cccc2ccccc12,
302,A4294,-110.138,CCc1ccc(C[C@H](COC(=O)N)OC[C@H](O)COc2ccc(Cl)cc2)cc1,
303,A3296,-110.135,Cc1ccc(S[C@H](CCc2ccccc2)Cn2ccnc2)cc1,
304,A2351,-110.131,CC(C)CC(=O)c1ccc([C@H](Cn2ccnc2)c2ccccc2)cc1,
305,A3585,-110.114,C[C@@H](N1CCN(C)c2ccccc2C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
306,A3681,-110.103,C[C@@H](N1CC[C@H](N(C)C)C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
307,A865,-110.103,CCN(CC)C[C@H](C)Cc1ccc(CC(C)(C)CN2C[C@@H](C)O[C@@H](C)C2)cc1,
308,A3725,-110.071,C[C@@H](N1Cc2cccc(Br)c2C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
309,A4448,-110.065,CCN(Cc1ccccc1)C[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
310,A5571,-110.043,Nc1ncccc1c1cc(Cc2ccc(CN3CCNCC3)cc2)no1,
311,A3373,-110.030,COc1ccccc1O[C@@H](CCc1ccc(Cl)cc1)Cn1ccnc1,
312,A3292,-110.025,Fc1ccc(CC[C@@H](Cn2ccnc2)Sc2ccccc2)cc1,
313,A3229,-110.022,CN(Cc1ccc(F)cc1)Cc1ccc2ccccc2c1O,
314,A3138,-110.011,COc1ccc(CN(C)Cc2cccc3ccccc23)cc1,
315,A3651,-110.003,C[C@@H](N1CCc2ccc(Cl)cc2C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
316,A4501,-110.003,O[C@@](CNCCCc1ccccc1)(Cn1cncn1)c1ccc(F)cc1F,
317,A3321,-109.982,Clc1ccc(CC[C@H](Cn2ccnc2)SCc2cccnc2)cc1,
318,A3356,-109.981,Fc1ccc(F)c(O[C@@H](CCc2ccc(Cl)cc2)Cn2ccnc2)c1,
319,A3318,-109.939,N#Cc1ccc(S[C@H](CCc2ccccc2)Cn2ccnc2)cc1,
320,A4687,-109.930,C[C@@H](C#CCN(C)Cc1cccc2ccccc12)C(=O)O,
321,A3547,-109.916,C[C@@H](N1CCN([C@H]2CC[C@@H](O)CC2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
322,A2542,-109.910,CN(C/C=C/c1ccccc1)Cc1cccc2c1CCC2=O,
323,A1746,-109.895,O=C(COc1ccc(Cl)cc1Cl)[C@H](Cn1ccnc1)OCC1CC1,
324,A3130,-109.889,Cc1ccc(CS[C@H](Cn2ccnc2)c2ccccc2)cc1,
325,A3340,-109.844,COc1ccc(CC[C@@H](Cn2ccnc2)Sc2ccc(F)cc2)cc1,
326,A4264,-109.823,CC(C)(Cc1ccccc1)c1ccc(OC[C@@H](O)COC(=O)N)cc1,
327,A2558,-109.788,CCN(Cc1ccccc1)Cc1cccc2ccccc12,
328,A3149,-109.770,Cc1ccc(CN(C)Cc2cccc3ccccc23)cc1,
329,A3191,-109.723,COCc1ccc(CN(C)Cc2cccc3ccccc23)cc1,
330,A1572,-109.677,Cc1ccc(C(=O)CN2CN(Cc3ccccc3)CSC2=S)cc1,
331,A4903,-109.672,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C(=O)OCCc1ccccc1,
332,A249,-109.670,Fc1ccc([C@@H](Cn2ccnc2)OCc2ccc(Cl)cc2)cc1,
333,A322,-109.669,Fc1ccc([C@H](Cn2ccnc2)OCc2cccc(Cl)c2)cc1,
334,A1594,-109.654,CCCN(CCC)CCOC(=O)c1ccccc1c1ccccc1,
335,A272,-109.632,CC(=O)c1ccc(CO[C@@H](Cn2ccnc2)c2ccc(Cl)cc2)cc1,
336,A4705,-109.626,C[C@H](O)C#C/C=C/CN(C)Cc1cccc2ccccc12,
337,A2501,-109.608,CN(CCc1cccc2ccccc12)Cc1ccccc1,
338,A4712,-109.580,CCCCCCN(C)Cc1cccc2ccccc12,
339,A3105,-109.573,Cc1ccc([C@@H](Cn2ccnc2)OCc2cc(C)cc(C)c2)cc1,
340,A3727,-109.537,C[C@@H](N1CCN([C@H]2CC[C@@H](C(=O)O)CC2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
341,A2508,-109.537,CN(C/C=C/c1ccccc1)Cc1cccc(N(C)C)c1,
342,A302,-109.534,Clc1ccc([C@H](CCn2ccnc2)OCc2ccccc2)cc1,
343,A4497,-109.529,O[C@@](CN1Cc2ccccc2C1)(Cn1cncn1)c1ccc(F)cc1F,
344,A3729,-109.501,C[C@@H](N1CCN([C@H]2CC[C@H](O)CC2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
345,A4696,-109.474,C[C@H](C#CCN(C)Cc1cccc2ccccc12)C(=O)O,
346,A330,-109.458,Cc1ccc([C@@H](Cn2ccnc2)OCc2cccc(C)c2)cc1,
347,A3151,-109.438,COc1ccccc1CN(C)Cc1ccc(C(F)(F)F)cc1,
348,A325,-109.425,Cc1ccc([C@@H](Cn2ccnc2)OCc2cccc(Cl)c2)cc1,
349,A3757,-109.418,C[C@@H](N1CCN(CC#N)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
350,A2278,-109.413,Fc1ccc([C@@H](Cn2ccnc2)c2ccc(C(F)(F)F)cc2)cc1,
351,A2615,-109.393,OCc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,
352,A2035,-109.373,Cc1cn(C[C@H]2Sc3ccc(F)cc3[C@@H]2OCc2cccc(F)c2)cn1,
353,A3675,-109.350,C[C@@H](N1CC[C@@H](OC(=O)c2ccccc2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
354,A2598,-109.347,CN(Cc1ccc(F)c(F)c1)Cc1cccc2ccccc12,
355,A4683,-109.335,C[C@@H](O)C/C=C/CN(C)Cc1cccc2ccccc12,
356,A3227,-109.320,CSc1ccc(CN(C)Cc2cccc3cccnc23)cc1,
357,A4368,-109.311,Fc1ccc(CN[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,
358,A344,-109.306,Cc1ccc([C@H](Cn2ccnc2)OCc2ccc(C)cc2C)cc1,
359,A4372,-109.278,Cc1ccc([C@H](Cn2ccnc2)OCc2ccccc2F)c(Cl)c1,
360,A3258,-109.266,COc1ccc(CN(C)Cc2cccc3cccnc23)cc1,
361,A369,-109.259,Clc1ccc([C@H](COCc2ccccc2)Cn2ccnc2)cc1,
362,A3354,-109.210,Fc1cccc(F)c1O[C@@H](CCc1ccc(Cl)cc1)Cn1ccnc1,
363,A3143,-109.205,COc1ccc(CN(C)Cc2cccc3ccccc23)cc1OC,
364,A2635,-109.179,Clc1ccc(CCO[C@@H](Cn2ccnc2)c2ccccc2)cc1,
365,A5564,-109.125,Nc1ncccc1c1cc(Cc2ccc(CN3CCCCC3)cc2)no1,
366,A4436,-109.105,O[C@@](CN1CCN(Cc2ccccc2)CC1)(Cn1cncn1)c1ccc(F)cc1F,
367,A3116,-109.083,Cc1cccc(CO[C@@H](Cn2ccnc2)c2ccc(F)cc2Cl)c1,
368,A3623,-109.074,C[C@@H](N1CC[C@](O)(Cc2ccccc2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
369,A5566,-109.072,Nc1ncccc1c1cc(Cc2ccc(CN3CCCC3)cc2)no1,
370,A6619,-109.062,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)N(Cc3ccccc3C#N)C(=O)C2)C(=O)[C@@H](C)C1,
371,A1480,-109.016,CCCC[C@@H]1C[C@H](n2cncc2C(=O)OCC)c2ccccc12,
372,A1554,-109.011,c1ccc(CN2Cc3ccccc3N(Cc3ccccc3)C2)cc1,
373,A3320,-109.005,N#Cc1ccc(CC[C@H](Cn2ccnc2)Sc2ccccc2)cc1,
374,A3298,-109.003,Cc1ccc(CC[C@H](Cn2ccnc2)Sc2ccccc2)cc1,
375,A4584,-108.979,Cc1ccc([C@H](Cn2ccnc2)OC[C@H](O)c2ccc(Cl)cc2Cl)cc1,
376,A6469,-108.976,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)N(Cc3ccc(F)cc3)C(=O)C2)C(=O)[C@@H](C)C1,
377,A3387,-108.964,Cn1cc(c2ccccc2)c([C@H](c2ccccc2)n2ccnc2)c1,
378,A5331,-108.901,O=C(O)CCc1ccc(CCCCc2ccccc2)cc1,
379,A3711,-108.897,C[C@@H](N1CCN([C@H]2CC[C@@H](O)C2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
380,A4526,-108.886,O[C@](CN1CCN(Cc2ccco2)CC1)(Cn1cncn1)c1ccc(F)cc1F,
381,A294,-108.885,Clc1ccc([C@H](CCn2ccnc2)OCc2ccccc2)cc1,
382,A329,-108.873,Cc1ccc(CCO[C@H](Cn2ccnc2)c2ccc(Cl)cc2)cc1,
383,A1944,-108.858,CCCNCc1nc2ccccc2n1Cc1ccc(Cl)cc1,
384,A3718,-108.850,C[C@@H](N1CCN(C2(C#N)CCC2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
385,A1874,-108.843,CC(C)C[C@H](Oc1ccc(Cl)cc1F)C(=O)[C@@H](Cn1ccnc1)OC(C)(C)C,
386,A3262,-108.835,CN(Cc1ccc(CO)cc1)Cc1ccc2ccccc2c1,
387,A3182,-108.802,COc1cccc(CN(C)Cc2cccc3ccccc23)c1OC,
388,A1809,-108.802,CCCC(C)(C)C(=O)[C@H](Cn1ccnc1)Oc1ccc(Cl)cc1,
389,A4707,-108.796,C[C@@H](/C=C/CN(C)Cc1cccc2ccccc12)C(=O)O,
390,A3179,-108.782,CN(Cc1ccc(C(F)(F)F)cc1)Cc1ccccc1O,
391,A3173,-108.752,Cc1ccccc1CN(C)Cc1ccc(C(C)(C)C)cc1,
392,A3169,-108.717,CN(Cc1ccc(Cl)cc1)Cc1cccc2ccn(C)c12,
393,A4720,-108.708,CN(CC#CCCN)Cc1cccc2ccccc12,
394,A1776,-108.698,O=C(COc1ccc(Cl)cc1Cl)[C@@H](Cn1ccnc1)N1CCCC1,
395,A4661,-108.684,NC(c1ccccc1)(c1ccccc1)c1ccnn1Cc1ccccc1,
396,A6163,-108.682,CCCCCCCCN[C@@H](C)[C@H](O)c1ccc(S(=O)(=O)C)c(OC)c1,
397,A295,-108.676,Fc1ccc([C@@H](Cn2ccnc2)OCc2cccc(Cl)c2)cc1,
398,A4711,-108.646,CC(C)C/C=C/CN(C)Cc1cccc2ccccc12,
399,A3050,-108.624,O=C(O)COCc1ccc([C@@](O)(c2ccc(Cl)cc2)C2CC2)cc1,
400,A3156,-108.597,COC(=O)c1ccc(CN(C)Cc2cccc3ccccc23)cc1,
401,A4709,-108.578,CN(CCC#CC(C)(C)C)CCc1cccc2ccccc12,
402,A3364,-108.543,Clc1ccc(CC[C@@H](Cn2ccnc2)OCc2ccccc2)cc1,
403,A1161,-108.536,CCOC(=O)c1c(Cn2cncc2C)ncn1[C@H]1CCCc2ccccc12,
404,A1937,-108.457,CCc1nc2ccccc2n1C[C@H](O)c1ccc(Cl)cc1,
405,A4706,-108.413,C[C@@H](O)CC/C=C/CN(C)Cc1cccc2ccccc12,
406,A3700,-108.399,Cc1ccc(CN2CCN([C@H](C)[C@](O)(Cn3cncn3)c3ccc(F)cc3F)CC2)cc1,
407,A3159,-108.396,CN(Cc1ccco1)Cc1cccc2ccccc12,
408,A306,-108.388,Clc1ccc([C@@H](Cn2ccnc2)OCCCOc2ccccc2)cc1,
409,A2557,-108.376,CN(Cc1cccc2ccccc12)C[C@@H](O)c1ccccc1,
410,A5594,-108.326,CN(Cc1ccc(Cc2cc(c3cccnc3N)on2)cc1)C(=O)C1CCCC1,
411,A3614,-108.322,C[C@@H](N1Cc2cccc(C#N)c2C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
412,A2588,-108.281,CN(Cc1ccc(C#N)cc1)Cc1cccc2ccccc12,
413,A3739,-108.275,Cc1ccccc1CN1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,
414,A1587,-108.264,CCCN(CCC)CCOC(=O)c1ccc(c2ccccc2)cc1,
415,A1967,-108.256,CCc1nc2ccccc2n1CCCOc1ccc(Cl)cc1,
416,A4618,-108.255,OC(c1ccccc1)(c1ccccc1)c1ccnn1Cc1ccccc1,
417,A3761,-108.246,CCNCC(=O)N1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,
418,A3133,-108.232,COc1ccc([C@@H](Cn2ccnc2)SCc2ccc(C)cc2)cc1,
419,A1714,-108.227,CCN(CC)CCCOc1cccc(c2ccccc2)c1,
420,A3638,-108.223,C[C@@H](N1CC[C@](O)(c2ccc(C#N)cc2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
421,A1873,-108.206,CC(C)C[C@@H](Oc1ccc(F)cc1Cl)C(=O)[C@@H](Cn1ccnc1)OC(C)C,
422,A4689,-108.205,CN(C)CC#CCN(C)Cc1cccc2ccccc12,
423,A4493,-108.197,CN(Cc1ccc(Cl)cc1)C[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
424,A4473,-108.196,CCC(=O)N1CCN(C[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,
425,A341,-108.177,Cc1ccc([C@H](Cn2ccnc2)OCc2ccccc2Cl)cc1,
426,A293,-108.169,Clc1ccc([C@@H](CCn2ccnc2)OCc2ccccc2)cc1,
427,A5590,-108.161,CC(C)[C@H](c1ccc(Cc2cc(c3cccnc3N)on2)cc1)N(C)C,
428,A1609,-108.136,CCN(CC)CCOC(=O)c1ccoc1c1ccccc1,
429,A704,-108.103,Cc1ccc(O[C@H](Cn2ccnc2)c2ccc(C)cc2Cl)cc1,
430,A5956,-108.081,CCCCCCCCN[C@@H](C)[C@@H](O)c1ccc(OC)cc1,
431,A3083,-108.077,CC(C)c1ccc([C@@H](Cn2ccnc2)OCc2ccccc2)cc1,
432,A3344,-108.053,COc1ccccc1O[C@@H](CCc1ccc(Cl)cc1)Cn1ccnc1,
433,A337,-108.044,CC(=O)c1ccc([C@@H](Cn2ccnc2)OCc2ccc(C)cc2)cc1,
434,A3540,-108.023,C[C@@H](N1CCN(Cc2cccc(Cl)c2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
435,A3369,-107.998,COc1ccc(OC)c([C@@H](CCc2ccc(Cl)cc2)Cn2ccnc2)c1,
436,A451,-107.973,CC(=O)[C@@H](c1ccccc1OCc1cccc(F)c1)n1ccnc1,
437,A371,-107.967,Clc1ccc([C@@H](COCc2ccccc2)Cn2ccnc2)cc1,
438,A379,-107.947,Clc1ccc(CO[C@@H](CCn2ccnc2)c2ccccc2)cc1,
439,A3115,-107.938,COCc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(F)cc2Cl)cc1,
440,A1730,-107.929,CCN(CC)CCNS(=O)(=O)c1cccc(c2ccccc2)c1O,
441,A1948,-107.927,CCCn1c(=N)n(Cc2ccc(Cl)cc2)c2ccccc12,
442,A308,-107.913,CCc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(C)cc2)cc1,
443,A2606,-107.912,CN(C)c1nc2ccc(OCCCN3CCC(CO)CC3)cc2s1,
444,A3502,-107.882,C[C@H](N1CCN(C2CCCCC2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
445,A3180,-107.876,CN(Cc1ccccc1)Cc1ccc(c2ccccc2)cc1,
446,A1637,-107.842,CCN(CC)CCCC(=O)c1ccc(c2ccccc2)cc1O,
447,A3510,-107.839,C[C@@H](N1CC[C@](C)(C(=O)N2CCCC2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
448,A3331,-107.828,Clc1ccc(CC[C@H](Cn2ccnc2)Oc2cccnc2)cc1,
449,A3658,-107.815,C[C@@H](N1CC[C@@H](n2cc(C#N)cn2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
450,A3752,-107.790,C[C@@H](N1CC[C@@](C)(C(=O)NS(=O)(=O)C)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
451,A2545,-107.779,CN(C/C=C/c1ccccc1)Cc1cccc2c1OCCC2,
452,A4469,-107.756,CN(C[C@@](O)(Cn1cncn1)c1ccc(F)cc1F)C1CCCCC1,
453,A3128,-107.751,Clc1ccc([C@@H](Cn2ccnc2)SCCN2CCCC2)c(Cl)c1,
454,A6225,-107.731,CCCCCCCCN[C@H](C)[C@H](O)c1ccc2nc(C)ccc2c1,
455,A49,-107.722,Fc1ccc(CO[C@@H](CCn2ccnc2)c2ccc(F)cc2F)cc1,
456,A3260,-107.717,CN(Cc1cc(Br)cnc1O)Cc1cccc2ccccc12,
457,A250,-107.706,Fc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(F)cc2)cc1,
458,A287,-107.696,CC(C)c1ccc([C@H](Cn2ccnc2)OCc2ccccc2)cc1,
459,A3078,-107.685,Clc1ccc([C@@H](Cn2ccnc2)OCCOCc2ccccc2)cc1,
460,A3242,-107.685,CN(Cc1ccc(C(C)(C)C)cc1)Cc1ccccc1F,
461,A1920,-107.674,CCCCc1nc2ccccc2n1Cc1ccc(C)cc1,
462,A1644,-107.672,CCCN(CCC)CCOC(=O)c1ccsc1c1ccccc1,
463,A3168,-107.661,CN(Cc1ccc(F)cc1)Cc1ccnc2ccccc12,
464,A4733,-107.658,CN(CCCC(=O)C(C)(C)C)Cc1cccc2ccccc12,
465,A4461,-107.655,O[C@@](CN1CC[C@H](c2ccccc2)CC1)(Cn1cncn1)c1ccc(F)cc1F,
466,A2049,-107.639,C[C@@H]1CS[C@@H](Cn2ccnc2)[C@@H]1OCc1c(F)cccc1F,
467,A885,-107.595,CC(=O)OC(C)(C)c1ccc(C[C@H](C)CN2C[C@@H](C)O[C@@H](C)C2)cc1,
468,A1666,-107.547,CCN(CC)CCOC(=O)c1ccc(c2ccc(C)cc2)cc1O,
469,A3596,-107.534,C[C@@H](N1CCN(Cc2ccc(F)cc2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
470,A3652,-107.516,C[C@@H](N1CCc2cc(Br)ccc2C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
471,A2120,-107.487,Cc1cn(C[C@H](O[C@@H](C)Cn2ccnc2)c2ccc(Cl)cc2Cl)cn1,
472,A933,-107.465,CC[C@@H](Cc1ccc(C(=O)CC(C)(C)C)cc1)N1C[C@@H](C)O[C@@H](C)C1,
473,A4441,-107.462,O[C@@](CNCCc1cccs1)(Cn1cncn1)c1ccc(F)cc1F,
474,A4681,-107.454,CN(CC#CC(C)(C)O)Cc1cccc2ccccc12,
475,A1195,-107.445,CCOC(=O)CCC(=O)c1cncn1[C@H]1CCCc2ccccc12,
476,A3333,-107.440,N#Cc1cccc([C@H](CCc2ccc(Cl)cc2)Cn2ccnc2)c1,
477,A1703,-107.430,CCN(CC)CCOC(=O)c1c(C)oc(c2ccccc2)c1O,
478,A3226,-107.422,CN(Cc1ccc(F)cc1)Cc1cncc2ccccc12,
479,A5103,-107.411,CC[C@H](Oc1ccc(Cl)cc1)C(=O)[C@H](CC(C)C)n1ccnc1,
480,A348,-107.380,CCc1ccc(O[C@H](Cn2ccnc2)c2ccc(Cl)cc2)cc1,
481,A2292,-107.374,CC(C)c1ccc([C@H](Cn2ccnc2)c2ccc(F)cc2)cc1,
482,A772,-107.372,CCC(C)(C)c1ccc(CC(=O)N2C[C@@H](C)O[C@H](C)C2)cc1,
483,A3376,-107.365,Cc1cccc(S[C@H](CCc2ccccc2)Cn2ccnc2)c1,
484,A3196,-107.364,COc1cccc(CN(C)Cc2ccc3ccccc3c2)c1,
485,A326,-107.363,OCCCCCO[C@@H](Cn1ccnc1)c1ccc(Cl)cc1,
486,A1933,-107.356,CC(=O)CCc1nc2ccccc2n1Cc1ccc(Cl)cc1,
487,A3479,-107.355,CCCCC(=O)N1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,
488,A3088,-107.353,CCc1ccc([C@H](Cn2ccnc2)OCc2ccccc2)cc1,
489,A2597,-107.348,CC(C)CN(C/C=C/c1ccccc1)Cc1ccccc1,
490,A884,-107.330,CCC(C)(C)c1ccc(C[C@@H](C)CN2C[C@@H](CO)O[C@H](C)C2)cc1,
491,A3107,-107.329,Clc1ccc(C[C@@H](Cn2ccnc2)Oc2ccc(Cl)cc2)cc1,
492,A4395,-107.326,COCCc1cnc([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)c(C)c1,
493,A1938,-107.316,Cc1nc2ccccc2n1CCCCOc1ccc(Cl)cc1,
494,A1887,-107.315,CCC[C@H](C(=O)[C@H](Cn1ccnc1)Oc1ccc(F)cc1Cl)C(C)C,
495,A3203,-107.313,CN(Cc1ccc(Br)cc1)Cc1cccc2ccncc12,
496,A2550,-107.312,CN(Cc1ccsc1)Cc1cccc2ccccc12,
497,A3125,-107.295,COc1ccc([C@H](Cn2ccnc2)OCc2ccc(Cl)cc2)cc1,
498,A1852,-107.294,CSCC[C@H](Oc1ccc(Cl)cc1Cl)C(=O)C(C)(C)Cn1ccnc1,
499,A4781,-107.286,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C(=O)Cc1ccc(O)cc1,
500,A3176,-107.277,CN(Cc1ccc2ccccc2c1)Cc1ccccc1C#N,
501,A4487,-107.276,OC[C@H]1CCN(C[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,
502,A4370,-107.262,COc1ccc(CS[C@@H](Cn2ccnc2)c2ccccc2)cc1,
503,A1136,-107.257,CCCCN(C(=O)c1cncn1[C@H]1CCCc2ccccc12)C1CC1,
504,A3359,-107.229,Clc1ccc(CC[C@H](Cn2ccnc2)Oc2ccccc2)cc1,
505,A4672,-107.225,Cc1ccc([C@@H](Cn2ccnc2)OCc2ccccc2)c(Cl)c1,
506,A3512,-107.215,C[C@@H](N1CCN(C(=O)NC(C)(C)C)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,
507,A5958,-107.195,CCCCCCCCN[C@@H](C)[C@@H](O)c1ccc(OC)cc1,
508,A382,-107.190,COc1cccc(OC[C@@H](Cn2ccnc2)c2ccc(Cl)cc2)c1,
509,A4484,-107.172,O[C@@](CNCCCn1ccnc1)(Cn1cncn1)c1ccc(F)cc1F,
510,A3217,-107.161,CC(C)N(Cc1cccnc1)Cc1cccc2ccccc12,
511,A3140,-107.146,CN(Cc1ccc(Cl)cc1)Cc1cccc2cccnc12,
512,A6002,-107.127,CCCCCCCCN[C@H](C)[C@H](O)c1ccc2c(c1)CCS2,
513,A1682,-107.127,CCN(CC)CCOC(=O)c1cc2ccccc2n1Cc1ccccc1,
