FOLDER,LIGAND_ENTRY,TOTAL_SCORE,SMILES
file22,A6650_entry_00056_conf_01,-94.2499,CCC[C@@H]1CC(=O)[C@H](C[C@H](O)[C@H]2C[C@@H](C)C[C@H](C)C2=O)CC1=O
file19,A5830_entry_00178_conf_01,-94.2478,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC(=O)C(C)(C)C)O
file16,A4999_entry_00289_conf_01,-94.2418,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1[C@@H](C)C(C)(C)[C@H]2CC[C@@H]3O
file14,A4349_entry_00267_conf_01,-94.2377,C[C@H](CF)NC(=O)OC[C@H](O)COc1ccc(Cl)cc1
file19,A5734_entry_00082_conf_01,-94.2373,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC(C)C)C
file5,A1294_entry_00038_conf_01,-94.237,Clc1ccc2c(c1)CC[C@H](n1ccnc1)c1ccccc1C2
file15,A4524_entry_00128_conf_01,-94.2331,COCCNC[C@@](O)(Cn1cncn1)c1ccc(F)cc1F
file12,A3599_entry_00145_conf_01,-94.2234,CCCCOC(=O)N[C@H]1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)C1
file14,A4237_entry_00155_conf_01,-94.2184,NC(=O)OC[C@H](O)CSCc1ccc(Cl)cc1
file14,A4364_entry_00282_conf_01,-94.2008,C#CCN[C@H](Cn1ccnc1)c1ccc(Cl)cc1Cl
file16,A5012_entry_00302_conf_01,-94.1973,CCCC[C@@H](Oc1ccc(Cl)cc1)C(=O)C(C)(C)C
file13,A3770_entry_00002_conf_01,-94.1886,C[C@@H](N1CC[C@@](C)(c2ccccc2)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file8,A2500_entry_00302_conf_01,-94.1864,CN(C/C=C/c1ccccc1)Cc1ccsc1
file1,A9_entry_00009_conf_01,-94.1841,OCCN(C(=S)Oc1ccc2c(c1)[C@@H]1CC[C@H]2C1)c1ccc(O)cc1
file5,A1489_entry_00233_conf_01,-94.1839,CCOC(=O)c1cncn1[C@H]1C[C@H](N)c2ccccc12
file17,A5246_entry_00222_conf_01,-94.175,O=C(O)CCCCC(=O)NCCc1ccccc1
file14,A4235_entry_00153_conf_01,-94.1708,C[C@H](CN(C)C)OC[C@H](O)COc1ccc(Cl)cc1
file4,A1095_entry_00153_conf_01,-94.1633,CCOC(=O)c1cncn1[C@@H]1CCc2ccc(C)cc12
file4,A1168_entry_00226_conf_01,-94.1598,CCOC(=O)c1cncn1[C@H]1C[C@@H](OC)Cc2ccccc12
file20,A6040_entry_00074_conf_01,-94.1589,C=CCN[C@H](C)[C@H](O)c1ccc(SC(C)C)cc1
file10,A2884_entry_00058_conf_01,-94.1535,COc1ccc([C@@](OC)(c2ccc(Cl)cc2)C2CC2)cc1
file6,A1864_entry_00294_conf_01,-94.1521,CC(=O)[C@H](Cn1ccnc1)Oc1ccc(C)cc1C
file14,A4200_entry_00118_conf_01,-94.1503,COC(=O)c1cccc(OC[C@H](O)COC(=O)N)c1
file2,A413_entry_00099_conf_01,-94.1482,CCCCCCCOC(=O)c1ccc(F)cc1
file7,A2040_entry_00156_conf_01,-94.145,O[C@H]1CSc2ccc(F)cc2[C@H]1OCc1c(F)cccc1F
file17,A5062_entry_00038_conf_01,-94.1389,CC(C)(C)C(=O)[C@H](Oc1cccc(Cl)c1)n1ccnc1
file20,A6200_entry_00234_conf_01,-94.1354,CCCCOCCN[C@H](C)[C@H](O)c1ccc(SC)cc1
file5,A1367_entry_00111_conf_01,-94.1319,CCOC(=O)c1cncn1[C@H]1CCCc2ccc(C3CC3)cc12
file4,A1033_entry_00091_conf_01,-94.1311,CCCCN(C(=O)c1cncn1[C@@H]1CCCc2ccccc12)C(C)C
file3,A911_entry_00283_conf_01,-94.1306,C[C@@H](Cc1ccc(NS(=O)(=O)C)cc1)CN1C[C@@H](C)O[C@@H](C)C1
file20,A6072_entry_00106_conf_01,-94.1225,CSc1ccc([C@@H](C)NCCCCCCO)cc1
file20,A6148_entry_00182_conf_01,-94.097,CCOCCN[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1
file16,A4792_entry_00082_conf_01,-94.0954,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C(=O)c1cccc(O)c1
file8,A2452_entry_00254_conf_01,-94.0896,NCCCO[C@@H](Cn1ccnc1)c1ccc(Cl)cc1Cl
file19,A5955_entry_00303_conf_01,-94.0879,CCCCN[C@H](C)[C@H](O)c1ccc(SC(C)C)cc1
file19,A5669_entry_00017_conf_01,-94.0825,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC(C)(C)C)N=C(N)N
file4,A1152_entry_00210_conf_01,-94.0821,CCOC(=O)c1cncn1[C@H]1Cc2ccccc2CN1
file20,A6116_entry_00150_conf_01,-94.0729,CCCCCN[C@H](C)[C@@H](O)c1ccc(SCC)cc1
file5,A1285_entry_00029_conf_01,-94.0716,OCCN[C@@H]1c2ccccc2CCc2cc(Cl)cc(Cl)c12
file21,A6543_entry_00263_conf_01,-94.0649,C[C@@H]1C[C@@H]([C@H](O)C[C@H]2CC(=O)Nc3ccccc3C2)C(=O)[C@@H](C)C1
file5,A1264_entry_00008_conf_01,-94.0616,COCCCO[C@H](Cn1ccnc1)c1ccc(Cl)cc1Cl
file17,A5054_entry_00030_conf_01,-94.0605,CC(C)(C)CC(=O)[C@@H](Oc1ccccc1)n1ccnc1
file6,A1770_entry_00200_conf_01,-94.0599,CC(C)C[C@H](Oc1ccc(Cl)cc1Cl)C(=O)C(C)(C)O
file5,A1435_entry_00179_conf_01,-94.0506,CC(C)CN(C)C(=O)c1cncn1[C@H]1CCCc2ccccc12
file1,A181_entry_00181_conf_01,-94.0486,O[C@](c1ccccc1)(c1ccccc1F)n1ccnc1
file6,A1768_entry_00198_conf_01,-94.042,CC(C)(C)[C@@H](O)[C@H](Cn1ccnc1)Oc1ccc(Cl)cc1Cl
file13,A3944_entry_00176_conf_01,-94.0357,CC(=CCC1=C(C)C=C(C2CCCCC2)[N+](O)C1=O)C
file2,A429_entry_00115_conf_01,-94.0335,C/C(=C(/OCCNC1CC1)\c1ccc(Cl)cc1Cl)/n1ccnc1
file17,A5051_entry_00027_conf_01,-94.0219,COc1ccc(CO[C@H](C(=O)C(C)(C)C)n2ccnc2)cc1
file20,A6229_entry_00263_conf_01,-94.0143,CCCCN[C@H](C)[C@H](C)[C@@H](O)c1ccc(SC)cc1
file15,A4647_entry_00251_conf_01,-94.0087,NC(c1ccccc1)(c1ccccc1)c1cccnc1
file7,A2184_entry_00300_conf_01,-94.0049,CC(C)N(C)CCS[C@H](C[N](=O)O)c1ccccc1Cl
file17,A5107_entry_00083_conf_01,-93.9922,CC[C@@H](C)C(=O)[C@H](Oc1cccc(Cl)c1)n1ccnc1
file5,A1298_entry_00042_conf_01,-93.9901,CC(C)(N)C(=O)N[C@H]1c2ccccc2CCc2cc(Cl)cc(Cl)c12
file7,A1925_entry_00041_conf_01,-93.9875,Cc1nc2ccccc2n1Cc1ccc(Cl)cc1
file1,A35_entry_00035_conf_01,-93.9848,CCCCO[C@@H](Cn1ccnc1)c1ccc(Cl)cc1Cl
file6,A1722_entry_00152_conf_01,-93.9843,CCN(CC)CCOC(=O)c1ccc(O)c(c2ccc(C)cc2)c1
file17,A5041_entry_00017_conf_01,-93.9742,COc1cccc(O[C@@H](C(=O)C(C)(C)C)n2ccnc2)c1
file19,A5793_entry_00141_conf_01,-93.9724,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC(C)(C)C)Cc1ccccc1
file10,A3112_entry_00286_conf_01,-93.9713,CC(C)OC[C@H](Cn1ccnc1)c1ccc(Cl)cc1Cl
file7,A2096_entry_00212_conf_01,-93.9656,Clc1ccc([C@H](Cn2ccnc2)OC2CCCC2)c(Cl)c1
file19,A5909_entry_00257_conf_01,-93.9504,CC1=CC(=O)[N+](C(=C1)C[C@@H](C)CC(=O)C(C)C)O
file10,A2986_entry_00160_conf_01,-93.9463,CC(=O)Nc1ccc([C@@](O)(c2ccc(Cl)cc2)[C@H]2CC[C@@H](O)C2)cc1
file9,A2824_entry_00312_conf_01,-93.945,Cn1c([C@@](O)(c2ccc(Cl)cc2)C2CC2)nc2ccccc12
file22,A6711_entry_00117_conf_01,-93.9448,CCC[C@H](/C=C(\C)/CCC=C(C)C)CO
file4,A993_entry_00051_conf_01,-93.9388,CCOC(=O)c1ccn([C@@H]2CCCc3ccccc23)c1
file5,A1442_entry_00186_conf_01,-93.9225,CCOC(=O)c1cncn1[C@@H]1C[C@H](OC)c2ccccc12
file10,A2857_entry_00031_conf_01,-93.9098,N#Cc1cc([C@@](O)(c2ccc(Cl)cc2)C2CC2)ccc1F
file1,A264_entry_00264_conf_01,-93.9091,CC(C)(C)CO[C@@H](Cn1ccnc1)c1ccc(Cl)cc1
file7,A2104_entry_00220_conf_01,-93.9051,CC(C)CO[C@H](Cn1ccnc1)c1ccccc1Cl
file20,A6147_entry_00181_conf_01,-93.9018,CCCCN[C@H](C)[C@@H](O)c1ccc(CC(C)C)cc1
file1,A291_entry_00291_conf_01,-93.8926,CC(C)CCO[C@H](Cn1ccnc1)c1ccc(Cl)cc1
file19,A5805_entry_00153_conf_01,-93.8919,CC1=CC(=O)[N+](C(=C1)C[C@@H](C)CC(=O)CC(C)C)O
file7,A2086_entry_00202_conf_01,-93.8895,C=C(C)CO[C@@H](Cn1ccnc1)c1ccccc1Cl
file7,A2164_entry_00280_conf_01,-93.8889,CN(Cc1cccnc1)C(=S)Oc1ccc2c(c1)CCCC2
file4,A1232_entry_00290_conf_01,-93.8604,CCOC(=O)c1cncn1[C@H]1C[C@H](OC)Cc2ccccc12
file19,A5916_entry_00264_conf_01,-93.8557,CC1=CC(=O)[N+](C(=C1)C[C@@H](C)CCC(C)(C)C)C
file13,A3879_entry_00111_conf_01,-93.8428,COc1cccc(CC2=CC(=O)[N+](C(=C2)C2CCCCC2)O)c1
file19,A5858_entry_00206_conf_01,-93.8386,COC(=O)CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC(C)(C)C)O
file20,A6194_entry_00228_conf_01,-93.8342,CC[C@@H](C)CN[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1
file5,A1454_entry_00198_conf_01,-93.8327,CCOC(=O)c1cncn1[C@H]1CCCc2ccc(C(C)C)cc12
file9,A2787_entry_00275_conf_01,-93.8285,Nc1ccc([C@](O)(c2ccc(Cl)cc2)C2CCC2)cc1
file18,A5623_entry_00285_conf_01,-93.8225,COC1=CC(=O)[N+](C(=C1)C[C@H](C)CC(C)(C)C)O
file7,A2014_entry_00130_conf_01,-93.8193,CC(C)(C)O[C@H]1c2cc(F)ccc2S[C@@H]1Cn1ccnc1
file22,A6781_entry_00187_conf_01,-93.8185,O=C(NC(c1ccccc1)c1ccccc1)c1ccccc1O
file13,A3972_entry_00204_conf_01,-93.8129,CC1=C(C(=O)[N+](C(=C1)C1CCCCC1)O)C#CCCO
file3,A789_entry_00161_conf_01,-93.8082,C[C@H](Cc1ccc(CC(C)(C)C)cc1)N1C[C@@H](C)O[C@H](C)C1
file7,A2124_entry_00240_conf_01,-93.807,Cc1ccc([C@H](Cn2ccnc2)OCC(C)C)c(Cl)c1
file1,A140_entry_00140_conf_01,-93.7948,CCC(c1ccccc1)(c1ccccc1)n1ccnc1
file6,A1854_entry_00284_conf_01,-93.7936,CC(C)(C)C(=O)[C@@H](Cn1ccnc1)Oc1cc(Cl)cc(Cl)c1
file10,A2839_entry_00013_conf_01,-93.7865,COC(=O)C(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1CC1
file5,A1569_entry_00313_conf_01,-93.7848,S=C1N(Cc2ccccc2)CN1c1ccccc1
file19,A5874_entry_00222_conf_01,-93.784,CC1=CC(=O)[N+](C(=C1)CC[C@@H](C)CC(C)(C)C)N
file17,A5046_entry_00022_conf_01,-93.7787,CC[C@H](C)C(=O)[C@H](Oc1ccc(C)cc1)n1ccnc1
file17,A5083_entry_00059_conf_01,-93.7778,CC[C@H](Oc1ccc(Cl)cc1)C(=O)[C@H](C)n1ccnc1
file5,A1282_entry_00026_conf_01,-93.7777,NC[C@@H]1c2ccccc2CCc2cc(Cl)cc(Cl)c12
file16,A4771_entry_00061_conf_01,-93.7737,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C(=O)C1CC1
file19,A5852_entry_00200_conf_01,-93.7728,CC1=CC(=O)[N+](C(=C1)CC(C)(C)CC(C)C)C
file20,A5975_entry_00009_conf_01,-93.7649,C#CCN[C@@H](C)[C@@H](O)c1ccc(SC(C)C)cc1
file12,A3524_entry_00070_conf_01,-93.7577,C[C@@H](N1CC[C@H](F)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file20,A6023_entry_00057_conf_01,-93.7571,C=CCN[C@@H](C)[C@H](O)c1ccc(SC(C)C)cc1
file20,A6118_entry_00152_conf_01,-93.752,CC[C@H](C)NC[C@H](O)c1ccc(SC(C)C)cc1
file1,A17_entry_00017_conf_01,-93.7467,OCCN(C(=S)Oc1ccc2c(c1)[C@@H]1CC[C@H]2C1)c1ccccc1O
file5,A1381_entry_00125_conf_01,-93.7453,CC(C)(C)OC(=O)c1cncn1[C@@H]1CCCc2ccccc12
file6,A1735_entry_00165_conf_01,-93.7453,CCN(CC)CCCC(=O)Nc1ccccc1c1ccccc1
file5,A1321_entry_00065_conf_01,-93.7451,OCCN(CC1CC1)[C@@H]1c2ccccc2CCc2cc(Cl)cc(Cl)c12
file22,A6793_entry_00199_conf_01,-93.7429,CCCCCCCCNC(=O)OC[C@@H](O)CO
file12,A3473_entry_00019_conf_01,-93.7412,C[C@@H](N1CC[C@](C)(C(=O)O)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file1,A28_entry_00028_conf_01,-93.7395,OCCN(Cc1cccnc1)C(=S)Oc1ccc2c(c1)[C@@H]1CC[C@H]2C1
file19,A5798_entry_00146_conf_01,-93.7387,CCCC[C@H](C)CC1=CC(=CC(=O)[N+]1O)C
file19,A5754_entry_00102_conf_01,-93.7372,CC1=CC(=O)[N+](C(=C1)C[C@@H](C)CC(C)(C)CO)O
file3,A863_entry_00235_conf_01,-93.7372,CC[C@@H](Cc1cc(C(C)(C)C)ccc1C)CN1C[C@@H](C)O[C@@H](C)C1
file1,A167_entry_00167_conf_01,-93.7351,C[C@@](c1ccccc1)(c1ccc(Br)cc1)n1ccnc1
file14,A4274_entry_00192_conf_01,-93.7297,C[C@@H](Cc1ccc(Cl)cc1)OC[C@H](O)COC(=O)N
file9,A2627_entry_00115_conf_01,-93.7244,CCCN(Cc1ccco1)C(=S)Oc1ccc2c(c1)CCCC2
file12,A3693_entry_00239_conf_01,-93.7229,C[C@@H](N(C)[C@H]1CC[C@H](N)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file4,A1231_entry_00289_conf_01,-93.7192,CCOC(=O)c1cncn1[C@@H]1C[C@]2(OC)c3ccccc3CC[C@H]12
file7,A2010_entry_00126_conf_01,-93.715,Cc1cn(C[C@H]2Sc3ccc(F)cc3[C@H]2OCc2ccccc2)cn1
file19,A5901_entry_00249_conf_01,-93.7041,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC(C)(C)C)N1CCCC1
file5,A1382_entry_00126_conf_01,-93.6853,CCOC(=O)c1ccn([C@H]2CCCc3ccccc23)c1
file10,A2888_entry_00062_conf_01,-93.6828,NC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)[C@@H]1CCCCO1
file4,A1197_entry_00255_conf_01,-93.6788,CCOC(=O)c1cncn1[C@H]1CCCc2cc(OC)ccc12
file14,A4222_entry_00140_conf_01,-93.6743,O=C(NC1CCCC1)OC[C@@H](O)COc1ccc(Cl)cc1
file3,A631_entry_00003_conf_01,-93.6685,C=CCN(CCO)CCOc1ccc(Cl)cc1
file21,A6322_entry_00042_conf_01,-93.6667,C[C@H]1CC(=O)C[C@@H](C[C@H](O)[C@@H]2C[C@H](C)C[C@H](C)C2=O)C1
file19,A5675_entry_00023_conf_01,-93.6652,CC1=CC(=O)[N+](C(=C1)C[C@@H](C)CC(C)(C)C)NC=O
file1,A58_entry_00058_conf_01,-93.6591,Clc1ccc([C@H](Cn2ccnc2)OCC2CC2)c(Cl)c1
file4,A1222_entry_00280_conf_01,-93.6529,COC(=O)c1ccn([C@@H]2CCCc3ccccc23)c1
file9,A2609_entry_00097_conf_01,-93.647,CC(C)CO[C@H](Cn1ccnc1)c1ccc(Cl)cc1Cl
file15,A4417_entry_00021_conf_01,-93.6458,CCCN(C)CC#CCOc1cc(Cl)c(Cl)cc1Cl
file4,A1011_entry_00069_conf_01,-93.6395,CC(C)OC(=O)c1cncn1[C@@H]1CCCc2ccccc12
file2,A357_entry_00043_conf_01,-93.6366,CC(=O)CCO[C@@H](Cn1ccnc1)c1ccc(Cl)cc1
file7,A1912_entry_00028_conf_01,-93.6363,Cc1nc2ccccc2n1Cc1cccc(Cl)c1
file20,A6069_entry_00103_conf_01,-93.6314,CCOCCN[C@H](C)[C@H](O)c1ccc(SC(C)C)cc1
file20,A5983_entry_00017_conf_01,-93.6281,CCCCCCCCN[C@@H](C)[C@H](O)c1ccc(Br)cc1
file14,A4160_entry_00078_conf_01,-93.6279,CCc1ccccc1OC[C@@H](O)COC(=O)N
file9,A2720_entry_00208_conf_01,-93.6259,NC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1CCC1
file2,A332_entry_00018_conf_01,-93.6244,CCC(CC)O[C@@H](Cn1ccnc1)c1ccc(Cl)cc1
file1,A63_entry_00063_conf_01,-93.6201,C=C(C)CO[C@@H](Cn1ccnc1)c1ccc(Cl)cc1Cl
file20,A6199_entry_00233_conf_01,-93.6175,CCCN[C@@H](C)C[C@H](O)c1ccc(SC(C)C)cc1
file1,A182_entry_00182_conf_01,-93.6168,CCn1cc([C@@](c2ccccc2)(c2ccc(C)cc2)n2ccnc2)cn1
file11,A3297_entry_00157_conf_01,-93.6074,CC(C)[C@@H](CCc1ccc(Cl)cc1)Cn1ccnc1
file7,A2094_entry_00210_conf_01,-93.6065,CC(C)[C@H](Cn1ccnc1)c1ccc(Cl)cc1Cl
file20,A6026_entry_00060_conf_01,-93.6064,C#CCN[C@@H](C)[C@H](O)c1ccc(SC(C)C)cc1
file16,A5006_entry_00296_conf_01,-93.6063,CC(C)CC[C@@H](Oc1ccc(Cl)cc1)n1ccnc1
file10,A3008_entry_00182_conf_01,-93.6018,CN1CCN(C(=O)COC(c2ccc(Cl)cc2)(c2ccc(Cl)cc2)C2CC2)CC1
file3,A929_entry_00301_conf_01,-93.5938,CC/C(=C\c1ccc(C(C)(C)C)cc1)/CN1C[C@@H](C)O[C@@H](C)C1
file12,A3728_entry_00274_conf_01,-93.5824,C[C@@H](N1CCN(CC(F)(F)F)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file3,A703_entry_00075_conf_01,-93.5817,O[C@@](Cn1ccnc1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1Cl
file5,A1274_entry_00018_conf_01,-93.5784,Clc1cccc2c1CCc1ccccc1[C@H]2n1ccnc1
file9,A2764_entry_00252_conf_01,-93.5727,COc1ccc([C@@](O)(c2ccc(Cl)cc2)C2CCC2)cc1
file15,A4590_entry_00194_conf_01,-93.5716,N#C[C@](c1ccccc1)(c1ccccc1Cl)n1ccnc1
file20,A6080_entry_00114_conf_01,-93.5617,CC[C@@H](C)NC[C@H](O)c1ccc(SC(C)C)cc1
file16,A4959_entry_00249_conf_01,-93.5575,C=CCNC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C
file1,A211_entry_00211_conf_01,-93.5447,CCCC[C@H](O)/C=C/C=C/C(=O)N1CCCCC1=O
file5,A1303_entry_00047_conf_01,-93.5442,CCOc1ccc(Cl)c2c1CCc1ccccc1[C@H]2n1ccnc1
file4,A949_entry_00007_conf_01,-93.5429,CCOC(=O)c1c(C)ncn1[C@H]1CCCc2ccccc12
file17,A5028_entry_00004_conf_01,-93.5399,COc1ccc(O[C@@H](C(=O)C(C)(C)C)n2ccnc2)cc1
file19,A5893_entry_00241_conf_01,-93.5358,CC(C)C1=CC(=O)[N+](C(=C1)C[C@H](C)CC(C)(C)O)O
file20,A5974_entry_00008_conf_01,-93.5333,CCCCCCCCN[C@H](C)[C@@H](O)c1ccccc1
file8,A2505_entry_00307_conf_01,-93.525,CN(C/C=C/c1ccccc1)Cc1ccc(Br)o1
file9,A2702_entry_00190_conf_01,-93.5238,N#Cc1ccc([C@@](O)(c2ccc(Cl)cc2)C2CC2)cc1
file2,A603_entry_00289_conf_01,-93.5184,CC(C)N(CCO)CCOc1ccc(Cl)cc1
file7,A1992_entry_00108_conf_01,-93.5153,OC[C@@H]1Sc2ccc(F)cc2[C@@H]1OCc1ccccc1F
file1,A177_entry_00177_conf_01,-93.5118,N[C@](c1ccccc1)(c1ccccc1Cl)n1ccnc1
file14,A4157_entry_00075_conf_01,-93.5073,CC(C)c1ccc(OC[C@@H](O)COC(=O)N)cc1
file15,A4485_entry_00089_conf_01,-93.5037,CC(C)C(=O)NC[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file6,A1571_entry_00001_conf_01,-93.503,CN1CN(Cc2ccccc2)C(=O)C=C1c1ccccc1
file15,A4659_entry_00263_conf_01,-93.5001,c1ccc(C(C2=NCCN2)(c2ccccc2)n2ccnc2)cc1
file7,A2061_entry_00177_conf_01,-93.4906,C=CCO[C@@H](Cn1ccnc1)c1ccccc1Cl
file18,A5649_entry_00311_conf_01,-93.4901,CC1=CC(=O)[N+](C(=C1)CN(C)CC(C)(C)C)O
file8,A2485_entry_00287_conf_01,-93.4875,CN(C/C=C/c1ccccc1)Cc1cccnc1
file19,A5730_entry_00078_conf_01,-93.4758,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC(=O)CC(C)(C)C)O
file22,A6654_entry_00060_conf_01,-93.4729,CC(C)NC(=O)C[C@H]1CC(=O)C[C@@H](C[C@H](O)[C@@H]2C[C@@H](C)C[C@H](C)C2=O)C1
file7,A2141_entry_00257_conf_01,-93.4671,Cc1ccc(CN(C)C(=S)Oc2ccc3c(c2)CCC3)cc1
file6,A1761_entry_00191_conf_01,-93.4583,O=C(C1CC1)[C@@H](Cn1ccnc1)Oc1ccc(Cl)cc1Cl
file3,A872_entry_00244_conf_01,-93.4579,CC[C@@H](Cc1ccc(NC(=O)N2C[C@@H](C)O[C@H](C)C2)cc1)C(C)(C)C
file5,A1492_entry_00236_conf_01,-93.4569,CCOC(=O)c1cncn1[C@H]1C[C@@H]2Cc3ccccc3CN1C2
file22,A6651_entry_00057_conf_01,-93.4562,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)N(CC3CCCC3)C(=O)C2)C(=O)[C@@H](C)C1
file14,A4210_entry_00128_conf_01,-93.4504,CCCc1cccc(OC[C@H](O)COC(=O)N)c1
file19,A5938_entry_00286_conf_01,-93.4472,CCOC(=O)/C=C/c1ccc(CNC(C)C)cc1
file19,A5851_entry_00199_conf_01,-93.4457,CC(=O)C1=CC(=O)[N+](C(=C1)C[C@H](C)CC(C)(C)C)O
file5,A1463_entry_00207_conf_01,-93.4437,CCOC(=O)c1cncn1[C@H]1CCc2cccc(C(F)(F)F)c12
file12,A3635_entry_00181_conf_01,-93.4427,C[C@H](N)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file15,A4623_entry_00227_conf_01,-93.4418,CC(C)CNC(c1ccccc1)(c1ccccc1)n1ccnc1
file20,A6089_entry_00123_conf_01,-93.4409,CC(C)CCNC[C@H](O)c1ccc(SC(C)C)cc1
file4,A1064_entry_00122_conf_01,-93.4383,CCOC(=O)c1cncn1[C@@H]1C[C@H](C(C)C)c2ccccc12
file20,A6030_entry_00064_conf_01,-93.4321,CC(C)CCN[C@H](C)[C@H](O)c1ccc(SC(C)C)cc1
file13,A3929_entry_00161_conf_01,-93.4281,CC1=CC(=O)[N+](C(=C1)[C@H]1CCCC[C@@H]1c1ccccc1)O
file5,A1291_entry_00035_conf_01,-93.4232,OCCN1CCN([C@H]2c3ccccc3CCc3cc(Cl)cc(Cl)c23)CC1
file3,A777_entry_00149_conf_01,-93.4181,CCC(C)(C)c1ccc(CN2C[C@@H](C)O[C@@H](C)C2)cc1
file16,A4874_entry_00164_conf_01,-93.4166,CC(=O)O[C@@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C(=O)c1ccc(O)cc1
file19,A5664_entry_00012_conf_01,-93.4155,CC1=CC(=O)[N+](C(=C1)C[C@@H](C)CC1CCCC1)O
file4,A974_entry_00032_conf_01,-93.415,CCOC(=O)c1c(C)ncn1[C@H]1CCCc2ccccc12
file19,A5670_entry_00018_conf_01,-93.4142,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CCC(C)(C)C)N
file1,A169_entry_00169_conf_01,-93.4077,Cc1ccc(C(c2ccc(C)cc2)(c2ccccn2)n2ccnc2)cc1
file19,A5817_entry_00165_conf_01,-93.4039,CC1=C(C(=O)[N+](C(=C1)C[C@H](C)CC(C)(C)C)N)C
file7,A2197_entry_00313_conf_01,-93.3996,CC(C)N(C)C(=O)CS[C@H](C[N](=O)O)c1ccccc1Cl
file6,A1751_entry_00181_conf_01,-93.3984,CC(C)(C)C(=O)[C@H](Cn1ccnc1)Oc1ccc(C#N)cc1
file10,A2991_entry_00165_conf_01,-93.3975,CN(C)C(=O)c1ccc([C@@](O)(c2ccc(Cl)cc2)C2CC2)nc1
file15,A4615_entry_00219_conf_01,-93.3948,N[C@](c1ccc(Cl)cc1)(c1ccccc1Cl)n1ccnc1
file15,A4412_entry_00016_conf_01,-93.3855,Clc1cc(Cl)c(OCC#CCN2CCCCC2)cc1Cl
file20,A6101_entry_00135_conf_01,-93.371,CC[C@@H](C)CN[C@H](C)[C@H](O)c1ccc(SC)cc1
file7,A2168_entry_00284_conf_01,-93.3649,OCCN(C(=S)Oc1ccc2c(c1)CCCC2)c1cccc(O)c1
file1,A147_entry_00147_conf_01,-93.3556,CCn1cc([C@](c2ccccc2)(c2ccc(Cl)cc2)n2ccnc2)cn1
file16,A5024_entry_00314_conf_01,-93.354,CC(C)(C)C[C@H](Oc1ccc(F)cc1)n1ccnc1
file4,A1094_entry_00152_conf_01,-93.3484,O=C(OC1CCCCC1)c1cncn1[C@H]1CCCc2ccccc12
file14,A4242_entry_00160_conf_01,-93.3461,O=C(NC1CCCCC1)OC[C@@H](O)COc1ccc(Cl)cc1
file21,A6532_entry_00252_conf_01,-93.3432,CC[C@@H]1CC(=O)[C@H]([C@H](O)C[C@@H]2CC(=O)NC(=O)C[C@@H]2C)C1
file5,A1386_entry_00130_conf_01,-93.3355,CCOC(=O)c1ncn([C@@H]2CCc3ccccc23)c1C
file18,A5346_entry_00008_conf_01,-93.3261,O=C(O)C[C@@H](O)CCCCc1ccccc1
file5,A1400_entry_00144_conf_01,-93.3246,CCOC(=O)c1cncn1[C@@H]1CCCc2ccc(Cl)cc12
file14,A4262_entry_00180_conf_01,-93.3124,CCCOc1cccc(OC[C@H](O)COC(=O)N)c1
file5,A1475_entry_00219_conf_01,-93.3086,CCOC(=O)c1ncn([C@@H]2CCCc3ccccc23)c1C
file7,A1959_entry_00075_conf_01,-93.2959,Cc1ccc2nc(CO)n(Cc3ccc(Cl)cc3)c2c1
file15,A4651_entry_00255_conf_01,-93.2924,OCCN(c1ccccc1)C(c1ccccc1)(c1ccccc1)n1cncn1
