FOLDER,LIGAND_ENTRY,TOTAL_SCORE,SMILES
file3,A927_entry_00299_conf_01,-99.7663,CCC(C)(C)c1ccc(C[C@H](O)CN2C[C@@H]3C[C@H]2CO3)cc1
file5,A1396_entry_00140_conf_01,-99.7632,CCOC(=O)c1cncn1[C@H]1C[C@]2(C)C[C@H]1c1ccccc1O2
file7,A2092_entry_00208_conf_01,-99.7604,CCCCCO[C@@H](Cn1ccnc1)c1ccc(F)cc1Cl
file2,A448_entry_00134_conf_01,-99.7601,Fc1cccc(COc2ccccc2C(=C2CC2)n2ccnc2)c1
file9,A2590_entry_00078_conf_01,-99.7581,CN(C/C=C/c1ccc(F)cc1)Cc1ccccc1O
file15,A4494_entry_00098_conf_01,-99.7549,O=C1CCN(C[C@@](O)(Cn2cncn2)c2ccc(F)cc2F)C1
file8,A2370_entry_00172_conf_01,-99.7498,Fc1ccc([C@@H](Cn2ccnc2)c2ccc(Cl)cc2)cc1
file15,A4516_entry_00120_conf_01,-99.7487,Cc1cccn1C[C@@](O)(Cn1cncn1)c1ccc(F)cc1F
file12,A3466_entry_00012_conf_01,-99.7433,C[C@@H](N1CCc2cc(C#N)ccc2C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file3,A646_entry_00018_conf_01,-99.7432,OCCOc1ccccc1COc1ccc(Cl)cc1
file1,A22_entry_00022_conf_01,-99.7401,OCCCN(C(=S)Oc1ccc2c(c1)[C@@H]1CC[C@H]2C1)c1cccc(O)c1
file3,A890_entry_00262_conf_01,-99.7328,CCC(C)(C)c1ccc(C[C@H](C)CN2C(=O)COC(C)(C)C2=O)cc1
file7,A2056_entry_00172_conf_01,-99.7264,Fc1ccc2c(c1)[C@H](OCc1ccc(F)c(F)c1)[C@@H](Cn1ccnc1)CS2
file3,A901_entry_00273_conf_01,-99.7076,C[C@@H](Cc1ccc([C@@H](C)O)cc1)CN1C[C@@H](C)O[C@H](C)C1
file15,A4504_entry_00108_conf_01,-99.7007,O[C@@](CN1CCC(F)(F)CC1)(Cn1cncn1)c1ccc(F)cc1F
file16,A5010_entry_00300_conf_01,-99.6985,O=C([C@@H](Oc1ccc(Cl)cc1)n1ccnc1)N1CCCCC1
file17,A5115_entry_00091_conf_01,-99.6969,CC(C)(C)CC(=O)[C@H](Oc1ccc(F)cc1)n1ccnc1
file5,A1467_entry_00211_conf_01,-99.6927,CCCc1cn([C@H]2CCCc3ccccc23)c(C(=O)OCC)n1
file7,A2029_entry_00145_conf_01,-99.6904,Cc1ccc(CCO[C@H]2c3cc(F)ccc3S[C@@H]2Cn2ccnc2)cc1
file11,A3454_entry_00314_conf_01,-99.6869,C[C@@H](N1Cc2ccccc2C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file9,A2552_entry_00040_conf_01,-99.6868,CN(C/C=C/c1ccccc1)Cc1ccccc1N(C)C
file4,A1187_entry_00245_conf_01,-99.6822,CC(C)(C)OC(=O)c1cncn1[C@H]1CCCc2ccccc12
file15,A4447_entry_00051_conf_01,-99.6802,CN(C[C@@](O)(Cn1cncn1)c1ccc(F)cc1F)C1CC1
file3,A876_entry_00248_conf_01,-99.6791,CC[C@H](Cc1ccc(C(C)C)cc1)CN1C[C@H](C)O[C@H](C)C1
file20,A6124_entry_00158_conf_01,-99.6738,CCCCCCCCN[C@@H](C)[C@H](O)c1ccc(Cl)c(OC)c1
file20,A6190_entry_00224_conf_01,-99.6732,CCCCCCCCN[C@@H](C)[C@@H](O)c1cccc(Cl)c1
file15,A4437_entry_00041_conf_01,-99.6696,CN(Cc1ccccn1)C[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file10,A2867_entry_00041_conf_01,-99.6688,CN1CCN(Cc2ccc([C@](O)(c3ccc(Cl)cc3)C3CC3)cc2)CC1
file7,A2148_entry_00264_conf_01,-99.6654,C[C@H](Cc1ccccc1)N(C)C(=S)Oc1ccc2c(c1)CCC2
file15,A4525_entry_00129_conf_01,-99.6645,O[C@@](CNC1CCC1)(Cn1cncn1)c1ccc(F)cc1F
file3,A898_entry_00270_conf_01,-99.6593,CCC(C)(CC)c1ccc(C[C@@H](O)CN2C[C@@H](C)O[C@@H](C)C2)nc1
file1,A23_entry_00023_conf_01,-99.6571,C[C@H](C(=O)Oc1ccc2c(c1)[C@@H]1CC[C@H]2C1)c1ccccc1
file5,A1468_entry_00212_conf_01,-99.6558,CCOC(=O)c1cncn1[C@@H]1C[C@H]2Cc3ccccc3[C@@H]12
file17,A5090_entry_00066_conf_01,-99.6503,CCC[C@H](C)C(=O)[C@@H](Oc1ccc(Cl)cc1)n1ccnc1
file11,A3402_entry_00262_conf_01,-99.6458,CC(C)[C@@H](c1ccc(c2ccccc2)cc1)n1ccnc1
file17,A5059_entry_00035_conf_01,-99.6308,CCC[C@@H](C(=O)[C@@H](Oc1ccc(Cl)cc1)n1ccnc1)C(C)C
file6,A1877_entry_00307_conf_01,-99.6294,CCCC(=O)[C@H](Cn1ccnc1)Oc1ccc(CC)cc1Cl
file12,A3556_entry_00102_conf_01,-99.6284,C[C@H](N1CCCCC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file10,A2915_entry_00089_conf_01,-99.6241,CCN(CC)C(=O)c1cccc([C@](O)(c2ccc(Cl)cc2)C2CC2)c1
file12,A3530_entry_00076_conf_01,-99.6179,C[C@@H](N1CCC(C)(C)CC1=O)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file3,A893_entry_00265_conf_01,-99.6134,C[C@@H](Cc1ccc(C2CCCC2)cc1)CN1C[C@@H](C)O[C@@H](C)C1
file5,A1310_entry_00054_conf_01,-99.607,CN(C)CCCN[C@H]1c2ccccc2CCc2cc(Cl)cc(Cl)c12
file20,A6107_entry_00141_conf_01,-99.606,CCCCCCCCN[C@@H](C)[C@@H](O)c1cccc(C)c1
file9,A2549_entry_00037_conf_01,-99.5918,Cc1ccccc1/C=C/CN(C)Cc1ccccc1
file8,A2511_entry_00313_conf_01,-99.5896,CN(C/C=C/c1ccccc1)CCc1ccccc1
file7,A2161_entry_00277_conf_01,-99.5889,C[C@H](COc1ccc2c(c1)CCC2)N(C)c1ccccc1
file4,A1035_entry_00093_conf_01,-99.5865,CCOC(=O)c1cncn1[C@@H]1C[C@H](O)Cc2ccccc12
file20,A6043_entry_00077_conf_01,-99.5816,CCCCCCCCN[C@H](C)[C@@H](O)c1cccc(C)c1
file2,A628_entry_00314_conf_01,-99.5671,CCCN(CCO)CCOc1ccc(Cl)cc1
file10,A2994_entry_00168_conf_01,-99.5557,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1CN(c2ccccn2)C1
file12,A3705_entry_00251_conf_01,-99.5516,COCCN(C(C)C)[C@H](C)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file10,A2909_entry_00083_conf_01,-99.5493,CN1CCN(c2ccc([C@](O)(c3ccc(Cl)cc3)C3CCC3)cc2)CC1
file5,A1332_entry_00076_conf_01,-99.5164,CN(C)CCNC(=O)[C@H]1c2ccccc2CCc2cc(Cl)cc(Cl)c12
file7,A2048_entry_00164_conf_01,-99.5036,Fc1ccc2c(c1)[C@@H](OCCOCC1CC1)[C@H](Cn1ccnc1)S2
file6,A1844_entry_00274_conf_01,-99.4927,Cc1ccc(C(C)(C)C)c(O[C@H](Cn2ccnc2)C(=O)C(C)C)c1
file6,A1833_entry_00263_conf_01,-99.492,Cc1cccc(O[C@H](Cn2ccnc2)C(=O)C(C)(C)C)c1
file17,A5042_entry_00018_conf_01,-99.487,CCC(CC)C(=O)[C@H](Oc1ccc(F)cc1)n1ccnc1
file20,A6036_entry_00070_conf_01,-99.4854,CCCCCCCCN[C@H](C)[C@H](O)c1cc(C)cs1
file1,A184_entry_00184_conf_01,-99.4842,CC[C@](c1ccccc1)(c1ccncc1)c1ccc(F)cc1
file6,A1800_entry_00230_conf_01,-99.4726,CCN(CC)C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)C(C)(C)C
file10,A2855_entry_00029_conf_01,-99.4649,O[C@H](c1ccc(Cl)cc1)[C@](O)(c1ccc(Cl)cc1)[C@H]1CC[C@@H](O)CC1
file1,A24_entry_00024_conf_01,-99.4648,O=C(Oc1ccc2c(c1)[C@H]1CC[C@@H]2C1)N(CCO)c1ccccc1
file3,A843_entry_00215_conf_01,-99.4632,CC[C@@H](Cc1ccc(CC(C)(C)C)cc1)N1C[C@@H](C)O[C@@H](C)C1
file9,A2757_entry_00245_conf_01,-99.4622,O[C@](Cc1ccc(Cl)cc1)(c1ccc(Cl)cc1)C1CC1
file12,A3691_entry_00237_conf_01,-99.4611,C[C@@H](N1Cc2ccc(Br)cc2C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file1,A273_entry_00273_conf_01,-99.4451,CCCCCO[C@@H](Cn1ccnc1)c1ccc(Cl)cc1
file8,A2307_entry_00109_conf_01,-99.4448,C[C@H](c1ccccc1)[C@H](Cn1ccnc1)c1ccccc1
file20,A6204_entry_00238_conf_01,-99.4392,CCCCNC[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1
file20,A6027_entry_00061_conf_01,-99.4368,CC(C)CCN[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1
file8,A2294_entry_00096_conf_01,-99.4232,Fc1ccc([C@@H](Cn2ccnc2)c2cccc(F)c2)cc1
file17,A5118_entry_00094_conf_01,-99.4203,CCCC(C)(C)C(=O)[C@H](Oc1ccccc1Cl)n1ccnc1
file9,A2735_entry_00223_conf_01,-99.4183,NCc1ccc([C@@](O)(c2ccc(Cl)cc2)C2CC2)cc1
file13,A4049_entry_00281_conf_01,-99.4133,CC1=CC(=O)[N+](C(=C1)[C@@H]1CCC[C@@H](c2cccc(O)c2)C1)O
file21,A6548_entry_00268_conf_01,-99.4107,CCC[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)C[C@H]1C
file5,A1485_entry_00229_conf_01,-99.4093,CCOC(=O)c1cncn1[C@@H]1C[C@]2(C)Cc3ccccc3[C@H]1C2
file8,A2356_entry_00158_conf_01,-99.4042,Cc1ccc([C@@H](Cn2ccnc2)c2cccc(F)c2)cc1
file20,A6012_entry_00046_conf_01,-99.3993,CCCCCCCCN[C@H](C)[C@H](OC)c1ccc(OC)cc1
file5,A1393_entry_00137_conf_01,-99.3988,CCOC(=O)c1cncn1[C@@H]1C[C@H](c2ccccc2)Cc2ccccc12
file15,A4587_entry_00191_conf_01,-99.3897,C=C(C)CCO[C@H](Cn1ccnc1)c1ccc(Cl)cc1Cl
file7,A2099_entry_00215_conf_01,-99.3869,O=C(O[C@H](Cn1ccnc1)c1ccc(Cl)cc1Cl)C1CCC1
file15,A4673_entry_00277_conf_01,-99.3845,O[C@@H](Cc1ccc(Cl)cc1Cl)Cn1ccnc1
file7,A2108_entry_00224_conf_01,-99.3837,Clc1ccc([C@H](Cn2ccnc2)OC/C=C/C2CC2)c(Cl)c1
file6,A1775_entry_00205_conf_01,-99.3792,CC(C)C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)CCn1ccnc1
file6,A1767_entry_00197_conf_01,-99.3746,CC(C)CC(=O)[C@H](Cn1ccnc1)Oc1ccccc1Cl
file6,A1663_entry_00093_conf_01,-99.3723,CCN(CC)CCOC(=O)c1nc(c2ccccc2)ccc1OC
file16,A4823_entry_00113_conf_01,-99.3703,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C(=O)Cc1cccc(O)c1
file7,A2111_entry_00227_conf_01,-99.3645,CCC(CC)O[C@H](Cn1ccnc1)c1ccc(F)cc1Cl
file11,A3411_entry_00271_conf_01,-99.3597,CC(C)[C@H](c1ccc(c2ccccc2)cc1)n1ccnc1
file4,A1229_entry_00287_conf_01,-99.3529,CCOC(=O)c1cncn1[C@H]1C[C@](C)(O)c2ccccc12
file20,A6193_entry_00227_conf_01,-99.3512,CCN(CC)CCN[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1
file6,A1645_entry_00075_conf_01,-99.3489,CCN(CC)CCOC(=O)C1=Cc2ccccc2[OH+]C1=O
file12,A3589_entry_00135_conf_01,-99.3486,CC(C)N([C@H](C)[C@](O)(Cn1cncn1)c1ccc(F)cc1F)C(F)(F)F
file21,A6541_entry_00261_conf_01,-99.3479,C[C@@H]1C[C@@H]([C@H](O)C[C@H]2CC(=O)N[C@H](Cc3ccccc3)C2)C(=O)[C@@H](C)C1
file9,A2574_entry_00062_conf_01,-99.3434,C/C(=C\c1ccccc1)/CN(C)C/C=C/c1ccccc1
file6,A1618_entry_00048_conf_01,-99.3425,CCN(CC)CCOC(=O)c1c(OC)cccc1OCc1ccccc1
file14,A4328_entry_00246_conf_01,-99.3351,Cc1ccc(C(C)(C)c2ccc(OC[C@H](O)COC(=O)N)cc2)cc1
file7,A2001_entry_00117_conf_01,-99.3273,OC[C@@H]1CSc2ccc(F)cc2[C@@H]1OCc1c(F)cccc1F
file11,A3355_entry_00215_conf_01,-99.3229,CC(C)S[C@@H](CCc1ccc(Cl)cc1)Cn1ccnc1
file12,A3689_entry_00235_conf_01,-99.3121,C[C@H](N1C[C@H](O)C[C@@H]1C)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file5,A1411_entry_00155_conf_01,-99.3058,CCOC(=O)c1cncn1[C@H]1C[C@]2(C)C[C@H]1c1ccccc1O2
file1,A16_entry_00016_conf_01,-99.296,COc1cccc(CN(C)C(=S)Oc2ccc3c(c2)[C@H]2CC[C@@H]3C2)c1
file6,A1573_entry_00003_conf_01,-99.2881,CN1CN(Cc2ccccc2)/C(=N/Cc2ccccc2)/S1
file9,A2773_entry_00261_conf_01,-99.2862,CC(=O)N1CCN(c2ccc([C@](O)(c3ccc(Cl)cc3)C3CC3)cc2)CC1
file1,A216_entry_00216_conf_01,-99.2847,CC[C@H](C)[C@H](O)/C=C(\C)/C=C/C=C/C(=O)N1CCCC1=O
file11,A3415_entry_00275_conf_01,-99.2656,CCC(CC)O/N=C(\Cn1ccnc1)/c1ccc(Cl)cc1Cl
file17,A5130_entry_00106_conf_01,-99.2636,CCC(C)(C)C(=O)[C@@H](Oc1ccccc1C)n1ccnc1
file9,A2514_entry_00002_conf_01,-99.2629,COc1ccc(CN(C)C/C=C/c2ccccc2)cc1
file14,A4313_entry_00231_conf_01,-99.2551,CCCc1cc(Cl)ccc1OC[C@@H](O)COC(=O)N
file4,A1074_entry_00132_conf_01,-99.2541,CCOC(=O)c1cncn1[C@@H]1C[C@H](CO)c2ccccc12
file8,A2241_entry_00043_conf_01,-99.2532,N#Cc1ccc([C@@H](Cn2ccnc2)c2ccccc2)cc1
file6,A1625_entry_00055_conf_01,-99.2474,CCN(CC)C[C@H](C)Oc1ccccc1c1ccccc1
file6,A1831_entry_00261_conf_01,-99.2448,CC(C)(C)C(=O)[C@H](Cn1ccnc1)Oc1cc(Cl)c(Cl)cc1Cl
file10,A2955_entry_00129_conf_01,-99.2428,COc1ccc([C@@](O)(c2ccc(Cl)cc2)C2CCC2)cc1F
file4,A1254_entry_00312_conf_01,-99.2421,ClCCC[C@@H](OCCn1ccnc1)c1ccc(Cl)cc1Cl
file3,A882_entry_00254_conf_01,-99.2393,CC[C@@H]1CN(C[C@H](C)Cc2ccc(C(C)(C)C)cc2)C[C@@H](C)O1
file3,A804_entry_00176_conf_01,-99.2353,CCc1ccc(C[C@@H](CC)CN2C[C@H](C)O[C@H](C)C2)cc1
file4,A1021_entry_00079_conf_01,-99.2275,CCOC(=O)c1cncn1[C@H]1C[C@]2(C)C[C@H]1c1ccccc1O2
file6,A1788_entry_00218_conf_01,-99.2231,CC(C)[C@H](Oc1ccc(Cl)cc1Cl)C(=O)CCn1ccnc1
file15,A4646_entry_00250_conf_01,-99.2202,CCn1cc(C)c(C(c2ccccc2)(c2ccccc2)n2ccnc2)c1
file12,A3536_entry_00082_conf_01,-99.2191,C[C@H](N1CCOCC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file6,A1836_entry_00266_conf_01,-99.2064,CC(C)CC(=O)[C@@H](Cn1ccnc1)Oc1cccc(Cl)c1Cl
file20,A6095_entry_00129_conf_01,-99.2062,CCN(CC)[C@@H](C)[C@H](O)c1ccc(SC(C)C)cc1
file7,A2084_entry_00200_conf_01,-99.2003,CC/C=C\CO[C@@H](Cn1ccnc1)c1ccc(Cl)cc1Cl
file3,A771_entry_00143_conf_01,-99.1989,C[C@@H]1CN(CCCc2ccc(C(C)(C)C)cc2)C[C@H](C)O1
file10,A2952_entry_00126_conf_01,-99.1839,CCc1ccc([C@](O)(c2ccc(Cl)cc2)C2CC2)cc1
file12,A3766_entry_00312_conf_01,-99.1796,C[C@@H](N1CCC2(CC1)CN(C)C2)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file12,A3492_entry_00038_conf_01,-99.1791,CC(C)NC(=O)N1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1
file11,A3265_entry_00125_conf_01,-99.1735,Cc1ccccc1CN(C)Cc1ccc(Cl)cc1
file15,A4674_entry_00278_conf_01,-99.1731,CN(Cc1cccc2ccccc12)CC1CC1
file3,A830_entry_00202_conf_01,-99.1689,CCC(C)(C)c1ccc(CCN2C[C@H](C)O[C@H](C)C2)cc1
file20,A6093_entry_00127_conf_01,-99.1622,CC(C)CCNC[C@H](C)[C@H](O)c1ccc(SC(C)C)cc1
file21,A6325_entry_00045_conf_01,-99.1622,C[C@@H]1C[C@@H]([C@H](O)C[C@H]2CC(=O)N[C@H](C3CCCCC3)C2)C(=O)[C@@H](C)C1
file6,A1593_entry_00023_conf_01,-99.158,CCN(CC)CCOC(=O)c1ccc(Oc2ccccc2)cc1
file6,A1827_entry_00257_conf_01,-99.1537,CC(C)(C)C[C@@H](O)[C@H](Cn1ccnc1)Oc1ccc(Cl)cc1Cl
file6,A1780_entry_00210_conf_01,-99.1535,CCC(=O)[C@H](Cn1ccnc1)Oc1ccc(C)cc1C
file19,A5865_entry_00213_conf_01,-99.1456,CC1=CC(=O)[N+](C(=C1)C[C@@H](C)C[C@H]1CCCC[C@H]1C)O
file6,A1843_entry_00273_conf_01,-99.1333,Cc1cc(C)cc(O[C@@H](Cn2ccnc2)C(=O)C(C)(C)C)c1
file16,A4934_entry_00224_conf_01,-99.1314,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C(=O)C(=O)NCc1ccccc1
file10,A3111_entry_00285_conf_01,-99.1271,CC[C@@H](CO)O[C@@H](Cn1ccnc1)c1ccc(Cl)cc1Cl
file22,A6636_entry_00042_conf_01,-99.1252,CSC[C@H]1CC(=O)[C@@H](C[C@@H](O)[C@@H]2C[C@H](C)C[C@H](C)C2=O)CC1=O
file21,A6368_entry_00088_conf_01,-99.1244,CCC[C@H]1CC(=O)[C@H](C[C@@H](O)[C@@H]2C[C@H](C)C[C@H](C)C2=O)C1
file18,A5638_entry_00300_conf_01,-99.1186,CC1=CC(=O)[N+](C(=C1)C[C@@H](C)CCC(C)(C)O)O
file11,A3446_entry_00306_conf_01,-99.1174,CC(=O)N1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1
file2,A454_entry_00140_conf_01,-99.1067,CCOc1ccc(COc2ccccc2C(=C2CC2)n2ccnc2)cc1
file4,A1055_entry_00113_conf_01,-99.1054,COC(=O)CCCc1cncn1[C@@H]1CCCc2ccccc12
file2,A455_entry_00141_conf_01,-99.1007,Fc1cccc(COc2ccccc2/C(=C\C2CC2)/n2ccnc2)c1
file11,A3417_entry_00277_conf_01,-99.099,CC(C)[C@@H](C)O/N=C(\Cn1ccnc1)/c1ccc(Cl)cc1Cl
file6,A1583_entry_00013_conf_01,-99.0918,S=C1N(Cc2ccccc2)CN1Cc1ccc(Cl)cc1
file10,A2929_entry_00103_conf_01,-99.0865,Cn1cc([C@](O)(c2ccc(Cl)cc2)C2CC2)c2ccccc12
file8,A2325_entry_00127_conf_01,-99.0805,Cc1ccc([C@H](Cn2ccnc2)c2ccc(Cl)cc2)cc1
file8,A2296_entry_00098_conf_01,-99.0703,Ic1ccc([C@@H](Cn2ccnc2)c2ccccc2)cc1
file20,A6076_entry_00110_conf_01,-99.0667,CC(C)CCNC[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1
file5,A1517_entry_00261_conf_01,-99.0657,CN(C)c1ccc(C(O)(c2ccc(N(C)C)cc2)C2CC2)cc1
file15,A4519_entry_00123_conf_01,-99.0643,CCc1cn(C[C@@](O)(Cn2cncn2)c2ccc(F)cc2F)c(C)n1
file15,A4506_entry_00110_conf_01,-99.0611,O=C1CO[C@@]2(CCN(C[C@](O)(Cn3cncn3)c3ccc(F)cc3F)CC2)N1
file3,A828_entry_00200_conf_01,-99.0594,C[C@H](Cc1ccc(C(C)(C)C)cc1)CN1C[C@@H](C)O[C@H](C)C1
file8,A2323_entry_00125_conf_01,-99.048,Fc1ccc([C@H](Cn2ccnc2)c2ccc(Cl)cc2)cc1
file4,A1185_entry_00243_conf_01,-99.0388,CCCCCc1cncn1[C@H]1CCCc2ccccc12
file10,A2860_entry_00034_conf_01,-99.0276,CN(C)C(=O)Cc1ccc([C@@](O)(c2ccc(Cl)cc2)C2CC2)cc1
file14,A4280_entry_00198_conf_01,-99.0233,NC(=O)OC[C@H](O)COc1ccc(C2CCCCC2)cc1
file20,A6065_entry_00099_conf_01,-99.0194,CC[C@H](C)NC[C@H](C)[C@H](O)c1ccc(SC(C)C)cc1
file6,A1785_entry_00215_conf_01,-99.0163,Cc1ccc(C(C)C)c(O[C@H](Cn2ccnc2)C(=O)C(C)(C)C)c1
file15,A4663_entry_00267_conf_01,-99.0139,CC(C)COC(c1ccccc1)(c1ccccc1)n1ccnc1
file7,A2045_entry_00161_conf_01,-99.0138,C[C@@H]1Sc2ccc(F)cc2[C@@H]1OCc1cccc(F)c1F
file3,A775_entry_00147_conf_01,-99.0122,C[C@@H](Cc1ccc(CC(C)(C)C)cc1)N1C[C@@H](C)O[C@@H](C)C1
file15,A4446_entry_00050_conf_01,-99.0102,O[C@@](CNC1CCCC1)(Cn1cncn1)c1ccc(F)cc1F
file8,A2354_entry_00156_conf_01,-99.0057,Fc1ccc([C@H](CCn2ccnc2)c2ccccc2)cc1Cl
file7,A1971_entry_00087_conf_01,-98.9992,Cc1nc2ccccc2n1C[C@H](O)c1ccc(Cl)c(Cl)c1
file12,A3749_entry_00295_conf_01,-98.9774,C[C@@H](N(C)[C@H]1CC[C@@H](O)C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file20,A6176_entry_00210_conf_01,-98.9743,CCCCCN[C@@H](C)[C@@H](O)c1ccc(C(C)C)cc1
file3,A870_entry_00242_conf_01,-98.9731,CCC(C)(C)c1ccc(C[C@H](O)CN2C[C@@H](C)O[C@H](C)C2)c(C)c1
file12,A3513_entry_00059_conf_01,-98.9719,C[C@@H](N1CC[C@@](C)(CO)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file3,A786_entry_00158_conf_01,-98.9678,CCC(C)(C)c1ccc(C[C@@H](O)CN2C[C@@H](C)O[C@@H](C)C2)c(C)c1
file6,A1597_entry_00027_conf_01,-98.9555,CCN(CC)CCOC(=O)c1cc(C)ccc1O
file9,A2560_entry_00048_conf_01,-98.9549,Cc1ccc(CN(C)C/C=C/c2ccccc2)cc1
file12,A3563_entry_00109_conf_01,-98.9536,C[C@@H](NC1CCCC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
file6,A1870_entry_00300_conf_01,-98.9419,CCC(C)(C)C(=O)[C@@H](Cn1ccnc1)Oc1ccc(C)cc1C
file3,A795_entry_00167_conf_01,-98.9371,C[C@@H]1CN(CCCc2ccc(C(C)(C)C)cc2)C[C@@H](C)O1
file15,A4488_entry_00092_conf_01,-98.9303,O[C@](CNC1CCOCC1)(Cn1cncn1)c1ccc(F)cc1F
file19,A5879_entry_00227_conf_01,-98.9245,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC(C)(C)C)NC(=O)CCCC(=O)O
file16,A4725_entry_00015_conf_01,-98.924,CC(C)CN(C)Cc1cccc2ccccc12
file1,A39_entry_00039_conf_01,-98.92,CC(=O)[C@H](Cn1ccnc1)OCc1ccc(C(F)(F)F)cc1
file17,A5066_entry_00042_conf_01,-98.9197,CC(C)CC(=O)[C@H](Oc1ccc(F)cc1)n1ccnc1
file19,A5749_entry_00097_conf_01,-98.9047,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC(C)(C)C)OCCO
file20,A6074_entry_00108_conf_01,-98.9003,CCCCN[C@H](C)[C@H](O)c1ccc(SCC(C)C)cc1
file1,A43_entry_00043_conf_01,-98.8935,CC(C)CO[C@@H](Cn1ccnc1)c1ccc(Cl)cc1Cl
file8,A2253_entry_00055_conf_01,-98.8898,Cc1ccc(C(Cn2ccnc2)c2ccc(C)cc2)cc1
file3,A869_entry_00241_conf_01,-98.8875,CCC(C)(C)c1ccc(C[C@H](C)CN2CCOC[C@H]2C)cc1
file9,A2626_entry_00114_conf_01,-98.8663,CCN(Cc1cccs1)C(=S)Oc1ccc2c(c1)CCCC2
file8,A2285_entry_00087_conf_01,-98.8653,Brc1cccc([C@@H](CCn2ccnc2)c2ccccc2)c1
file6,A1867_entry_00297_conf_01,-98.8617,CC(C)CC(=O)[C@H](Cn1ccnc1)Oc1cc(Cl)ccc1Cl
file14,A4283_entry_00201_conf_01,-98.8582,CCCCCc1ccc(OC[C@@H](O)COC(=O)N)cc1
file1,A284_entry_00284_conf_01,-98.8538,CCCCCO[C@H](Cn1ccnc1)c1ccc(Cl)cc1
file4,A1181_entry_00239_conf_01,-98.8528,CCOC(=O)c1cncn1[C@H]1C[C@]2(CCc3ccccc23)c2ccccc12
file18,A5621_entry_00283_conf_01,-98.8483,CC1=CC(=O)[N+](C(=C1)C[C@H](C)CC(C)(C)C)NS(=O)(=O)C
file8,A2484_entry_00286_conf_01,-98.8467,CN(C/C=C/c1ccccc1)Cc1ccccn1
file4,A985_entry_00043_conf_01,-98.8449,CCOC(=O)c1cncn1[C@H]1C[C@@H](C(C)C)c2ccccc12
file16,A4774_entry_00064_conf_01,-98.8423,CC(=O)O[C@]1(C)CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C(=O)Nc1ccccc1
file6,A1649_entry_00079_conf_01,-98.8392,CCN(CC)CCCOC(=O)c1ccccc1Br
file21,A6501_entry_00221_conf_01,-98.8373,C[C@@H]1C[C@H](Cc2ccccc2)CC(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1
file2,A343_entry_00029_conf_01,-98.8318,OCCO[C@@H](Cn1ccnc1)c1ccc(Cl)cc1
file8,A2357_entry_00159_conf_01,-98.8317,Fc1ccc(Cl)c([C@H](Cn2ccnc2)c2ccccc2)c1
file20,A6232_entry_00266_conf_01,-98.8293,CCN(CC)CCN[C@@H](C)[C@H](O)c1ccc(SC(C)C)cc1
file3,A859_entry_00231_conf_01,-98.8287,CC[C@H]1CN(C[C@H](C)Cc2ccc(C(C)(C)C)cc2)C[C@@H](C)O1
file5,A1521_entry_00265_conf_01,-98.8275,CCC(O)(c1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1
file18,A5568_entry_00230_conf_01,-98.8199,CN(C)Cc1ccc(Cc2cc(c3cccnc3N)on2)cc1
file4,A1209_entry_00267_conf_01,-98.8176,CCOC(=O)Cc1cncn1[C@H]1CCOc2ccccc12
file5,A1356_entry_00100_conf_01,-98.8117,CCOC(=O)c1cncn1[C@@H]1C=C[C@H](c2ccccc2)C1
file15,A4693_entry_00297_conf_01,-98.8064,CN(CCC1CC1)Cc1cccc2ccccc12
