Time/Residue,AFR2_R1.xvg,AFR2_R2.xvg,Average
0.0,0.0005003,0.000507,0.00050365
0.01,0.0899278,0.0838331,0.08688045
0.02,0.0961505,0.0905127,0.0933316
0.03,0.1076317,0.0987195,0.1031756
0.04,0.1047383,0.1181251,0.1114317
0.05,0.116379,0.1107304,0.1135547
0.06,0.1058262,0.1054392,0.1056327
0.07,0.1106595,0.1092886,0.10997405
0.08,0.1100487,0.1050842,0.10756645
0.09,0.112329,0.1070056,0.1096673
0.1,0.1254189,0.1104234,0.11792115
0.11,0.1187881,0.1165332,0.11766065
0.12,0.1299499,0.1157855,0.1228677
0.13,0.1171434,0.1358951,0.12651925
0.14,0.1129729,0.1422865,0.1276297
0.15,0.1164615,0.1316242,0.12404285
0.16,0.1165656,0.1419969,0.12928125
0.17,0.1147174,0.1332094,0.1239634
0.18,0.1175725,0.1423405,0.1299565
0.19,0.1262213,0.133954,0.13008765
0.2,0.1182321,0.1322145,0.1252233
0.21,0.1225373,0.1220016,0.12226945
0.22,0.1162127,0.1376321,0.1269224
0.23,0.1316621,0.1419188,0.13679045
0.24,0.1232377,0.1360688,0.12965325
0.25,0.1178716,0.1390276,0.1284496
0.26,0.1275237,0.1470218,0.13727275
0.27,0.1290228,0.1361011,0.13256195
0.28,0.1265489,0.1355712,0.13106005
0.29,0.1260983,0.1382339,0.1321661
0.3,0.1239815,0.1489852,0.13648335
0.31,0.1228672,0.1345503,0.12870875
0.32,0.1352245,0.132474,0.13384925
0.33,0.1326538,0.1383154,0.1354846
0.34,0.1346243,0.1407788,0.13770155
0.35,0.129142,0.1484374,0.1387897
0.36,0.1262737,0.1428081,0.1345409
0.37,0.1318463,0.1417482,0.13679725
0.38,0.1260289,0.142354,0.13419145
0.39,0.1373164,0.1495668,0.1434416
0.4,0.1337089,0.1525669,0.1431379
0.41,0.134312,0.1369462,0.1356291
0.42,0.1319232,0.1409162,0.1364197
0.43,0.1320579,0.1465618,0.13930985
0.44,0.130574,0.1500115,0.14029275
0.45,0.1319226,0.1514947,0.14170865
0.46,0.1392164,0.1529297,0.14607305
0.47,0.1295562,0.1469902,0.1382732
0.48,0.1188805,0.1448768,0.13187865
0.49,0.1225298,0.1491083,0.13581905
0.5,0.1345196,0.1489886,0.1417541
0.5100001,0.1347333,0.1503081,0.1425207
0.52,0.1405612,0.1436852,0.1421232
0.53,0.1340736,0.1552866,0.1446801
0.54,0.1358718,0.1537785,0.14482515
0.55,0.1327046,0.1587928,0.1457487
0.56,0.130442,0.1648514,0.1476467
0.5700001,0.1224254,0.1640248,0.1432251
0.58,0.1237358,0.1507924,0.1372641
0.59,0.1281062,0.1446829,0.13639455
