GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
71,1645.7,3890.4,4620.73,443.27,255.97,-63.03,-3464.22,-28215.29,1508.36,18211.19,-5267.53,178.3,-1166.93,-5089.23,-6256.15
76,1583.09,3957.56,4652.17,455.28,263.15,-63.97,-3446.86,-28486.39,1524.05,18272.89,-5120.8,176.84,-1289.02,-4943.95,-6232.98
81,1583.73,3908.57,4635.58,442.21,259.36,-47.09,-3469.66,-28447.9,1508.96,18351.13,-5161.98,175.03,-1275.11,-4986.95,-6262.06
86,1640.27,3932.78,4594.68,449.88,229.73,-58.89,-3422.42,-28239.88,1481.24,18117.78,-5217.07,178.27,-1274.83,-5038.8,-6313.63
91,1603.9,3985.83,4609.3,459.25,245.58,-58.52,-3464.47,-28313.87,1503.15,18199.71,-5181.3,178.19,-1230.13,-5003.11,-6233.23
96,1676.51,3921.72,4671.4,458.62,260.54,-43.11,-3485.96,-28317.13,1485.38,18263.67,-5186.75,177.8,-1108.35,-5008.95,-6117.3
101,1578.51,3850.11,4666.1,441.79,251.84,-49.43,-3469.19,-28386.76,1479.65,18302.17,-5182.71,175.55,-1335.21,-5007.16,-6342.37
106,1521.3,3932.32,4664.98,453.3,248.44,-48.59,-3490.17,-28430.93,1533.88,18335.65,-5176.21,174.91,-1279.81,-5001.3,-6281.11
111,1590.91,3869.59,4644.15,450.62,239.0,-35.77,-3448.18,-28366.29,1466.55,18322.9,-5223.1,173.5,-1266.53,-5049.6,-6316.13
116,1567.54,3968.1,4653.67,436.15,245.32,-54.22,-3476.23,-28258.08,1533.41,18171.29,-5202.26,174.49,-1213.05,-5027.77,-6240.82
121,1638.18,3841.91,4664.31,433.05,241.27,-55.88,-3471.53,-28383.82,1495.98,18347.07,-5229.11,177.35,-1249.46,-5051.76,-6301.21
126,1560.03,3911.65,4625.52,455.17,236.23,-37.11,-3451.34,-28304.92,1524.14,18248.51,-5249.27,176.17,-1232.12,-5073.1,-6305.22
131,1617.52,3832.16,4659.19,445.51,238.83,-53.85,-3538.77,-28112.77,1508.02,18164.14,-5335.34,175.11,-1240.01,-5160.23,-6400.24
136,1642.79,3867.33,4669.86,451.32,250.84,-44.21,-3419.9,-28232.62,1503.4,18215.08,-5313.55,181.12,-1096.11,-5132.42,-6228.53
141,1598.95,3948.13,4616.7,455.5,239.13,-32.74,-3452.44,-28423.75,1506.83,18253.81,-5148.66,177.87,-1289.89,-4970.79,-6260.68
146,1654.91,3884.62,4616.15,456.58,223.62,-45.47,-3426.34,-28250.19,1506.24,18173.64,-5217.82,179.02,-1206.23,-5038.79,-6245.03
151,1638.72,3905.23,4627.36,444.65,249.43,-56.61,-3461.21,-28083.3,1523.6,18182.15,-5398.86,184.29,-1029.98,-5214.57,-6244.55
156,1579.06,3898.06,4664.08,443.61,246.12,-43.64,-3480.56,-28299.23,1493.4,18296.21,-5275.31,179.47,-1202.87,-5095.83,-6298.71
161,1560.55,3919.29,4630.09,448.47,237.05,-51.71,-3482.77,-28272.93,1516.7,18182.83,-5228.33,177.52,-1312.43,-5050.81,-6363.24
166,1583.4,3907.68,4635.46,440.74,228.88,-66.54,-3521.65,-28198.49,1531.31,18205.55,-5234.91,175.64,-1253.67,-5059.27,-6312.94
171,1634.3,3904.15,4646.75,431.18,252.73,-55.98,-3472.38,-28216.3,1477.79,18182.06,-5266.93,178.64,-1215.7,-5088.3,-6303.99
176,1595.5,3952.62,4635.25,443.94,232.14,-69.19,-3406.96,-28374.79,1509.91,18156.52,-5115.01,180.84,-1325.06,-4934.16,-6259.22
181,1619.69,3870.6,4632.61,448.22,250.03,-35.26,-3456.01,-28488.69,1474.03,18341.83,-5151.76,177.95,-1342.94,-4973.81,-6316.76
186,1563.66,3943.32,4620.36,439.78,248.12,-72.96,-3429.82,-28140.52,1490.0,18156.69,-5282.59,179.62,-1181.36,-5102.98,-6284.34
191,1585.88,3970.9,4634.17,448.78,231.52,-36.13,-3502.48,-28148.8,1480.77,18122.0,-5203.15,178.56,-1213.39,-5024.59,-6237.98
196,1652.67,3856.89,4669.35,441.17,233.23,-58.77,-3483.85,-28039.21,1492.83,18147.28,-5366.17,181.34,-1088.4,-5184.82,-6273.23
201,1489.58,3913.25,4656.0,439.75,254.01,-58.62,-3497.41,-28295.36,1475.39,18246.74,-5186.87,178.35,-1376.66,-5008.52,-6385.17
206,1550.17,3867.78,4654.59,430.65,239.67,-55.33,-3474.46,-28199.63,1509.29,18280.13,-5309.99,183.33,-1197.14,-5126.66,-6323.8
211,1654.27,3879.44,4617.18,458.93,255.08,-34.61,-3484.17,-28338.21,1501.39,18237.93,-5181.88,179.02,-1252.79,-5002.86,-6255.64
216,1629.24,3950.82,4637.42,457.77,243.52,-45.93,-3428.25,-28225.52,1493.85,18150.03,-5240.79,181.74,-1137.04,-5059.06,-6196.1
221,1603.31,3897.06,4646.83,445.03,248.06,-64.38,-3459.21,-28108.69,1464.34,18208.66,-5360.11,182.63,-1118.99,-5177.48,-6296.48
226,1667.65,3925.33,4588.59,442.98,229.31,-37.1,-3380.22,-28278.74,1498.92,18128.58,-5170.14,181.69,-1214.71,-4988.45,-6203.16
231,1611.32,3878.94,4661.75,445.12,263.76,-72.39,-3480.56,-28174.37,1479.53,18187.82,-5268.83,184.2,-1199.08,-5084.63,-6283.71
236,1580.06,3880.65,4631.08,436.43,223.36,-37.83,-3496.31,-28225.15,1495.68,18179.75,-5151.4,179.79,-1332.29,-4971.61,-6303.9
241,1618.31,3961.88,4601.31,444.64,240.29,-51.63,-3450.85,-28248.72,1473.64,18176.36,-5251.27,181.87,-1234.76,-5069.4,-6304.16
246,1562.9,3891.49,4639.58,434.63,246.39,-57.57,-3465.47,-28212.82,1502.3,18212.75,-5276.31,184.28,-1245.82,-5092.03,-6337.85
251,1588.1,3796.28,4627.32,453.95,242.88,-91.33,-3384.13,-28376.05,1546.7,18308.31,-5183.22,186.36,-1287.97,-4996.86,-6284.83
256,1629.87,3819.69,4649.81,455.36,261.61,-74.46,-3415.57,-28340.5,1496.44,18194.52,-5148.02,184.83,-1323.24,-4963.19,-6286.42
261,1610.13,3843.21,4629.53,443.22,224.77,-67.14,-3411.52,-28493.86,1502.85,18150.7,-4976.25,185.07,-1568.12,-4791.18,-6359.3
266,1582.41,3853.81,4629.66,426.77,233.65,-59.77,-3467.12,-28446.84,1474.94,18215.2,-5029.05,182.69,-1557.29,-4846.36,-6403.65
271,1605.02,3829.35,4659.29,434.5,250.77,-74.68,-3377.6,-28397.9,1529.12,18155.93,-5091.58,183.85,-1386.2,-4907.73,-6293.93
276,1605.19,3897.58,4622.43,446.64,235.44,-65.86,-3403.07,-28227.75,1511.76,18078.81,-5218.15,186.11,-1298.84,-5032.04,-6330.87
281,1597.11,3865.52,4670.87,450.54,247.67,-68.12,-3447.8,-28311.81,1511.29,18088.35,-5082.86,183.22,-1396.39,-4899.64,-6296.03
286,1572.73,3904.92,4650.65,462.94,227.59,-67.0,-3450.66,-28231.05,1495.35,18095.52,-5196.39,184.42,-1339.01,-5011.97,-6350.97
291,1625.7,3888.23,4694.92,457.69,223.85,-66.74,-3378.41,-28231.85,1503.86,18027.57,-5144.69,188.22,-1255.16,-4956.47,-6211.63
296,1580.17,3948.37,4651.33,431.6,238.6,-52.31,-3503.23,-28231.2,1497.9,18014.67,-5108.05,184.01,-1424.11,-4924.04,-6348.15
301,1604.98,3854.64,4622.81,447.97,231.32,-104.44,-3414.78,-28256.42,1488.98,18191.34,-5233.25,186.48,-1333.6,-5046.77,-6380.37
306,1583.58,3925.97,4617.6,435.18,232.63,-42.27,-3423.8,-28283.53,1514.4,18117.27,-5131.29,186.82,-1322.97,-4944.48,-6267.45
311,1567.78,3855.74,4651.91,423.62,220.07,-53.78,-3425.97,-28482.48,1543.44,18240.08,-5119.13,183.59,-1459.59,-4935.54,-6395.13
316,1640.99,3912.14,4660.33,448.22,237.78,-86.15,-3385.38,-28436.72,1500.94,18114.35,-5081.27,184.15,-1393.51,-4897.12,-6290.63
321,1556.38,3824.78,4644.01,417.45,241.61,-70.14,-3438.39,-28558.83,1499.08,18258.24,-5011.39,179.84,-1625.81,-4831.55,-6457.37
326,1639.9,3861.5,4637.07,438.96,237.83,-60.89,-3420.47,-28291.84,1495.57,18049.47,-5115.32,182.04,-1412.91,-4933.29,-6346.19
331,1653.85,3903.08,4628.25,445.24,234.98,-46.64,-3416.78,-28238.17,1500.61,18067.92,-5157.14,183.44,-1267.65,-4973.7,-6241.36
336,1610.13,3882.7,4658.13,440.66,229.76,-45.93,-3435.33,-28066.31,1522.35,18099.42,-5331.94,181.46,-1104.42,-5150.48,-6254.9
341,1634.14,3917.2,4646.13,448.04,229.79,-47.04,-3462.76,-28126.65,1483.97,18140.17,-5275.47,181.66,-1137.03,-5093.81,-6230.83
346,1620.57,3888.59,4648.11,447.44,264.5,-92.97,-3458.73,-28171.29,1481.62,18169.95,-5295.47,183.98,-1202.19,-5111.49,-6313.69
351,1635.46,3906.02,4640.19,460.96,252.62,-64.09,-3462.2,-28158.1,1495.44,18155.33,-5266.8,180.78,-1138.38,-5086.03,-6224.4
356,1577.57,3888.58,4608.23,452.35,227.01,-69.23,-3482.85,-27861.04,1526.16,18116.59,-5497.44,185.31,-1016.63,-5312.14,-6328.76
361,1591.06,3912.64,4640.89,449.55,269.94,-60.13,-3445.87,-28063.22,1500.45,18169.99,-5372.11,183.51,-1034.69,-5188.6,-6223.3
366,1550.66,3851.06,4608.75,445.45,232.8,-52.85,-3444.65,-28031.97,1494.39,18156.32,-5395.96,183.63,-1190.03,-5212.33,-6402.36
371,1570.03,3908.31,4645.68,441.51,224.71,-68.45,-3464.47,-28145.66,1507.73,18209.31,-5332.45,182.58,-1171.31,-5149.87,-6321.18
376,1609.88,3849.49,4668.94,457.09,248.94,-77.86,-3461.53,-28235.44,1523.72,18234.64,-5284.18,180.83,-1182.12,-5103.35,-6285.47
381,1624.89,3843.47,4622.61,452.42,245.63,-41.99,-3426.51,-28213.16,1489.8,18251.71,-5314.01,184.34,-1151.14,-5129.66,-6280.8
386,1585.93,3905.71,4641.7,439.76,237.72,-76.33,-3443.99,-27976.22,1485.39,18110.91,-5456.99,185.32,-1089.42,-5271.67,-6361.09
391,1629.1,3912.63,4658.3,444.36,251.41,-76.92,-3430.32,-28173.67,1493.99,18070.01,-5231.19,183.08,-1221.1,-5048.11,-6269.21
396,1612.6,3817.52,4556.83,435.23,239.22,-44.23,-3433.82,-28094.28,1510.51,18177.54,-5424.19,188.48,-1222.88,-5235.72,-6458.59
401,1521.26,3935.04,4645.58,456.81,221.83,-58.38,-3409.7,-27989.22,1524.25,18111.45,-5433.15,186.85,-1041.07,-5246.31,-6287.38
406,1670.93,3894.75,4591.16,443.55,240.16,-62.11,-3444.27,-28070.09,1492.1,18112.8,-5350.78,186.4,-1131.02,-5164.38,-6295.4
411,1574.31,3808.45,4655.17,437.31,228.51,-57.36,-3406.88,-28299.14,1531.88,18238.97,-5248.0,185.18,-1288.78,-5062.81,-6351.59
416,1674.67,3897.79,4583.87,444.81,236.67,-53.55,-3463.88,-28180.37,1491.82,18200.72,-5323.0,186.47,-1167.46,-5136.53,-6304.0
421,1553.65,3859.66,4674.0,446.79,250.59,-53.51,-3479.98,-28169.12,1500.6,18268.32,-5355.7,182.44,-1149.01,-5173.25,-6322.26
426,1592.36,3942.0,4635.1,445.36,273.33,-75.78,-3453.74,-28144.36,1496.74,18159.6,-5305.51,182.12,-1129.39,-5123.39,-6252.78
431,1567.21,3930.19,4660.48,452.04,256.4,-94.59,-3481.11,-27876.55,1467.2,18161.09,-5554.72,185.7,-957.65,-5369.01,-6326.67
436,1596.65,3964.68,4635.85,443.75,226.88,-75.94,-3450.64,-27995.85,1506.09,18086.82,-5417.18,184.51,-1061.71,-5232.67,-6294.38
441,1574.11,3906.02,4687.09,461.21,259.75,-76.43,-3455.23,-27994.03,1490.81,18117.54,-5377.02,186.02,-1029.17,-5191.0,-6220.17
446,1603.77,3895.42,4681.2,452.88,240.42,-71.8,-3431.97,-28068.43,1503.29,18218.96,-5402.82,185.26,-976.25,-5217.56,-6193.81
451,1628.86,3794.22,4627.69,439.28,228.66,-59.81,-3459.56,-28099.36,1497.78,18225.49,-5411.61,186.55,-1176.76,-5225.06,-6401.82
456,1551.65,3941.1,4634.94,441.24,221.48,-88.34,-3443.42,-28041.37,1491.31,18153.25,-5379.16,184.94,-1138.17,-5194.22,-6332.38
461,1596.6,3842.79,4639.99,457.36,240.3,-50.19,-3477.78,-28154.94,1514.59,18228.39,-5343.0,184.08,-1162.9,-5158.92,-6321.82
466,1618.08,3957.95,4622.77,449.95,253.31,-89.04,-3378.6,-28035.48,1482.32,18122.53,-5442.18,189.92,-996.19,-5252.26,-6248.45
471,1654.6,3928.83,4676.7,472.43,256.71,-72.06,-3444.24,-28085.54,1487.34,18154.44,-5423.35,185.28,-970.79,-5238.07,-6208.86
476,1611.28,3845.92,4659.37,446.57,220.16,-57.25,-3500.38,-28046.96,1485.7,18271.92,-5424.38,182.64,-1063.67,-5241.74,-6305.41
481,1591.28,3874.44,4650.19,446.37,230.83,-78.37,-3455.41,-28157.93,1508.73,18265.1,-5353.51,185.76,-1124.76,-5167.74,-6292.51
486,1543.41,3892.93,4610.46,440.22,249.3,-80.54,-3460.77,-28199.78,1498.15,18346.44,-5355.51,183.52,-1160.18,-5171.99,-6332.17
491,1558.42,3858.87,4660.15,441.5,244.1,-70.49,-3448.07,-27993.22,1476.87,18185.36,-5470.06,186.41,-1086.52,-5283.65,-6370.16
496,1625.62,3905.76,4682.86,453.03,236.3,-98.09,-3482.65,-27998.59,1484.97,18253.88,-5507.43,185.91,-936.92,-5321.51,-6258.43
501,1596.46,3873.12,4598.75,448.8,242.22,-62.14,-3458.13,-27904.32,1494.46,18162.54,-5526.62,186.14,-1008.24,-5340.48,-6348.72
506,1623.6,3911.18,4688.88,446.64,248.69,-81.63,-3461.19,-28070.0,1506.41,18244.56,-5445.88,185.44,-942.87,-5260.44,-6203.31
511,1583.09,3942.83,4702.13,432.71,227.83,-58.73,-3420.36,-27941.69,1489.31,18095.28,-5425.28,187.88,-947.6,-5237.4,-6185.0
516,1564.18,3837.77,4635.64,449.04,231.24,-73.66,-3459.56,-28131.58,1517.87,18214.28,-5335.28,184.47,-1214.78,-5150.81,-6365.59
521,1565.42,3864.59,4661.43,458.06,241.78,-82.16,-3470.66,-27898.98,1505.62,18096.04,-5443.56,188.25,-1058.87,-5255.31,-6314.19
526,1614.67,3813.6,4671.92,447.38,246.11,-98.3,-3451.74,-28015.98,1467.12,18225.19,-5410.05,185.66,-1080.05,-5224.39,-6304.43
531,1610.27,3975.88,4648.81,453.11,245.26,-66.33,-3476.47,-28069.57,1478.7,18234.33,-5419.9,183.45,-966.01,-5236.46,-6202.47
536,1593.59,3853.06,4641.26,450.72,230.33,-95.4,-3496.76,-27972.32,1507.22,18195.14,-5448.72,183.79,-1093.16,-5264.93,-6358.09
541,1616.58,3834.39,4633.21,436.92,233.4,-64.68,-3447.99,-27968.33,1499.37,18162.85,-5430.58,184.91,-1064.27,-5245.67,-6309.94
546,1608.91,3813.11,4661.82,448.14,235.28,-75.8,-3434.05,-27809.7,1476.2,18144.24,-5597.78,187.82,-931.86,-5409.97,-6341.82
551,1610.66,3850.27,4655.04,436.43,259.64,-101.07,-3483.52,-27842.99,1504.87,18100.07,-5550.84,184.19,-1010.6,-5366.64,-6377.24
556,1564.2,3912.7,4688.66,438.32,250.73,-73.34,-3480.25,-27855.85,1501.27,18232.78,-5590.54,183.23,-820.79,-5407.3,-6228.1
561,1594.78,3974.91,4653.92,455.92,246.15,-101.11,-3454.93,-28045.54,1470.3,18118.07,-5395.01,181.69,-1087.53,-5213.32,-6300.85
566,1555.47,3862.95,4649.99,433.76,247.25,-79.17,-3457.41,-27861.06,1497.37,18155.13,-5522.91,185.8,-995.71,-5337.11,-6332.82
571,1665.25,3906.94,4631.53,458.01,241.35,-97.18,-3469.03,-27722.25,1491.39,18090.37,-5586.59,183.38,-803.63,-5403.21,-6206.84
576,1614.48,3899.66,4632.07,455.97,248.42,-72.27,-3455.73,-27728.74,1494.11,18168.94,-5689.44,187.64,-743.09,-5501.8,-6244.89
581,1585.02,3916.71,4640.3,456.52,237.28,-60.01,-3512.15,-27811.71,1479.72,18191.36,-5599.45,184.45,-876.94,-5414.99,-6291.94
586,1590.43,3909.21,4677.06,435.37,260.62,-81.26,-3514.64,-27952.1,1494.47,18093.39,-5399.3,180.61,-1087.46,-5218.68,-6306.14
591,1567.7,3867.3,4649.89,439.14,231.19,-68.58,-3432.56,-27914.33,1512.18,18164.34,-5568.89,184.38,-983.74,-5384.52,-6368.26
596,1589.07,3870.24,4641.11,448.05,239.94,-71.14,-3432.2,-27960.96,1508.15,18178.64,-5459.96,184.01,-989.12,-5275.96,-6265.07
601,1626.2,3905.23,4590.24,454.0,215.49,-97.9,-3484.28,-27945.78,1467.88,18188.64,-5454.52,183.51,-1080.29,-5271.02,-6351.3
606,1621.57,3896.48,4665.02,453.73,261.67,-63.49,-3479.01,-27963.15,1525.18,18207.52,-5524.61,185.06,-874.48,-5339.55,-6214.04
611,1615.23,3887.85,4622.68,462.07,243.42,-88.47,-3430.5,-27899.85,1480.42,18093.3,-5537.47,186.28,-1013.85,-5351.18,-6365.03
616,1561.55,3838.29,4647.12,453.18,211.33,-57.89,-3474.36,-27855.41,1482.12,18142.67,-5535.43,184.16,-1051.38,-5351.28,-6402.65
621,1627.54,3802.7,4636.41,430.65,241.55,-77.54,-3474.64,-28070.27,1490.16,18119.12,-5336.11,184.64,-1274.32,-5151.46,-6425.79
626,1626.51,3843.56,4607.96,435.75,242.44,-75.29,-3437.8,-27956.43,1473.6,18073.0,-5443.46,181.92,-1166.7,-5261.54,-6428.23
631,1631.73,3898.47,4623.19,453.43,240.43,-59.83,-3493.28,-28121.37,1487.1,18259.68,-5395.65,184.58,-1080.47,-5211.07,-6291.53
636,1594.98,3940.96,4656.56,463.16,251.07,-90.35,-3478.14,-28168.23,1494.02,18235.08,-5332.6,181.71,-1100.9,-5150.89,-6251.79
641,1602.2,3873.4,4665.04,454.82,240.43,-86.27,-3415.85,-28327.17,1513.66,18240.85,-5231.93,186.03,-1238.9,-5045.9,-6284.8
646,1622.19,3877.9,4649.73,459.83,235.63,-65.77,-3424.76,-28093.12,1515.24,18169.41,-5418.91,185.61,-1053.7,-5233.3,-6287.0
651,1574.31,3983.02,4577.28,451.07,231.8,-49.79,-3421.91,-28131.11,1467.76,18239.55,-5387.51,184.05,-1078.02,-5203.46,-6281.48
656,1540.6,3896.82,4593.24,446.56,248.56,-51.32,-3441.94,-28172.05,1468.63,18298.18,-5376.07,184.83,-1172.72,-5191.24,-6363.96
661,1607.02,3873.14,4648.68,434.33,230.22,-48.78,-3457.93,-28140.95,1518.57,18212.53,-5412.65,183.78,-1123.18,-5228.87,-6352.05
666,1610.05,3818.07,4646.98,443.87,239.95,-64.88,-3426.4,-28223.42,1506.27,18303.13,-5361.12,184.82,-1146.38,-5176.3,-6322.68
671,1618.84,3825.69,4594.67,442.46,236.12,-57.3,-3457.81,-28241.29,1483.62,18309.98,-5334.85,184.13,-1245.01,-5150.72,-6395.73
676,1610.64,3880.83,4636.0,464.4,249.28,-58.86,-3467.97,-28263.3,1513.18,18311.26,-5327.25,179.68,-1124.53,-5147.57,-6272.11
681,1592.86,3836.45,4627.03,450.39,236.75,-55.25,-3426.05,-28101.02,1499.08,18204.5,-5418.08,183.81,-1135.27,-5234.26,-6369.53
686,1630.24,3905.82,4610.47,439.96,252.61,-50.59,-3460.93,-28143.39,1473.67,18275.95,-5406.38,183.18,-1066.19,-5223.2,-6289.39
691,1612.87,3832.59,4639.05,452.8,228.11,-50.87,-3443.97,-28062.03,1511.81,18298.17,-5461.8,184.05,-981.47,-5277.75,-6259.22
696,1635.69,3878.17,4605.46,446.72,238.49,-70.62,-3439.33,-28025.32,1495.0,18220.3,-5465.99,186.66,-1015.43,-5279.33,-6294.77
701,1657.06,3904.26,4644.79,445.35,243.35,-60.17,-3432.35,-28012.04,1506.51,18222.91,-5525.57,186.63,-880.33,-5338.94,-6219.27
706,1671.57,3861.0,4660.35,444.66,212.33,-62.76,-3415.81,-28239.11,1460.49,18197.77,-5338.39,181.66,-1209.51,-5156.73,-6366.24
711,1588.95,3858.34,4609.56,430.76,212.54,-66.31,-3427.45,-28113.22,1488.28,18308.07,-5455.87,187.24,-1110.48,-5268.63,-6379.11
716,1603.24,3891.38,4628.86,449.81,257.64,-67.84,-3412.0,-28068.64,1472.75,18159.07,-5407.13,187.14,-1085.73,-5219.99,-6305.72
721,1631.92,3853.16,4642.31,451.93,257.66,-52.65,-3451.91,-28053.13,1483.83,18165.98,-5408.99,187.52,-1070.89,-5221.47,-6292.36
726,1566.43,3814.99,4626.74,437.48,220.17,-38.78,-3434.13,-28083.88,1517.96,18402.31,-5515.82,186.51,-970.71,-5329.31,-6300.02
731,1599.94,3966.45,4615.28,457.61,229.72,-69.18,-3424.98,-28082.67,1507.77,18299.6,-5498.45,186.15,-900.46,-5312.3,-6212.76
736,1532.79,3858.53,4612.57,444.15,234.09,-96.2,-3445.37,-28207.46,1507.41,18273.61,-5326.03,187.41,-1285.89,-5138.61,-6424.51
741,1512.99,3905.63,4608.97,443.49,232.38,-58.94,-3443.36,-28188.18,1502.08,18311.85,-5371.05,185.84,-1173.09,-5185.21,-6358.3
746,1618.06,3990.92,4597.31,456.37,263.42,-54.47,-3442.76,-28078.54,1500.8,18347.03,-5495.89,185.59,-801.87,-5310.29,-6112.17
751,1610.16,3841.21,4637.16,450.35,237.32,-84.64,-3399.78,-28004.16,1502.85,18233.36,-5500.82,185.08,-976.18,-5315.74,-6291.92
756,1582.63,3892.37,4640.25,434.01,242.37,-62.36,-3425.86,-28110.17,1524.03,18303.04,-5424.25,184.09,-979.7,-5240.16,-6219.86
761,1627.82,3852.67,4573.24,438.05,236.92,-55.11,-3455.37,-27983.95,1476.94,18185.3,-5469.32,182.44,-1103.49,-5286.88,-6390.37
766,1557.86,3924.07,4630.24,446.02,236.69,-79.91,-3479.9,-28222.4,1506.09,18282.64,-5347.24,183.09,-1198.6,-5164.16,-6362.76
771,1588.01,3850.27,4654.61,444.82,225.75,-75.05,-3435.36,-28061.08,1511.95,18247.81,-5491.34,185.14,-1048.27,-5306.2,-6354.47
776,1610.54,3883.46,4663.09,442.08,240.37,-90.68,-3448.88,-27986.43,1523.61,18216.3,-5515.4,185.13,-946.55,-5330.27,-6276.82
781,1581.65,3870.05,4613.58,442.2,224.1,-76.63,-3457.93,-27969.83,1503.18,18249.46,-5498.86,183.21,-1020.16,-5315.65,-6335.81
786,1624.67,3885.94,4667.46,438.95,249.99,-72.33,-3419.5,-28005.98,1484.78,18209.53,-5467.71,186.18,-936.48,-5281.54,-6218.02
791,1556.92,3918.94,4663.22,433.17,252.08,-64.72,-3458.0,-28039.0,1518.35,18213.29,-5441.61,182.01,-1005.76,-5259.6,-6265.36
796,1634.99,3786.81,4628.2,440.34,234.31,-88.85,-3418.87,-28369.51,1495.32,18346.72,-5255.57,181.25,-1310.55,-5074.32,-6384.87
801,1645.21,3935.66,4610.61,442.72,220.18,-91.83,-3464.18,-28091.8,1474.98,18288.91,-5448.56,183.22,-1029.54,-5265.33,-6294.88
806,1629.66,3877.29,4633.03,458.17,266.79,-93.87,-3421.58,-28068.46,1483.53,18315.01,-5520.89,182.35,-920.43,-5338.54,-6258.97
811,1534.15,3905.49,4635.87,441.27,224.94,-73.26,-3438.77,-28090.28,1480.78,18245.59,-5418.24,182.09,-1134.22,-5236.15,-6370.37
816,1579.88,3864.39,4647.27,441.4,260.15,-70.49,-3435.04,-28155.48,1518.79,18345.43,-5455.15,182.29,-1003.7,-5272.86,-6276.56
821,1634.74,3910.22,4629.13,458.85,247.16,-59.52,-3455.14,-28097.83,1493.33,18310.67,-5472.67,180.88,-928.38,-5291.79,-6220.17
826,1533.2,3865.56,4607.78,433.21,236.39,-58.99,-3433.33,-28104.27,1507.13,18350.96,-5466.72,183.31,-1062.36,-5283.41,-6345.77
831,1604.44,3899.98,4613.81,455.8,226.3,-67.7,-3434.79,-28110.06,1482.69,18214.05,-5442.59,185.72,-1115.48,-5256.87,-6372.35
836,1581.81,3979.85,4641.43,434.31,257.77,-45.87,-3487.81,-27791.74,1481.66,18038.02,-5553.47,184.36,-910.56,-5369.11,-6279.67
841,1578.17,3875.05,4663.64,434.43,240.22,-75.67,-3405.27,-27959.18,1491.03,18156.9,-5544.68,184.82,-1000.69,-5359.87,-6360.56
846,1642.86,3874.27,4629.32,444.16,233.45,-72.59,-3441.22,-28008.14,1494.84,18208.59,-5475.21,182.88,-994.45,-5292.33,-6286.78
851,1594.64,3873.52,4635.69,437.92,243.09,-81.95,-3451.66,-27948.48,1488.49,18274.23,-5561.35,183.65,-934.51,-5377.7,-6312.2
856,1604.65,3833.04,4659.9,438.91,244.73,-76.14,-3446.27,-28171.85,1495.51,18226.11,-5381.36,183.48,-1191.41,-5197.88,-6389.29
