-1.66296	-2.62726	16.60000
-1.50112	-2.62726	16.60000
-1.33927	-2.62726	16.60000
-1.17743	-2.62726	16.60000
-1.01559	-2.62726	16.60000
-0.85374	-2.62726	16.60000
-0.69190	-2.62726	16.60000
-0.53006	-2.62726	16.60000
-0.36822	-2.62726	16.60000
-0.20637	-2.62726	16.60000
-0.04453	-2.62726	16.60000
0.11732	-2.62726	16.60000
0.27916	-2.62726	16.60000
0.44100	-2.62726	16.60000
0.60284	-2.62726	16.60000
0.76469	-2.62726	16.60000
0.92653	-2.62726	16.60000
1.08837	-2.62726	16.60000
1.25022	-2.62726	16.60000
1.41206	-2.62726	16.60000
1.57390	-2.62726	16.60000
1.73575	-2.62726	16.60000
1.89759	-2.62726	16.60000
2.05943	-2.62726	16.60000
2.22128	-2.62726	16.60000
2.38312	-2.62726	16.60000
2.54496	-2.62726	16.60000
2.70680	-2.62726	16.60000
2.86865	-2.62726	13.10000
3.03049	-2.62726	16.60000
3.19233	-2.62726	16.60000
3.35418	-2.62726	16.60000
-1.66296	-2.48107	16.60000
-1.50112	-2.48107	16.60000
-1.33927	-2.48107	16.60000
-1.17743	-2.48107	16.60000
-1.01559	-2.48107	16.60000
-0.85374	-2.48107	16.60000
-0.69190	-2.48107	16.60000
-0.53006	-2.48107	16.60000
-0.36822	-2.48107	16.60000
-0.20637	-2.48107	16.60000
-0.04453	-2.48107	16.60000
0.11732	-2.48107	16.60000
0.27916	-2.48107	16.60000
0.44100	-2.48107	16.60000
0.60284	-2.48107	16.60000
0.76469	-2.48107	16.60000
0.92653	-2.48107	16.60000
1.08837	-2.48107	16.60000
1.25022	-2.48107	16.60000
1.41206	-2.48107	16.60000
1.57390	-2.48107	16.60000
1.73575	-2.48107	16.60000
1.89759	-2.48107	16.60000
2.05943	-2.48107	16.60000
2.22128	-2.48107	16.60000
2.38312	-2.48107	16.60000
2.54496	-2.48107	16.60000
2.70680	-2.48107	15.90000
2.86865	-2.48107	13.80000
3.03049	-2.48107	16.60000
3.19233	-2.48107	16.60000
3.35418	-2.48107	16.60000
-1.66296	-2.33488	16.60000
-1.50112	-2.33488	16.60000
-1.33927	-2.33488	16.60000
-1.17743	-2.33488	16.60000
-1.01559	-2.33488	16.60000
-0.85374	-2.33488	16.60000
-0.69190	-2.33488	16.60000
-0.53006	-2.33488	16.60000
-0.36822	-2.33488	16.60000
-0.20637	-2.33488	16.60000
-0.04453	-2.33488	16.60000
0.11732	-2.33488	16.60000
0.27916	-2.33488	16.60000
0.44100	-2.33488	16.60000
0.60284	-2.33488	16.60000
0.76469	-2.33488	16.60000
0.92653	-2.33488	16.60000
1.08837	-2.33488	16.60000
1.25022	-2.33488	16.60000
1.41206	-2.33488	16.60000
1.57390	-2.33488	16.60000
1.73575	-2.33488	16.60000
1.89759	-2.33488	16.60000
2.05943	-2.33488	16.60000
2.22128	-2.33488	16.60000
2.38312	-2.33488	16.60000
2.54496	-2.33488	16.60000
2.70680	-2.33488	13.80000
2.86865	-2.33488	15.90000
3.03049	-2.33488	15.90000
3.19233	-2.33488	16.60000
3.35418	-2.33488	15.90000
-1.66296	-2.18870	16.60000
-1.50112	-2.18870	16.60000
-1.33927	-2.18870	16.60000
-1.17743	-2.18870	16.60000
-1.01559	-2.18870	16.60000
-0.85374	-2.18870	16.60000
-0.69190	-2.18870	16.60000
-0.53006	-2.18870	16.60000
-0.36822	-2.18870	16.60000
-0.20637	-2.18870	16.60000
-0.04453	-2.18870	16.60000
0.11732	-2.18870	16.60000
0.27916	-2.18870	16.60000
0.44100	-2.18870	16.60000
0.60284	-2.18870	16.60000
0.76469	-2.18870	16.60000
0.92653	-2.18870	16.60000
1.08837	-2.18870	16.60000
1.25022	-2.18870	16.60000
1.41206	-2.18870	16.60000
1.57390	-2.18870	16.60000
1.73575	-2.18870	16.60000
1.89759	-2.18870	16.60000
2.05943	-2.18870	16.60000
2.22128	-2.18870	16.60000
2.38312	-2.18870	15.90000
2.54496	-2.18870	15.90000
2.70680	-2.18870	13.80000
2.86865	-2.18870	11.70000
3.03049	-2.18870	13.10000
3.19233	-2.18870	13.80000
3.35418	-2.18870	16.60000
-1.66296	-2.04251	16.60000
-1.50112	-2.04251	16.60000
-1.33927	-2.04251	16.60000
-1.17743	-2.04251	16.60000
-1.01559	-2.04251	16.60000
-0.85374	-2.04251	16.60000
-0.69190	-2.04251	16.60000
-0.53006	-2.04251	16.60000
-0.36822	-2.04251	16.60000
-0.20637	-2.04251	16.60000
-0.04453	-2.04251	16.60000
0.11732	-2.04251	16.60000
0.27916	-2.04251	16.60000
0.44100	-2.04251	16.60000
0.60284	-2.04251	16.60000
0.76469	-2.04251	16.60000
0.92653	-2.04251	16.60000
1.08837	-2.04251	16.60000
1.25022	-2.04251	16.60000
1.41206	-2.04251	16.60000
1.57390	-2.04251	16.60000
1.73575	-2.04251	16.60000
1.89759	-2.04251	16.60000
