GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
141,1589.1,4035.11,4594.93,461.47,251.65,-63.47,-3405.83,-28099.23,1465.26,18001.59,-5334.49,185.46,-1169.42,-5149.03,-6318.45
146,1639.47,3960.16,4631.55,452.6,224.88,-57.32,-3458.2,-28140.71,1492.96,18066.96,-5348.46,184.31,-1187.65,-5164.15,-6351.8
151,1591.98,3948.71,4582.43,462.08,217.77,-53.67,-3443.46,-28228.84,1502.09,18232.63,-5386.08,182.34,-1188.28,-5203.74,-6392.02
156,1599.85,3918.71,4630.01,446.71,241.65,-61.09,-3455.35,-28181.2,1532.91,18101.72,-5311.2,181.99,-1226.1,-5129.21,-6355.3
161,1652.41,3878.15,4604.93,454.06,260.55,-78.71,-3434.27,-28018.62,1509.66,18049.67,-5436.14,183.45,-1122.17,-5252.69,-6374.86
166,1612.43,3902.13,4610.56,458.07,249.35,-61.06,-3441.7,-28140.34,1514.24,18156.82,-5431.08,183.07,-1139.5,-5248.01,-6387.51
171,1671.69,3858.91,4630.2,445.54,243.34,-78.68,-3479.57,-28132.16,1481.78,18098.64,-5344.59,181.86,-1260.3,-5162.73,-6423.03
176,1605.37,3828.15,4609.87,441.5,245.23,-72.28,-3437.06,-28152.06,1519.45,18032.77,-5307.03,179.71,-1379.05,-5127.32,-6506.37
181,1604.04,3910.96,4646.8,442.9,250.9,-102.13,-3411.55,-28096.71,1473.69,18116.4,-5415.91,183.16,-1164.7,-5232.75,-6397.45
186,1585.29,3854.92,4635.11,451.99,248.78,-88.6,-3479.78,-28251.11,1513.08,18229.43,-5297.32,183.98,-1300.88,-5113.34,-6414.22
191,1562.13,3881.25,4618.99,446.16,244.04,-89.13,-3428.91,-28062.71,1501.34,18070.46,-5398.53,180.76,-1256.37,-5217.76,-6474.13
196,1558.08,3956.72,4622.44,460.84,234.5,-78.45,-3438.94,-28231.18,1540.19,18159.81,-5295.82,179.36,-1215.99,-5116.46,-6332.44
201,1649.55,3927.72,4609.78,437.1,245.44,-59.22,-3450.49,-28030.02,1472.83,17996.87,-5421.21,185.03,-1200.44,-5236.19,-6436.63
206,1617.75,3864.48,4622.23,435.87,252.3,-65.44,-3431.37,-28064.75,1485.22,18049.87,-5386.3,186.95,-1233.84,-5199.35,-6433.19
211,1630.91,3911.32,4583.79,461.16,229.0,-53.86,-3459.25,-28041.59,1484.45,18113.77,-5419.34,182.91,-1140.3,-5236.43,-6376.73
216,1577.28,3921.76,4601.59,442.41,237.63,-59.26,-3471.48,-27995.56,1527.16,18015.52,-5447.83,182.98,-1202.96,-5264.85,-6467.81
221,1633.32,3900.29,4668.28,466.87,246.79,-90.08,-3446.3,-28178.76,1496.28,18175.15,-5339.3,183.16,-1128.17,-5156.14,-6284.31
226,1630.85,3984.22,4592.29,464.91,249.3,-58.41,-3437.45,-28087.36,1476.46,18036.35,-5325.97,185.78,-1148.84,-5140.19,-6289.03
231,1555.65,3934.27,4635.26,455.53,252.86,-78.25,-3375.94,-28194.46,1500.52,18070.94,-5308.59,184.32,-1243.61,-5124.27,-6367.88
236,1633.71,3831.01,4628.49,445.78,244.33,-68.86,-3416.24,-28296.27,1506.56,18167.3,-5284.36,185.87,-1324.19,-5098.48,-6422.67
241,1587.86,3865.89,4628.25,433.34,225.09,-79.95,-3420.45,-28200.64,1510.3,18115.56,-5314.73,185.99,-1334.74,-5128.74,-6463.48
246,1609.32,3976.28,4622.17,448.41,265.45,-72.17,-3454.27,-28241.4,1478.52,18094.34,-5270.18,182.11,-1273.36,-5088.06,-6361.42
251,1653.19,3887.98,4609.45,461.95,217.08,-74.18,-3421.29,-28188.95,1488.04,18039.4,-5285.45,183.05,-1327.34,-5102.41,-6429.75
256,1627.58,3984.6,4619.57,457.6,227.3,-77.72,-3428.45,-28073.71,1503.67,18050.45,-5324.11,184.63,-1109.09,-5139.48,-6248.57
261,1586.64,3918.88,4656.62,452.68,259.14,-69.17,-3425.9,-28065.19,1540.78,18108.03,-5441.02,180.92,-1037.46,-5260.1,-6297.56
266,1636.71,3916.51,4612.96,445.3,247.9,-104.33,-3416.26,-28059.96,1522.47,18139.39,-5406.05,183.82,-1059.32,-5222.23,-6281.55
271,1662.79,3881.37,4615.51,434.86,250.89,-77.45,-3413.02,-28098.34,1518.81,18144.37,-5406.93,184.83,-1080.23,-5222.1,-6302.33
276,1634.63,3930.79,4595.56,458.46,256.31,-79.38,-3413.91,-28306.03,1496.21,18132.83,-5233.73,183.22,-1294.55,-5050.51,-6345.06
281,1620.16,3916.08,4630.41,450.83,241.87,-50.3,-3416.53,-28142.66,1509.45,18161.68,-5351.38,185.56,-1079.0,-5165.82,-6244.82
286,1585.86,3948.03,4634.21,455.26,246.0,-94.75,-3421.62,-28045.82,1473.65,18069.83,-5385.89,187.13,-1149.35,-5198.77,-6348.12
291,1610.14,3914.49,4650.08,459.24,249.98,-68.62,-3406.27,-28059.99,1504.39,18147.33,-5445.95,185.3,-999.24,-5260.65,-6259.88
296,1611.0,4000.28,4652.45,451.9,246.59,-87.54,-3444.71,-28036.33,1516.4,18033.06,-5366.31,184.61,-1056.91,-5181.7,-6238.61
301,1614.7,3867.08,4648.75,439.26,241.07,-60.13,-3443.5,-28167.26,1507.58,18142.1,-5347.65,185.36,-1210.35,-5162.28,-6372.64
306,1658.76,3878.52,4625.08,446.29,240.05,-54.8,-3422.82,-28082.54,1464.26,18065.63,-5382.63,187.11,-1181.57,-5195.51,-6377.08
311,1637.67,3864.77,4599.83,455.6,238.37,-54.58,-3374.13,-27989.92,1500.02,18099.46,-5512.59,188.24,-1022.91,-5324.34,-6347.25
316,1573.88,3932.77,4640.42,442.45,247.97,-66.08,-3405.87,-28245.55,1508.85,17987.09,-5170.91,182.07,-1384.06,-4988.83,-6372.89
321,1612.72,3876.07,4599.95,460.96,247.0,-67.8,-3408.41,-28269.35,1502.99,18123.3,-5251.01,186.35,-1322.58,-5064.66,-6387.24
326,1615.6,3864.41,4577.26,443.57,223.33,-44.93,-3384.71,-28223.39,1509.65,18113.06,-5249.08,188.52,-1306.15,-5060.56,-6366.71
331,1642.52,3892.54,4613.83,449.27,244.08,-46.46,-3413.19,-28187.18,1471.7,18066.69,-5275.52,187.6,-1266.2,-5087.92,-6354.12
336,1554.39,3881.52,4612.44,443.23,236.93,-57.71,-3389.05,-28335.46,1482.22,18149.43,-5209.51,185.76,-1422.05,-5023.75,-6445.8
341,1587.21,3894.97,4576.13,436.92,231.08,-59.24,-3405.97,-28285.52,1519.51,18127.97,-5202.0,186.52,-1376.93,-5015.47,-6392.4
346,1566.0,3902.84,4604.08,441.53,243.71,-63.87,-3404.07,-28217.1,1532.44,18083.41,-5211.27,181.66,-1311.03,-5029.61,-6340.64
351,1570.77,3850.2,4602.7,443.15,252.51,-71.47,-3412.05,-28406.56,1525.68,18238.16,-5196.58,188.17,-1406.91,-5008.41,-6415.32
356,1590.83,3840.29,4593.15,427.08,235.49,-65.23,-3345.82,-28219.2,1500.36,18121.28,-5291.04,191.95,-1321.78,-5099.1,-6420.88
361,1638.46,3910.12,4601.55,453.83,252.82,-75.2,-3424.66,-28021.05,1479.55,18064.06,-5409.73,190.44,-1120.51,-5219.29,-6339.8
366,1595.83,3859.95,4624.49,447.49,261.0,-35.19,-3419.16,-27943.14,1499.94,18052.03,-5452.87,191.29,-1056.75,-5261.57,-6318.32
371,1637.99,3951.35,4606.05,453.32,253.26,-61.81,-3386.67,-28054.62,1492.8,17924.65,-5345.04,186.2,-1183.67,-5158.84,-6342.51
376,1647.26,3874.39,4635.12,445.3,259.18,-34.21,-3410.45,-28195.09,1499.04,18049.6,-5230.27,185.52,-1229.85,-5044.75,-6274.6
381,1559.19,3875.64,4608.81,444.83,245.95,-43.45,-3372.0,-28252.06,1502.02,18140.98,-5253.61,189.12,-1290.08,-5064.49,-6354.57
386,1600.71,3898.26,4644.53,435.0,247.6,-52.86,-3417.02,-28153.95,1537.41,18113.5,-5286.8,188.34,-1146.82,-5098.46,-6245.28
391,1592.16,3862.78,4596.1,434.1,237.34,-76.68,-3416.04,-28184.11,1525.15,18208.89,-5392.34,186.79,-1220.31,-5205.55,-6425.86
396,1641.01,3865.63,4599.17,428.07,276.6,-61.59,-3396.26,-28140.79,1497.91,18114.87,-5364.29,187.85,-1175.38,-5176.44,-6351.82
401,1614.13,3936.06,4620.93,451.02,239.39,-66.02,-3439.09,-28175.05,1473.96,18179.12,-5341.8,189.53,-1165.56,-5152.26,-6317.82
406,1621.66,3824.34,4614.59,436.05,246.45,-39.57,-3387.03,-28235.74,1487.18,18252.17,-5339.76,187.42,-1179.89,-5152.34,-6332.23
411,1642.22,3935.55,4589.06,453.99,240.1,-48.32,-3395.88,-28140.65,1487.12,18074.72,-5364.97,188.55,-1162.09,-5176.42,-6338.51
416,1529.82,3919.74,4583.61,443.5,224.54,-29.4,-3413.22,-28071.39,1477.5,18125.68,-5441.34,189.61,-1209.63,-5251.73,-6461.36
421,1600.41,3928.88,4625.49,451.22,225.64,-65.42,-3392.74,-28107.85,1504.63,18063.87,-5363.88,191.07,-1165.86,-5172.81,-6338.67
426,1559.74,3979.73,4611.5,448.35,240.69,-72.98,-3420.58,-28157.28,1472.94,18051.33,-5299.43,187.44,-1286.56,-5111.99,-6398.55
431,1631.79,3951.99,4604.28,471.36,256.51,-75.16,-3452.67,-28184.07,1485.83,18165.68,-5311.69,182.23,-1144.44,-5129.45,-6273.89
436,1589.51,3895.3,4624.55,443.52,257.8,-16.05,-3402.99,-28375.96,1525.23,18239.03,-5228.05,184.61,-1220.05,-5043.44,-6263.49
441,1593.2,3894.44,4626.03,453.92,235.23,-73.43,-3405.41,-28388.64,1509.13,18161.42,-5209.96,182.35,-1394.11,-5027.61,-6421.72
446,1629.58,3814.76,4601.49,435.47,250.64,-71.14,-3427.77,-28250.85,1499.42,18189.43,-5255.27,184.72,-1328.98,-5070.54,-6399.52
451,1588.83,3972.99,4653.46,457.46,236.62,-72.36,-3404.21,-28091.15,1488.37,17984.75,-5304.13,187.27,-1185.25,-5116.87,-6302.12
456,1671.87,3874.48,4619.67,453.35,226.65,-62.71,-3410.61,-28146.03,1490.09,18123.89,-5305.94,184.91,-1159.36,-5121.03,-6280.39
461,1621.49,3894.15,4567.41,441.02,239.12,-47.53,-3446.66,-28183.34,1504.66,18102.0,-5246.0,184.95,-1307.68,-5061.05,-6368.73
466,1627.23,3870.66,4617.35,449.43,242.68,-72.65,-3422.93,-28181.24,1490.91,18091.8,-5264.76,182.18,-1286.77,-5082.57,-6369.34
471,1537.89,3889.04,4636.76,446.15,241.36,-54.73,-3418.74,-28283.69,1537.19,18081.21,-5190.9,183.77,-1387.56,-5007.14,-6394.7
476,1590.58,3893.29,4599.16,445.46,246.1,-36.39,-3499.26,-28337.45,1487.95,18140.07,-5137.71,182.68,-1470.5,-4955.02,-6425.52
481,1614.85,3854.16,4653.37,433.22,248.23,-67.21,-3426.51,-28228.02,1476.87,18118.66,-5281.43,182.97,-1322.38,-5098.46,-6420.83
486,1570.59,3838.38,4648.3,438.36,243.52,-87.74,-3392.11,-28116.07,1510.65,18178.89,-5411.95,186.86,-1167.23,-5225.1,-6392.33
491,1551.68,3894.95,4576.33,453.47,241.97,-33.94,-3464.32,-28282.6,1490.14,18190.05,-5266.74,186.7,-1382.28,-5080.05,-6462.33
496,1606.68,3904.54,4645.49,441.4,241.87,-65.52,-3427.85,-28313.26,1536.61,18146.39,-5231.42,185.71,-1283.67,-5045.72,-6329.38
501,1632.46,3931.27,4625.54,452.54,258.88,-70.52,-3438.8,-28247.81,1496.24,18130.27,-5275.28,184.96,-1229.94,-5090.32,-6320.25
506,1680.17,3934.43,4595.89,471.89,234.24,-68.7,-3453.7,-28290.53,1509.81,18132.91,-5194.96,182.07,-1253.59,-5012.9,-6266.49
511,1634.89,3914.6,4621.71,451.5,233.21,-68.13,-3410.61,-28230.18,1476.5,18046.98,-5233.22,185.17,-1329.53,-5048.05,-6377.58
516,1604.55,3895.18,4594.32,433.69,243.5,-42.49,-3397.27,-28264.25,1501.46,18129.46,-5242.47,181.71,-1301.86,-5060.77,-6362.63
521,1593.3,3933.01,4594.03,442.54,239.74,-67.68,-3437.82,-28070.79,1483.82,18041.76,-5301.74,185.27,-1248.09,-5116.47,-6364.55
526,1668.6,3874.2,4571.91,449.36,233.43,-61.18,-3424.06,-28216.9,1505.24,17997.38,-5218.24,182.07,-1402.01,-5036.16,-6438.18
531,1626.68,3913.35,4601.58,444.24,224.18,-57.07,-3397.51,-28319.02,1527.74,18121.6,-5180.35,184.4,-1314.22,-4995.95,-6310.18
536,1617.77,3884.17,4601.41,460.28,240.58,-60.73,-3412.7,-28349.35,1550.78,18107.22,-5152.43,183.7,-1360.57,-4968.73,-6329.3
541,1607.78,3945.17,4585.88,449.78,242.34,-67.31,-3386.79,-28279.58,1481.6,17996.58,-5114.17,184.14,-1424.54,-4930.04,-6354.58
546,1525.02,3895.58,4630.1,459.11,255.23,-70.13,-3384.88,-28262.63,1513.42,18183.85,-5255.39,185.85,-1255.34,-5069.54,-6324.89
551,1586.69,3840.26,4606.49,433.37,248.76,-66.9,-3451.09,-28314.9,1495.62,18130.66,-5153.44,183.61,-1491.05,-4969.84,-6460.89
556,1646.09,3837.52,4621.88,448.33,224.1,-71.35,-3397.38,-28244.6,1493.22,18078.81,-5232.99,185.34,-1363.38,-5047.65,-6411.04
561,1620.48,3786.79,4593.31,449.11,234.91,-58.17,-3379.32,-28276.77,1516.87,18218.59,-5244.43,187.31,-1294.21,-5057.11,-6351.32
566,1605.09,3885.92,4582.02,436.79,244.05,-57.21,-3390.47,-28225.12,1515.14,18113.92,-5272.36,189.48,-1289.85,-5082.87,-6372.72
571,1643.46,3880.11,4635.16,439.4,238.54,-64.55,-3416.41,-28240.06,1497.99,18082.77,-5222.26,185.66,-1303.59,-5036.6,-6340.19
576,1602.29,3941.59,4616.3,437.04,242.61,-81.19,-3403.9,-28154.78,1467.9,18099.98,-5360.87,185.9,-1232.15,-5174.97,-6407.12
581,1618.31,3854.13,4638.01,456.16,240.64,-91.28,-3431.96,-28155.23,1512.46,18120.9,-5358.5,185.35,-1237.85,-5173.15,-6411.0
586,1627.01,3843.59,4578.84,436.6,241.37,-67.81,-3396.0,-28158.82,1526.38,18221.28,-5429.02,184.03,-1147.57,-5244.99,-6392.56
591,1610.37,3883.04,4590.79,452.9,250.18,-61.21,-3442.76,-28296.33,1489.45,18124.52,-5223.03,185.55,-1399.06,-5037.48,-6436.54
596,1627.77,3880.12,4618.91,450.34,231.24,-47.4,-3412.87,-28166.21,1522.84,18099.48,-5299.34,183.75,-1195.77,-5115.59,-6311.36
601,1595.2,3797.16,4581.67,435.58,240.73,-48.81,-3372.4,-28259.06,1514.68,18124.0,-5306.77,190.41,-1391.26,-5116.36,-6507.62
606,1560.88,3887.45,4609.17,448.98,239.99,-33.0,-3417.2,-28177.01,1522.34,18145.12,-5302.96,186.63,-1213.27,-5116.33,-6329.6
611,1568.42,3927.74,4650.15,445.48,252.99,-70.03,-3366.47,-28252.41,1523.01,18147.88,-5299.24,185.29,-1173.25,-5113.95,-6287.2
616,1651.44,3922.38,4618.13,459.42,234.18,-66.15,-3428.89,-28307.46,1506.62,18262.05,-5248.17,183.8,-1148.3,-5064.37,-6212.67
621,1590.96,3857.06,4610.86,443.01,240.77,-31.38,-3425.91,-28339.57,1513.82,18213.65,-5185.2,184.96,-1326.72,-5000.24,-6326.96
626,1597.99,3897.77,4633.27,450.41,241.24,-61.24,-3396.54,-28170.35,1508.91,18141.72,-5319.35,185.28,-1156.81,-5134.07,-6290.88
631,1655.31,3895.58,4624.54,454.95,249.69,-86.11,-3376.26,-28372.54,1503.2,18119.12,-5186.02,186.23,-1332.51,-4999.79,-6332.3
636,1593.33,3863.58,4617.15,459.22,252.23,-89.82,-3430.2,-28212.83,1508.58,18163.26,-5305.52,185.83,-1275.51,-5119.69,-6395.2
641,1613.91,3948.11,4607.39,449.39,231.22,-70.35,-3388.92,-28160.71,1502.51,18036.23,-5314.7,185.23,-1231.23,-5129.47,-6360.7
646,1622.66,3962.48,4594.78,443.87,221.01,-61.79,-3404.06,-28275.15,1495.07,18038.48,-5225.23,183.12,-1362.65,-5042.11,-6404.76
651,1573.29,3887.14,4589.59,445.81,227.31,-42.64,-3448.46,-28180.26,1503.09,18125.01,-5286.3,181.51,-1320.12,-5104.79,-6424.91
656,1617.3,3965.66,4570.89,447.76,239.11,-56.47,-3342.26,-28236.05,1516.41,18050.51,-5297.16,185.2,-1227.15,-5111.96,-6339.11
661,1606.65,3733.74,4597.28,440.19,261.51,-62.76,-3397.9,-28194.63,1522.2,18120.12,-5312.59,184.67,-1373.59,-5127.93,-6501.52
666,1616.73,4026.59,4575.06,453.35,234.17,-47.73,-3399.04,-27952.71,1488.49,17950.22,-5386.26,188.46,-1054.86,-5197.81,-6252.67
671,1646.9,3865.52,4602.94,449.96,229.69,-49.32,-3477.59,-27923.77,1478.47,18069.0,-5502.75,187.33,-1108.19,-5315.43,-6423.61
676,1675.15,3889.32,4581.24,453.45,224.95,-72.76,-3440.4,-28183.27,1498.84,18097.54,-5326.46,186.29,-1275.95,-5140.17,-6416.12
681,1542.32,3890.09,4568.13,440.34,227.93,-54.77,-3434.2,-28171.23,1553.08,18116.35,-5290.97,184.71,-1321.97,-5106.26,-6428.22
686,1581.1,3860.62,4603.24,460.68,233.16,-64.54,-3434.03,-28116.98,1507.15,18097.33,-5336.04,188.53,-1272.27,-5147.51,-6419.78
691,1600.57,3917.17,4612.89,453.94,233.38,-83.78,-3448.18,-28096.67,1490.57,18108.68,-5375.68,185.42,-1211.44,-5190.26,-6401.69
696,1553.16,3774.56,4583.75,437.42,235.98,-76.2,-3405.14,-28157.25,1526.69,18150.42,-5346.31,187.23,-1376.62,-5159.08,-6535.71
701,1626.33,3922.35,4562.32,455.68,234.51,-63.52,-3446.95,-28060.48,1485.1,18022.37,-5330.99,187.79,-1262.29,-5143.19,-6405.48
706,1602.35,3874.65,4575.68,431.38,244.76,-61.17,-3394.42,-28049.19,1462.56,18043.85,-5403.68,190.12,-1269.54,-5213.56,-6483.1
711,1586.14,3894.49,4612.52,438.71,244.21,-67.1,-3407.82,-28259.04,1509.5,18124.7,-5290.15,187.4,-1323.68,-5102.75,-6426.43
716,1578.82,3953.1,4581.55,458.37,236.42,-49.2,-3390.45,-28172.69,1506.91,18139.96,-5370.42,188.92,-1157.22,-5181.5,-6338.72
721,1630.52,3840.14,4632.18,435.63,244.27,-44.35,-3383.36,-28218.5,1527.97,18093.74,-5303.3,187.72,-1241.76,-5115.58,-6357.34
726,1647.85,3849.96,4614.88,450.09,250.62,-71.17,-3383.53,-28176.13,1504.85,18059.37,-5310.35,188.98,-1253.22,-5121.37,-6374.59
731,1623.15,3912.87,4648.74,448.26,243.11,-66.6,-3395.59,-28278.36,1474.03,18151.01,-5252.17,185.34,-1239.39,-5066.83,-6306.22
736,1634.0,3864.85,4598.81,437.82,242.76,-69.63,-3392.62,-28067.62,1484.74,18042.73,-5385.96,190.5,-1224.18,-5195.47,-6419.64
741,1576.37,3856.27,4636.54,455.88,249.68,-68.43,-3390.19,-28100.42,1501.05,18141.96,-5417.22,185.0,-1141.31,-5232.22,-6373.53
746,1635.64,3908.06,4615.24,452.02,235.17,-62.16,-3433.31,-27974.49,1454.1,17907.06,-5362.96,189.58,-1262.67,-5173.38,-6436.04
751,1656.59,3933.45,4607.92,451.33,259.37,-87.02,-3393.74,-28156.74,1493.54,18109.19,-5376.88,185.52,-1126.11,-5191.36,-6317.47
756,1554.24,3936.82,4612.41,446.49,212.07,-82.84,-3393.42,-28221.53,1517.86,17996.29,-5237.69,186.15,-1421.61,-5051.55,-6473.15
761,1587.26,3841.82,4577.83,443.85,245.6,-66.63,-3351.92,-28144.31,1518.18,18124.3,-5362.38,188.68,-1224.02,-5173.7,-6397.72
766,1564.69,3906.71,4595.84,447.35,238.49,-57.49,-3385.02,-28213.57,1522.38,18075.54,-5319.39,188.95,-1305.08,-5130.44,-6435.52
771,1547.45,3868.23,4618.04,449.9,238.9,-33.85,-3392.45,-28329.95,1510.87,18192.51,-5242.75,187.15,-1330.34,-5055.6,-6385.93
776,1608.14,3848.16,4647.54,427.16,240.12,-63.34,-3438.39,-28340.93,1476.2,18173.21,-5197.13,188.52,-1422.14,-5008.61,-6430.75
781,1576.77,3830.96,4569.82,453.41,233.95,-35.61,-3385.86,-28351.19,1532.56,18120.93,-5198.8,188.18,-1454.25,-5010.62,-6464.87
786,1678.84,3971.15,4612.11,475.24,245.72,-56.71,-3432.85,-27992.22,1503.6,17970.31,-5397.51,190.2,-1024.83,-5207.31,-6232.14
791,1637.67,3887.95,4562.67,448.98,240.17,-41.0,-3435.58,-28259.44,1512.42,18180.73,-5276.64,185.47,-1265.44,-5091.16,-6356.6
796,1641.04,3892.96,4621.81,447.91,243.61,-47.08,-3434.9,-28213.22,1504.59,18162.09,-5338.98,185.34,-1181.19,-5153.64,-6334.83
801,1685.71,3958.82,4607.05,441.66,225.87,-65.05,-3444.91,-28032.67,1472.36,18030.77,-5392.53,186.04,-1120.39,-5206.48,-6326.88
806,1579.25,3921.88,4618.61,448.33,235.28,-76.62,-3415.42,-28050.98,1519.23,18134.87,-5470.59,188.58,-1085.56,-5282.01,-6367.57
811,1583.68,3921.75,4597.55,446.46,214.73,-50.3,-3430.15,-28146.26,1491.36,18042.0,-5278.39,185.18,-1329.17,-5093.21,-6422.38
816,1617.46,3994.68,4591.53,462.53,253.71,-64.28,-3402.62,-28114.62,1490.26,18018.19,-5331.44,186.35,-1153.16,-5145.08,-6298.24
821,1570.37,3851.35,4559.56,435.16,211.18,-74.32,-3428.65,-28117.14,1518.02,18199.51,-5423.41,183.48,-1274.95,-5239.92,-6514.87
826,1554.62,3975.66,4639.48,447.55,225.79,-43.42,-3378.89,-28168.39,1483.36,18083.72,-5320.23,187.03,-1180.49,-5133.2,-6313.69
831,1592.04,3845.64,4560.85,453.98,237.85,-56.49,-3433.21,-27992.74,1481.52,18066.31,-5459.34,185.46,-1244.25,-5273.89,-6518.14
836,1570.86,3838.85,4604.01,459.03,235.07,-60.74,-3388.43,-28187.08,1505.24,18162.89,-5374.39,190.16,-1260.3,-5184.24,-6444.53
841,1613.39,3886.24,4636.81,450.66,236.01,-66.69,-3430.29,-28038.46,1493.69,18144.85,-5444.02,188.14,-1073.79,-5255.88,-6329.67
846,1592.43,3906.99,4616.69,437.91,236.47,-52.09,-3393.57,-28144.7,1475.37,18220.28,-5446.36,189.5,-1104.24,-5256.86,-6361.09
851,1586.56,3909.4,4612.8,441.6,242.42,-50.66,-3397.09,-28137.93,1512.94,18097.72,-5383.5,186.37,-1182.22,-5197.13,-6379.35
856,1589.7,3880.43,4557.94,455.88,236.93,-57.37,-3397.88,-28264.25,1501.57,18118.04,-5250.38,183.73,-1379.02,-5066.65,-6445.67
