GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,1541.91,3868.58,4652.26,431.56,255.23,-20.91,-3538.68,-28491.01,1532.51,18291.5,-4964.74,163.25,-1477.03,-4801.49,-6278.52
6,1585.52,3962.39,4672.81,436.22,241.99,-69.28,-3447.64,-27915.16,1509.64,18169.5,-5401.95,180.95,-854.0,-5221.0,-6075.0
11,1605.31,3881.93,4646.65,427.68,252.4,-46.59,-3439.77,-28163.37,1484.69,18246.1,-5321.51,179.79,-1104.96,-5141.72,-6246.69
16,1578.61,3903.96,4665.39,443.67,251.88,-41.93,-3414.45,-28074.97,1508.21,18277.59,-5432.17,183.16,-902.03,-5249.01,-6151.04
21,1513.12,3960.45,4662.89,432.05,228.81,-46.97,-3383.5,-28141.75,1464.51,18141.98,-5365.26,184.79,-1168.4,-5180.46,-6348.87
26,1597.5,3874.39,4660.79,441.57,254.26,-68.39,-3387.84,-28060.5,1511.29,18237.43,-5462.31,183.56,-939.5,-5278.74,-6218.25
31,1568.43,3907.04,4661.39,443.5,250.58,-67.08,-3458.68,-28059.64,1517.31,18175.55,-5387.08,180.89,-1061.61,-5206.19,-6267.8
36,1607.31,3826.64,4677.09,443.24,242.82,-39.62,-3445.65,-28011.09,1496.55,18190.65,-5427.16,184.5,-1012.07,-5242.66,-6254.73
41,1605.59,3959.3,4645.85,452.9,253.59,-72.83,-3444.13,-28213.66,1510.66,18243.26,-5284.64,180.13,-1059.46,-5104.5,-6163.97
46,1573.7,4032.72,4643.22,454.98,266.71,-60.11,-3439.69,-28005.83,1501.02,18223.37,-5479.67,181.12,-809.91,-5298.55,-6108.47
51,1626.83,3878.2,4636.81,440.51,249.12,-46.7,-3410.96,-28025.17,1515.65,18129.08,-5438.05,183.47,-1006.63,-5254.58,-6261.21
56,1595.8,3848.21,4600.13,432.88,240.96,-58.38,-3459.92,-28066.92,1508.29,18279.74,-5430.14,186.08,-1079.21,-5244.07,-6323.27
61,1597.55,3940.35,4596.97,454.84,241.2,-52.55,-3383.46,-27969.86,1485.27,18201.39,-5543.3,190.02,-888.3,-5353.27,-6241.57
66,1696.56,3984.76,4696.08,460.46,238.23,-41.88,-3398.39,-27992.98,1501.87,18174.65,-5524.01,190.23,-680.65,-5333.77,-6014.42
71,1598.75,4016.73,4683.8,458.79,251.1,-55.71,-3412.04,-27914.43,1474.64,18115.03,-5519.65,190.65,-783.34,-5329.01,-6112.35
76,1535.87,3903.56,4671.98,441.07,235.96,-57.99,-3412.19,-27975.31,1512.19,18212.37,-5529.91,186.98,-932.49,-5342.92,-6275.41
81,1666.82,3895.31,4670.94,453.93,253.7,-70.46,-3428.79,-27972.38,1500.7,18080.63,-5424.35,185.7,-949.59,-5238.65,-6188.24
86,1608.02,3897.22,4645.89,439.46,238.94,-41.49,-3449.33,-27983.87,1515.11,18257.88,-5506.24,183.91,-872.17,-5322.33,-6194.5
91,1597.58,3943.09,4669.47,460.71,253.9,-43.72,-3409.63,-28069.9,1489.29,18188.82,-5465.45,186.63,-920.38,-5278.82,-6199.21
96,1602.29,3952.22,4706.16,423.58,237.38,-61.05,-3437.6,-28077.0,1529.22,18196.72,-5394.05,185.92,-928.08,-5208.13,-6136.21
101,1556.25,3927.23,4685.1,442.57,233.18,-44.96,-3341.19,-28225.48,1517.6,18214.04,-5362.79,187.28,-1035.67,-5175.51,-6211.18
106,1602.16,3866.44,4635.55,451.87,257.5,-39.39,-3378.71,-28277.2,1493.56,18217.63,-5290.13,187.5,-1170.59,-5102.63,-6273.22
111,1565.69,3868.59,4663.83,442.26,234.6,-72.63,-3422.28,-28062.73,1500.04,18229.83,-5447.01,184.54,-1052.79,-5262.47,-6315.26
116,1557.09,3935.72,4680.97,455.08,226.76,-65.12,-3410.38,-28193.42,1489.96,18296.1,-5390.77,185.92,-1027.24,-5204.85,-6232.08
121,1594.29,3993.55,4653.51,447.62,245.55,-76.39,-3437.45,-28180.08,1517.62,18188.84,-5346.4,183.48,-1052.94,-5162.93,-6215.87
126,1674.95,3812.26,4633.47,449.21,237.6,-73.24,-3374.78,-28287.43,1502.24,18296.75,-5340.77,183.86,-1128.97,-5156.92,-6285.88
131,1583.14,3850.64,4663.3,433.81,244.61,-63.38,-3461.38,-28335.42,1486.8,18297.34,-5258.01,183.27,-1300.53,-5074.74,-6375.27
136,1618.75,3916.77,4676.82,451.57,243.07,-54.04,-3426.87,-28483.26,1480.93,18218.4,-5158.53,183.61,-1357.87,-4974.93,-6332.8
141,1584.36,3897.68,4631.18,440.56,260.67,-68.22,-3411.08,-28250.24,1508.44,18280.87,-5344.02,182.47,-1125.78,-5161.55,-6287.33
146,1557.55,3968.66,4655.38,443.84,231.32,-51.46,-3408.78,-28355.72,1473.15,18229.5,-5269.59,182.53,-1256.56,-5087.06,-6343.62
151,1588.07,3968.28,4674.06,453.28,234.27,-71.1,-3405.74,-28367.31,1512.47,18200.84,-5176.3,179.85,-1212.87,-4996.46,-6209.33
156,1567.49,3889.67,4662.67,433.96,228.24,-47.21,-3415.37,-28335.78,1526.54,18289.75,-5248.31,183.04,-1200.04,-5065.27,-6265.31
161,1548.34,3941.94,4637.04,442.39,216.65,-69.89,-3406.96,-28265.69,1547.68,18175.7,-5240.31,183.13,-1232.8,-5057.18,-6289.98
166,1586.79,3864.5,4655.96,434.47,245.2,-64.96,-3374.4,-28422.34,1486.92,18159.98,-5172.93,183.33,-1427.89,-4989.6,-6417.49
171,1681.41,3894.35,4647.96,457.05,242.14,-42.73,-3436.94,-28364.46,1520.62,18138.3,-5145.62,180.94,-1262.3,-4964.68,-6226.97
176,1679.53,3921.72,4619.91,452.64,242.81,-46.05,-3447.85,-28192.36,1506.08,18138.92,-5252.14,182.69,-1124.65,-5069.45,-6194.11
181,1657.53,3950.09,4654.39,446.79,246.87,-71.13,-3441.6,-28238.76,1505.33,18167.26,-5260.19,183.31,-1123.23,-5076.88,-6200.11
186,1609.24,3877.08,4639.21,441.73,239.41,-81.92,-3459.99,-28176.25,1509.59,18169.22,-5256.08,177.5,-1232.68,-5078.59,-6311.26
191,1612.16,3934.65,4596.44,436.51,237.11,-54.23,-3454.54,-28173.39,1489.93,18104.44,-5273.49,179.78,-1270.9,-5093.7,-6364.61
196,1660.74,3995.7,4641.67,451.43,232.31,-78.03,-3456.64,-28375.12,1499.26,18124.65,-5100.73,176.95,-1304.05,-4923.77,-6227.82
201,1616.56,3940.21,4632.25,443.75,238.9,-82.13,-3406.1,-28357.11,1492.89,18096.82,-5064.58,177.9,-1383.95,-4886.68,-6270.64
206,1506.46,3863.88,4646.6,421.07,248.7,-70.35,-3413.91,-28527.31,1511.7,18197.58,-5010.17,178.3,-1615.59,-4831.87,-6447.46
211,1593.14,3943.6,4680.45,447.73,243.84,-72.02,-3439.68,-28303.5,1494.48,18101.85,-5143.09,182.11,-1310.11,-4960.98,-6271.09
216,1559.78,3877.83,4638.71,442.01,243.94,-53.63,-3425.99,-28272.56,1516.14,18178.67,-5241.79,180.62,-1295.11,-5061.18,-6356.29
221,1626.43,3844.79,4637.21,436.81,231.82,-89.0,-3418.94,-28186.21,1486.7,18094.79,-5224.84,185.55,-1335.61,-5039.29,-6374.9
226,1643.49,3996.57,4622.45,465.81,251.38,-54.29,-3486.25,-28223.85,1491.86,18167.65,-5271.6,178.68,-1125.17,-5092.91,-6218.09
231,1567.79,3994.52,4603.35,445.68,227.58,-87.41,-3399.56,-28262.03,1494.69,18157.55,-5275.65,181.68,-1257.83,-5093.96,-6351.79
236,1607.67,3945.32,4683.67,452.9,242.57,-114.79,-3361.71,-28310.27,1526.88,18147.96,-5219.0,186.42,-1179.8,-5032.58,-6212.39
241,1636.1,3894.97,4663.94,446.88,256.81,-64.31,-3431.95,-28332.88,1501.02,18175.17,-5195.02,182.86,-1254.25,-5012.17,-6266.42
246,1686.48,3877.3,4610.7,452.46,241.71,-72.99,-3397.25,-28295.82,1484.04,18147.9,-5253.79,183.34,-1265.47,-5070.44,-6335.91
251,1635.0,3952.21,4631.63,450.68,217.46,-61.85,-3414.63,-28242.46,1505.2,18174.43,-5303.43,181.18,-1152.33,-5122.24,-6274.57
256,1630.56,4056.8,4639.46,449.94,249.96,-73.7,-3415.96,-28197.67,1478.54,18151.73,-5324.66,185.39,-1030.34,-5139.27,-6169.61
261,1601.73,3914.17,4645.48,457.48,218.89,-68.01,-3335.71,-28342.43,1503.95,18192.24,-5279.5,183.24,-1212.22,-5096.26,-6308.47
266,1611.19,3810.02,4651.59,443.8,240.56,-58.53,-3390.38,-28277.88,1497.9,18235.25,-5255.91,180.6,-1236.48,-5075.31,-6311.79
271,1657.7,3853.36,4636.45,452.96,243.67,-73.64,-3438.1,-28398.8,1498.88,18190.13,-5115.3,178.29,-1377.38,-4937.01,-6314.4
276,1663.12,3942.61,4607.64,438.83,248.58,-74.91,-3406.69,-28296.18,1503.47,18166.21,-5233.73,181.53,-1207.33,-5052.2,-6259.53
281,1582.57,3859.84,4613.75,443.1,233.73,-48.64,-3424.88,-28447.39,1503.38,18228.2,-5147.19,180.52,-1456.34,-4966.67,-6423.01
286,1634.23,3918.37,4635.13,453.64,246.99,-47.58,-3389.12,-28342.37,1482.32,18162.3,-5238.78,181.55,-1246.09,-5057.23,-6303.32
291,1593.65,3930.03,4606.01,458.2,245.03,-75.44,-3399.2,-28433.86,1459.05,18192.81,-5109.36,180.26,-1423.71,-4929.1,-6352.81
296,1545.67,3969.16,4662.22,450.73,254.31,-64.63,-3407.8,-28554.91,1518.75,18216.64,-5109.94,185.16,-1409.86,-4924.78,-6334.64
301,1590.21,3844.13,4613.41,432.35,235.84,-64.91,-3410.32,-28407.35,1498.66,18250.78,-5218.04,184.1,-1417.2,-5033.93,-6451.14
306,1660.83,3996.29,4677.47,453.35,236.76,-49.94,-3361.86,-28413.87,1490.94,18094.75,-5132.78,185.5,-1215.29,-4947.28,-6162.56
311,1523.14,3865.26,4606.89,428.24,239.48,-68.41,-3400.65,-28509.35,1501.96,18281.67,-5125.04,181.97,-1531.76,-4943.07,-6474.83
316,1589.9,3919.93,4629.29,456.32,234.69,-38.6,-3368.4,-28657.36,1525.61,18172.89,-4925.34,179.08,-1535.74,-4746.26,-6282.0
321,1608.52,3879.71,4664.18,451.64,234.45,-79.12,-3445.93,-28632.37,1489.33,18268.5,-5008.02,178.77,-1561.09,-4829.25,-6390.34
326,1597.21,3943.4,4633.68,445.62,243.14,-47.59,-3437.89,-28625.23,1521.64,18247.13,-5012.31,178.62,-1478.9,-4833.69,-6312.59
331,1605.52,3768.0,4632.16,428.49,240.01,-77.19,-3428.35,-28465.72,1506.87,18271.74,-5155.03,183.07,-1518.48,-4971.96,-6490.44
336,1616.0,3856.9,4651.79,444.26,234.79,-76.27,-3435.6,-28464.99,1492.94,18255.61,-5108.92,184.17,-1424.57,-4924.75,-6349.33
341,1647.37,3966.81,4589.94,470.78,237.0,-61.58,-3432.06,-28475.0,1503.02,18179.41,-5068.26,184.68,-1374.31,-4883.59,-6257.9
346,1623.52,3944.53,4589.32,443.89,252.29,-71.74,-3374.13,-28399.52,1484.99,18167.13,-5154.57,184.03,-1339.72,-4970.54,-6310.26
351,1602.66,3849.76,4642.37,437.58,224.69,-78.22,-3473.73,-28554.85,1496.98,18218.9,-5053.95,180.13,-1633.86,-4873.82,-6507.68
356,1644.92,3970.98,4623.64,454.87,232.05,-72.48,-3384.74,-28317.21,1493.86,18165.09,-5219.64,186.4,-1189.02,-5033.24,-6222.26
361,1610.85,3880.87,4633.56,458.07,244.93,-42.21,-3364.8,-28371.84,1493.13,18179.88,-5190.34,185.75,-1277.58,-5004.59,-6282.17
366,1584.71,3911.94,4586.93,450.82,246.56,-57.38,-3406.73,-28565.76,1498.68,18241.87,-5027.5,180.69,-1508.35,-4846.81,-6355.16
371,1615.59,3912.27,4665.8,449.39,220.31,-74.72,-3427.73,-28256.25,1481.48,18192.4,-5244.66,186.62,-1221.46,-5058.04,-6279.51
376,1651.08,4009.41,4584.03,463.71,244.75,-74.3,-3434.17,-28289.66,1473.36,18171.47,-5238.87,186.55,-1200.31,-5052.33,-6252.64
381,1566.85,3952.27,4619.56,448.09,220.78,-74.59,-3401.46,-28419.6,1524.81,18233.56,-5145.28,187.37,-1329.71,-4957.9,-6287.61
386,1597.1,3925.06,4621.62,450.29,230.11,-57.15,-3386.98,-28217.3,1498.84,18228.02,-5294.09,186.07,-1110.39,-5108.02,-6218.41
391,1606.11,3896.6,4640.43,447.7,243.2,-66.23,-3402.46,-28385.03,1501.39,18285.78,-5264.54,185.52,-1232.5,-5079.02,-6311.51
396,1664.56,3928.22,4587.63,455.47,225.93,-62.64,-3419.87,-28330.72,1472.2,18214.32,-5255.91,184.61,-1264.89,-5071.3,-6336.19
401,1580.79,3909.62,4616.18,460.05,230.76,-63.66,-3403.66,-28536.29,1518.6,18294.89,-5105.64,183.32,-1392.72,-4922.32,-6315.04
406,1588.13,3853.62,4602.97,445.41,234.41,-26.89,-3442.66,-28282.25,1481.59,18346.84,-5304.86,182.07,-1198.82,-5122.79,-6321.61
411,1593.96,3881.91,4603.43,454.39,228.2,-50.15,-3382.41,-28491.64,1515.36,18323.76,-5158.33,184.52,-1323.19,-4973.82,-6297.01
416,1560.57,3923.35,4691.46,435.2,256.32,-51.42,-3413.56,-28413.66,1469.83,18223.06,-5152.56,182.65,-1318.85,-4969.91,-6288.76
421,1606.85,3925.27,4606.58,460.37,243.59,-45.58,-3395.81,-28498.71,1459.0,18243.84,-5076.72,180.96,-1394.6,-4895.76,-6290.36
426,1582.02,3869.22,4611.39,446.12,248.78,-27.36,-3438.54,-28522.03,1486.67,18346.4,-5108.81,180.54,-1397.34,-4928.27,-6325.61
431,1587.93,3891.62,4609.37,430.21,227.79,-44.53,-3432.32,-28343.34,1485.3,18328.74,-5253.8,185.91,-1259.23,-5067.89,-6327.12
436,1547.7,3947.31,4568.47,451.44,229.86,-58.11,-3405.07,-28488.64,1487.32,18308.76,-5161.62,185.15,-1410.96,-4976.47,-6387.43
441,1640.34,3878.59,4618.49,449.96,251.26,-67.68,-3398.61,-28369.7,1471.88,18312.51,-5272.29,185.24,-1212.95,-5087.05,-6300.0
446,1609.86,3938.19,4628.25,442.08,243.77,-59.03,-3450.17,-28333.01,1487.28,18224.46,-5245.34,183.13,-1268.33,-5062.21,-6330.54
451,1590.03,3989.93,4609.71,444.95,238.58,-67.91,-3431.73,-28415.16,1492.05,18247.21,-5169.29,182.92,-1302.34,-4986.37,-6288.71
456,1613.88,3859.59,4607.48,446.2,213.65,-42.57,-3430.99,-28236.72,1519.49,18253.96,-5296.3,180.81,-1196.02,-5115.49,-6311.51
461,1609.04,3940.15,4608.31,447.26,228.18,-70.39,-3409.64,-28212.68,1475.77,18225.47,-5303.3,185.07,-1158.53,-5118.23,-6276.76
466,1571.93,3975.21,4596.56,446.51,235.21,-80.65,-3450.3,-28387.62,1468.84,18328.19,-5264.32,182.02,-1296.12,-5082.3,-6378.42
471,1549.61,4041.18,4600.81,444.03,238.53,-83.03,-3430.85,-28478.86,1497.4,18286.42,-5134.49,182.36,-1334.77,-4952.14,-6286.9
476,1591.41,3864.49,4638.27,431.87,241.15,-67.02,-3472.76,-28380.45,1487.13,18259.42,-5211.85,179.02,-1406.48,-5032.83,-6439.31
481,1563.37,3877.39,4638.12,436.21,244.3,-91.24,-3442.61,-28417.33,1497.62,18289.07,-5188.86,179.98,-1405.1,-5008.88,-6413.98
486,1585.19,3869.92,4629.94,450.66,228.89,-86.79,-3452.53,-28422.32,1498.88,18374.31,-5208.91,178.42,-1323.86,-5030.49,-6354.35
491,1584.93,3957.68,4663.82,458.12,243.81,-82.79,-3418.73,-28444.58,1525.09,18358.64,-5252.59,182.06,-1154.01,-5070.52,-6224.53
496,1599.35,3922.31,4633.72,465.59,241.98,-70.06,-3417.31,-28328.32,1518.24,18230.09,-5320.52,181.61,-1204.42,-5138.91,-6343.33
501,1622.8,3850.56,4628.13,443.91,242.68,-73.62,-3443.79,-28397.91,1507.7,18361.81,-5272.32,183.08,-1257.72,-5089.24,-6346.96
506,1604.46,3968.19,4618.63,449.42,245.33,-72.12,-3449.58,-28239.06,1468.56,18267.96,-5321.07,181.93,-1138.22,-5139.14,-6277.36
511,1523.69,3858.33,4588.96,429.06,248.2,-51.51,-3406.4,-28461.88,1517.99,18294.38,-5171.16,183.25,-1459.18,-4987.91,-6447.09
