Time/Residue,VOR_R1.xvg,VOR_R2.xvg,Average
2.6100001,0.1791029,0.1502062,0.16465455
2.6200001,0.1824719,0.1550748,0.16877335
2.6300001,0.1714372,0.1561156,0.1637764
2.6400001,0.1785785,0.1596411,0.1691098
2.6500001,0.1725662,0.1444466,0.1585064
2.6600001,0.170929,0.151963,0.161446
2.6700001,0.1684073,0.1428586,0.15563295
2.6800001,0.1763376,0.1540156,0.1651766
2.6900001,0.1707878,0.1475088,0.1591483
2.7,0.1788761,0.1454901,0.1621831
2.71,0.1766914,0.1477529,0.16222215
2.72,0.1770609,0.1479851,0.162523
2.73,0.1734298,0.1511794,0.1623046
2.7400002,0.1788411,0.1408025,0.1598218
2.7500002,0.1758149,0.1503941,0.1631045
2.7600002,0.173315,0.1468994,0.1601072
2.7700002,0.1780544,0.1620565,0.17005545
2.7800002,0.1751343,0.1546922,0.16491325
2.7900002,0.1749797,0.1599893,0.1674845
2.8000002,0.1694945,0.1587431,0.1641188
2.8100002,0.1773759,0.1500672,0.16372155
2.8200002,0.1767917,0.1504278,0.16360975
2.8300002,0.1854983,0.1505709,0.1680346
2.8400002,0.1843565,0.1519942,0.16817535
2.8500001,0.1819191,0.1606705,0.1712948
2.8600001,0.1876069,0.1595211,0.173564
2.8700001,0.1829045,0.1628476,0.17287605
2.8800001,0.1834201,0.1504992,0.16695965
2.8900001,0.1806646,0.1504747,0.16556965
2.9000001,0.1741931,0.1524349,0.163314
2.9100001,0.178779,0.1574576,0.1681183
2.9200001,0.1777391,0.1511632,0.16445115
2.9300001,0.1899776,0.1522348,0.1711062
2.9400001,0.186131,0.1578177,0.17197435
2.95,0.1794031,0.1591624,0.16928275
2.96,0.1820414,0.1744771,0.17825925
2.97,0.1737205,0.1605522,0.16713635
2.9800003,0.1758822,0.1753678,0.175625
2.9900002,0.1862979,0.1738727,0.1800853
3.0000002,0.1791925,0.1610751,0.1701338
3.0100002,0.1809849,0.1613082,0.17114655
3.0200002,0.1719419,0.1591782,0.16556005
3.0300002,0.1784173,0.1572812,0.16784925
3.0400002,0.1788997,0.1527727,0.1658362
3.0500002,0.1693553,0.1581144,0.16373485
3.0600002,0.1814879,0.1700352,0.17576155
3.0700002,0.1709422,0.1685825,0.16976235
3.0800002,0.1687925,0.1677376,0.16826505
3.0900002,0.1827279,0.1772462,0.17998705
3.1000001,0.1884733,0.1815557,0.1850145
3.1100001,0.1813365,0.1725791,0.1769578
3.1200001,0.1822199,0.1718284,0.17702415
3.1300001,0.1753823,0.1728278,0.17410505
3.1400001,0.1743925,0.1663604,0.17037645
3.1500001,0.1756244,0.1777385,0.17668145
3.1600001,0.1711378,0.1783018,0.1747198
3.1700001,0.1719598,0.1807054,0.1763326
3.1800001,0.1756746,0.1550453,0.16535995
3.1900001,0.1809844,0.1559917,0.16848805
3.2,0.1739103,0.1594927,0.1667015
3.21,0.173719,0.1606565,0.16718775
3.2200003,0.1792789,0.1663828,0.17283085
3.2300003,0.1901379,0.1672489,0.1786934
3.2400002,0.1882817,0.1586732,0.17347745
3.2500002,0.1877477,0.1746766,0.18121215
3.2600002,0.1857205,0.1665678,0.17614415
3.2700002,0.1834729,0.1696382,0.17655555
3.2800002,0.1787823,0.174144,0.17646315
3.2900002,0.1741862,0.1736844,0.1739353
3.3000002,0.1710913,0.1687466,0.16991895
3.3100002,0.1814304,0.1769779,0.17920415
3.3200002,0.181244,0.1788716,0.1800578
3.3300002,0.1795993,0.1715751,0.1755872
3.3400002,0.1870247,0.1739544,0.18048955
3.3500001,0.1939695,0.1753466,0.18465805
3.3600001,0.1781809,0.1650117,0.1715963
3.3700001,0.1843005,0.1601794,0.17223995
3.3800001,0.1747834,0.1723406,0.173562
3.3900001,0.1751377,0.16281,0.16897385
3.4000001,0.1720225,0.165136,0.16857925
3.4100001,0.1806227,0.159115,0.16986885
3.4200001,0.1849598,0.1489986,0.1669792
3.4300001,0.1810026,0.1492421,0.16512235
3.4400001,0.1696522,0.1509778,0.160315
3.45,0.1699345,0.1625678,0.16625115
3.4600003,0.1715756,0.1588666,0.1652211
3.4700003,0.1720297,0.1596413,0.1658355
3.4800003,0.1711494,0.1596756,0.1654125
3.4900002,0.1722336,0.1582502,0.1652419
3.5000002,0.1736886,0.1706521,0.17217035
3.5100002,0.1691127,0.1640595,0.1665861
3.5200002,0.1667732,0.1729049,0.16983905
3.5300002,0.1740717,0.1716295,0.1728506
3.5400002,0.1657554,0.1631218,0.1644386
3.5500002,0.1670547,0.1606748,0.16386475
3.5600002,0.1645413,0.1658222,0.16518175
3.5700002,0.1763226,0.1636634,0.169993
3.5800002,0.1684647,0.1587959,0.1636303
3.5900002,0.1569316,0.1766306,0.1667811
3.6000001,0.1638901,0.1666578,0.16527395
3.6100001,0.1619613,0.1826774,0.17231935
3.6200001,0.159275,0.1856064,0.1724407
3.6300001,0.159538,0.1874312,0.1734846
3.6400001,0.1586011,0.1685257,0.1635634
3.6500001,0.1616656,0.1703122,0.1659889
3.6600001,0.169038,0.170966,0.170002
3.6700001,0.1626501,0.177015,0.16983255
3.6800001,0.1682221,0.1718749,0.1700485
3.6900001,0.1617964,0.1688116,0.165304
3.7000003,0.1592023,0.16111,0.16015615
3.7100003,0.1593136,0.1752352,0.1672744
3.7200003,0.1754765,0.1759657,0.1757211
3.7300003,0.1688339,0.1680325,0.1684332
3.7400002,0.1856536,0.1798675,0.18276055
3.7500002,0.1824059,0.1704183,0.1764121
3.7600002,0.1732685,0.1762187,0.1747436
3.7700002,0.1755696,0.1685141,0.17204185
3.7800002,0.1712055,0.1696695,0.1704375
3.7900002,0.1784713,0.1720804,0.17527585
3.8000002,0.1747981,0.1704595,0.1726288
3.8100002,0.1848051,0.1780095,0.1814073
3.8200002,0.1845469,0.1654715,0.1750092
3.8300002,0.181506,0.1721526,0.1768293
3.8400002,0.1756799,0.1619623,0.1688211
3.8500001,0.1781124,0.1677768,0.1729446
3.8600001,0.1780084,0.1633314,0.1706699
3.8700001,0.1806798,0.1623175,0.17149865
3.8800001,0.186213,0.1603219,0.17326745
3.8900001,0.1711646,0.1724423,0.17180345
3.9000001,0.1678724,0.1612415,0.16455695
3.9100001,0.1777335,0.1529406,0.16533705
3.9200001,0.1742145,0.1683839,0.1712992
3.9300003,0.1784416,0.1661223,0.17228195
3.9400003,0.1772517,0.164297,0.17077435
3.9500003,0.1685518,0.165003,0.1667774
3.9600003,0.1756641,0.1745783,0.1751212
3.9700003,0.1730718,0.1933573,0.18321455
3.9800003,0.1759522,0.178291,0.1771216
3.9900002,0.1808437,0.1693931,0.1751184
4,0.1758472,0.1767663,0.17630675
4.0100002,0.1756059,0.1561067,0.1658563
4.02,0.1813056,0.1731154,0.1772105
4.0300002,0.1721181,0.1606489,0.1663835
4.04,0.1757029,0.1700917,0.1728973
4.0500002,0.1805383,0.1887504,0.18464435
4.0600004,0.1713448,0.1675095,0.16942715
4.0700002,0.1769384,0.1635671,0.17025275
4.0800004,0.1752152,0.1580783,0.16664675
4.0900002,0.1678781,0.1616174,0.16474775
4.1000004,0.1805917,0.155487,0.16803935
4.1100001,0.1728093,0.1589562,0.16588275
4.1200004,0.1752664,0.163594,0.1694302
4.1300001,0.1704138,0.1600495,0.16523165
4.1400003,0.175597,0.1504384,0.1630177
4.1500001,0.1838165,0.1442766,0.16404655
4.1600003,0.1744288,0.1522256,0.1633272
4.1700001,0.1854802,0.1528185,0.16914935
4.1800003,0.1855573,0.1520157,0.1687865
4.1900001,0.179203,0.1587599,0.16898145
4.2000003,0.1854338,0.1634885,0.17446115
4.21,0.1732747,0.1640634,0.16866905
4.2200003,0.1815847,0.1601306,0.17085765
4.23,0.1789439,0.1588214,0.16888265
4.2400002,0.1659319,0.1677781,0.166855
4.25,0.171262,0.1826826,0.1769723
4.2600002,0.1740635,0.176985,0.17552425
4.27,0.1783959,0.1657576,0.17207675
4.2800002,0.1806703,0.1605939,0.1706321
4.2900004,0.1924339,0.1730759,0.1827549
4.3000002,0.1837053,0.1662266,0.17496595
4.3100004,0.1851754,0.1696643,0.17741985
4.3200002,0.1824422,0.1690908,0.1757665
4.3300004,0.1810579,0.1719699,0.1765139
4.3400002,0.1816772,0.1581791,0.16992815
4.3500004,0.1829633,0.1538712,0.16841725
4.3600001,0.1829547,0.1627638,0.17285925
4.3700004,0.1785519,0.1597484,0.16915015
4.3800001,0.1864526,0.1485158,0.1674842
4.3900003,0.1802939,0.1578731,0.1690835
4.4000001,0.1829253,0.1626939,0.1728096
4.4100003,0.1809318,0.162321,0.1716264
4.4200001,0.1787795,0.1601747,0.1694771
4.4300003,0.1749157,0.1653981,0.1701569
4.4400001,0.1737295,0.1685636,0.17114655
4.4500003,0.1731339,0.1657826,0.16945825
4.46,0.1725285,0.1639214,0.16822495
4.4700003,0.1776074,0.168998,0.1733027
4.48,0.1766623,0.1742973,0.1754798
4.4900002,0.1746904,0.1695578,0.1721241
4.5,0.173919,0.1632229,0.16857095
4.5100002,0.1754265,0.1624666,0.16894655
4.52,0.1791334,0.161924,0.1705287
4.5300002,0.1780425,0.1541355,0.166089
4.5400004,0.1765602,0.1537119,0.16513605
4.5500002,0.1761336,0.164672,0.1704028
4.5600004,0.1817175,0.1615702,0.17164385
4.5700002,0.1773896,0.156602,0.1669958
4.5800004,0.1807794,0.1634022,0.1720908
4.5900002,0.1753369,0.1702141,0.1727755
4.6000004,0.1788706,0.1711201,0.17499535
4.6100001,0.1899176,0.1587811,0.17434935
4.6200004,0.1797146,0.1607074,0.170211
4.6300001,0.1890536,0.1622701,0.17566185
4.6400003,0.1779887,0.1683965,0.1731926
4.6500001,0.1773551,0.1520963,0.1647257
4.6600003,0.1787647,0.1718908,0.17532775
4.6700001,0.1783756,0.1647484,0.171562
4.6800003,0.1783687,0.1663403,0.1723545
4.6900001,0.1735622,0.1654841,0.16952315
4.7000003,0.1800374,0.1720242,0.1760308
4.71,0.1827419,0.1686152,0.17567855
4.7200003,0.1845707,0.1665771,0.1755739
4.73,0.1877368,0.1707257,0.17923125
4.7400002,0.1803909,0.1740044,0.17719765
4.75,0.1884592,0.1705271,0.17949315
4.7600002,0.1846358,0.1718104,0.1782231
4.7700005,0.1767629,0.1675935,0.1721782
4.7800002,0.1793562,0.1636356,0.1714959
4.7900004,0.1806856,0.1731777,0.17693165
4.8000002,0.1779834,0.1721907,0.17508705
4.8100004,0.1785987,0.1660254,0.17231205
4.8200002,0.1701696,0.1730496,0.1716096
4.8300004,0.1823115,0.1690547,0.1756831
4.8400002,0.1691334,0.1669025,0.16801795
4.8500004,0.1765575,0.1728984,0.17472795
4.8600001,0.1766554,0.1800334,0.1783444
4.8700004,0.1773913,0.1862766,0.18183395
4.8800001,0.181113,0.1786415,0.17987725
4.8900003,0.180444,0.1582981,0.16937105
4.9000001,0.1823853,0.1634502,0.17291775
4.9100003,0.1756664,0.1589636,0.167315
4.9200001,0.1818021,0.1542803,0.1680412
4.9300003,0.1808959,0.158415,0.16965545
4.9400001,0.1732758,0.1664307,0.16985325
4.9500003,0.1803218,0.1624216,0.1713717
4.96,0.1860423,0.1542863,0.1701643
4.9700003,0.1775682,0.1653581,0.17146315
4.98,0.1755884,0.1632526,0.1694205
4.9900002,0.1818058,0.1603281,0.17106695
5,0.1773737,0.1671351,0.1722544
5.0100002,0.1898071,0.1610422,0.17542465
5.0200005,0.1796824,0.1677383,0.17371035
5.0300002,0.1797395,0.1713188,0.17552915
5.0400004,0.1804259,0.1788783,0.1796521
5.0500002,0.1707094,0.1777298,0.1742196
5.0600004,0.1801776,0.1667195,0.17344855
5.0700002,0.1792732,0.1684601,0.17386665
5.0800004,0.1807771,0.170859,0.17581805
5.0900002,0.1727702,0.1696827,0.17122645
5.1000004,0.1858974,0.1728459,0.17937165
5.1100001,0.1906487,0.1667775,0.1787131
5.1200004,0.1812875,0.1772346,0.17926105
5.1300001,0.1854061,0.1746726,0.18003935
5.1400003,0.179836,0.1802135,0.18002475
5.1500001,0.1842923,0.1930908,0.18869155
5.1600003,0.1846701,0.1901409,0.1874055
5.1700001,0.184044,0.1832883,0.18366615
5.1800003,0.1927727,0.1748321,0.1838024
5.1900001,0.1912228,0.1791205,0.18517165
5.2000003,0.1907744,0.1740561,0.18241525
5.21,0.1760284,0.173215,0.1746217
5.2200003,0.1796413,0.1777692,0.17870525
5.23,0.1858296,0.1594107,0.17262015
5.2400002,0.1918296,0.1670594,0.1794445
5.2500005,0.1854609,0.175187,0.18032395
5.2600002,0.1893754,0.1822959,0.18583565
5.2700005,0.1866073,0.1761883,0.1813978
5.2800002,0.1809304,0.1797142,0.1803223
5.2900004,0.1736894,0.1837046,0.178697
5.3000002,0.178352,0.1786268,0.1784894
5.3100004,0.1810411,0.1835497,0.1822954
5.3200002,0.1800043,0.1707428,0.17537355
5.3300004,0.1690371,0.1783552,0.17369615
5.3400002,0.1750495,0.1780577,0.1765536
5.3500004,0.1788594,0.1740524,0.1764559
5.3600001,0.1681563,0.1761042,0.17213025
5.3700004,0.1752641,0.1845778,0.17992095
5.3800001,0.172271,0.1910949,0.18168295
5.3900003,0.1685762,0.1905003,0.17953825
5.4000001,0.1775405,0.1897715,0.183656
5.4100003,0.1733046,0.186517,0.1799108
5.4200001,0.1716137,0.1838028,0.17770825
5.4300003,0.1726133,0.1793637,0.1759885
5.4400001,0.167209,0.1783752,0.1727921
5.4500003,0.1776571,0.1855683,0.1816127
5.46,0.1760113,0.1751311,0.1755712
5.4700003,0.1804629,0.183835,0.18214895
5.4800005,0.1817835,0.1872358,0.18450965
5.4900002,0.1802862,0.1874882,0.1838872
5.5000005,0.1842532,0.1838046,0.1840289
5.5100002,0.1829371,0.183108,0.18302255
5.5200005,0.1823838,0.1768603,0.17962205
