Time/Residue,AFR1_R1.xvg,AFR1_R2.xvg,Average
0,2.25165,2.25281,2.25223
0.01,2.27956,2.27769,2.278625
0.02,2.27218,2.27316,2.27267
0.03,2.27742,2.27831,2.277865
0.04,2.28501,2.29763,2.29132
0.05,2.28323,2.29555,2.28939
0.06,2.28135,2.29159,2.28647
0.07,2.28305,2.28172,2.282385
0.08,2.28346,2.29461,2.289035
0.09,2.28404,2.28281,2.283425
0.1,2.28419,2.29277,2.28848
0.11,2.28359,2.28749,2.28554
0.12,2.28833,2.30097,2.29465
0.13,2.28348,2.29281,2.288145
0.14,2.28194,2.29274,2.28734
0.15,2.28025,2.29129,2.28577
0.16,2.27433,2.28983,2.28208
0.17,2.28494,2.28627,2.285605
0.18,2.29138,2.28823,2.289805
0.19,2.29253,2.29218,2.292355
0.2,2.28889,2.28435,2.28662
0.21,2.28965,2.28477,2.28721
0.22,2.28903,2.29993,2.29448
0.23,2.28339,2.29213,2.28776
0.24,2.29298,2.29653,2.294755
0.25,2.29625,2.28532,2.290785
0.26,2.28449,2.28668,2.285585
0.27,2.28247,2.29119,2.28683
0.28,2.28394,2.29635,2.290145
0.29,2.28326,2.29837,2.290815
0.3,2.27933,2.29719,2.28826
0.31,2.2798,2.30089,2.290345
0.32,2.28503,2.28552,2.285275
0.33,2.27828,2.29512,2.2867
0.34,2.27858,2.29535,2.286965
0.35,2.2799,2.29093,2.285415
0.36,2.28485,2.28816,2.286505
0.37,2.29399,2.29168,2.292835
0.38,2.28859,2.29044,2.289515
0.39,2.2867,2.29532,2.29101
0.4,2.28708,2.29456,2.29082
0.41,2.28683,2.28615,2.28649
0.42,2.28026,2.28847,2.284365
0.43,2.28906,2.28962,2.28934
0.44,2.28898,2.29011,2.289545
0.45,2.29822,2.29094,2.29458
0.46,2.29372,2.29452,2.29412
0.47,2.29552,2.2911,2.29331
0.48,2.29025,2.28798,2.289115
0.49,2.28354,2.28639,2.284965
0.5,2.28817,2.28968,2.288925
0.51,2.29055,2.28426,2.287405
0.52,2.28916,2.29313,2.291145
0.53,2.28721,2.28763,2.28742
0.54,2.2892,2.28984,2.28952
0.55,2.29172,2.28952,2.29062
0.56,2.29038,2.2937,2.29204
0.57,2.29473,2.29852,2.296625
0.58,2.29279,2.28582,2.289305
0.59,2.29519,2.28944,2.292315
0.6,2.29476,2.28838,2.29157
0.61,2.29179,2.2806,2.286195
0.62,2.2972,2.28177,2.289485
0.63,2.29353,2.28375,2.28864
0.64,2.29323,2.27857,2.2859
