Time/Residue,AFR4_R1.xvg,AFR4_R2.xvg,Average
0.0,0.0005091,0.000498,0.00050355
0.01,0.1101674,0.0651521,0.08765975
0.02,0.1258793,0.0870811,0.1064802
0.03,0.2244121,0.0629383,0.1436752
0.04,0.1829224,0.0744695,0.12869595
0.05,0.1952425,0.0754086,0.13532555
0.06,0.1901622,0.0649016,0.1275319
0.07,0.2177279,0.0734727,0.1456003
0.08,0.2516531,0.0599246,0.15578885
0.09,0.28853,0.0604685,0.17449925
0.1,0.2485897,0.0843199,0.1664548
0.11,0.2830826,0.079652,0.1813673
0.12,0.2666695,0.0703129,0.1684912
0.13,0.2365058,0.0757768,0.1561413
0.14,0.2707905,0.1023369,0.1865637
0.15,0.2755409,0.0849543,0.1802476
0.16,0.3138094,0.0897103,0.20175985
0.17,0.2975693,0.1217474,0.20965835
0.18,0.2897742,0.146352,0.2180631
0.19,0.2701684,0.1912515,0.23070995
0.2,0.2473701,0.176844,0.21210705
0.21,0.2853262,0.2055166,0.2454214
0.22,0.2539158,0.1818395,0.21787765
0.23,0.2949061,0.1769723,0.2359392
0.24,0.2831275,0.1763905,0.229759
0.25,0.2445373,0.1524016,0.19846945
0.26,0.2626561,0.1823624,0.22250925
0.27,0.2712591,0.186511,0.22888505
0.28,0.2891333,0.1821078,0.23562055
0.29,0.2572569,0.190548,0.22390245
0.3,0.2499324,0.2038557,0.22689405
0.31,0.2832673,0.1877346,0.23550095
0.32,0.2748231,0.1893487,0.2320859
0.33,0.2868473,0.2113436,0.24909545
0.34,0.2293441,0.2075872,0.21846565
0.35,0.2828634,0.2208936,0.2518785
0.36,0.2763655,0.2070971,0.2417313
0.37,0.2869277,0.2030611,0.2449944
0.38,0.2629865,0.1830605,0.2230235
0.39,0.261484,0.2063142,0.2338991
0.4,0.2686408,0.206985,0.2378129
0.41,0.2742487,0.2150772,0.24466295
0.42,0.261217,0.2271479,0.24418245
0.43,0.2750986,0.2146304,0.2448645
0.44,0.2528486,0.1977257,0.22528715
0.45,0.2925809,0.2026224,0.24760165
0.46,0.2656786,0.193408,0.2295433
